category,key,both_support,equal_support,conflict_support,positive_rate_equal,positive_rate_conflict,rate_gap
Бытовая техника,"вес товара, г",0,0,0,,,
Бытовая техника,страна производства,0,0,0,,,
Бытовая техника,длина упаковки,0,0,0,,,
Бытовая техника,высота упаковки,0,0,0,,,
Бытовая техника,ширина упаковки,0,0,0,,,
Бытовая техника,"мощность, вт",9,6,3,0.8333333333333334,0.3333333333333333,0.5
Бытовая техника,системы защиты,131,0,131,,0.2824427480916031,
Бытовая техника,"вес, кг",293,25,268,0.6,0.31716417910447764,0.28283582089552234
Бытовая техника,"ширина, см",11,2,9,1.0,0.3333333333333333,0.6666666666666667
Бытовая техника,"высота, см",12,2,10,0.5,0.5,0.0
Бытовая техника,вес с упаковкой (кг),0,0,0,,,
Бытовая техника,"глубина, см",1,1,0,1.0,,
Бытовая техника,управление,170,75,95,0.3333333333333333,0.3157894736842105,0.017543859649122806
Бытовая техника,класс энергопотребления,1082,470,612,0.2702127659574468,0.21405228758169934,0.056160478375747475
Бытовая техника,высота предмета,0,0,0,,,
Бытовая техника,тип нагревательного элемента,820,174,646,0.45977011494252873,0.3761609907120743,0.08360912423045441
Бытовая техника,ширина предмета,0,0,0,,,
Бытовая химия,бренд,3937,2213,1724,0.42159963849977405,0.3938515081206497,0.02774813037912438
Бытовая химия,тип,1985,725,1260,0.3779310344827586,0.4357142857142857,-0.05778325123152711
Бытовая химия,состав,3872,172,3700,0.47093023255813954,0.4756756756756757,-0.004745443117536163
Бытовая химия,комплектация,4106,118,3988,0.5932203389830508,0.4518555667001003,0.14136477228295052
Бытовая химия,страна-изготовитель,0,0,0,,,
Бытовая химия,валюта,0,0,0,,,
Бытовая химия,единиц в одном товаре,0,0,0,,,
Бытовая химия,страна производства,0,0,0,,,
Бытовая химия,длина упаковки,0,0,0,,,
Бытовая химия,высота упаковки,0,0,0,,,
Бытовая химия,ширина упаковки,0,0,0,,,
Бытовая химия,аромат,1188,319,869,0.4231974921630094,0.3751438434982739,0.04805364866473549
Бытовая химия,"вес товара, г",0,0,0,,,
Бытовая химия,артикул,1,0,1,,0.0,
Бытовая химия,"объем, мл",106,85,21,0.4235294117647059,0.2857142857142857,0.13781512605042018
Бытовая химия,упаковка,509,45,464,0.4,0.3706896551724138,0.02931034482758621
Бытовая химия,форма выпуска средства,0,0,0,,,
Бытовая химия,срок годности,0,0,0,,,
Бытовая химия,особенности применения,0,0,0,,,
Бытовая химия,"размер упаковки (длина х ширина х высота), см",0,0,0,,,
Бытовая химия,целевая аудитория,3,0,3,,0.3333333333333333,
Бытовая химия,вес товара с упаковкой (г),0,0,0,,,
Бытовая химия,название аромата,28,11,17,0.6363636363636364,0.47058823529411764,0.1657754010695187
Бытовая химия,назначение,0,0,0,,,
Бытовая химия,эффект средства,0,0,0,,,
Бытовая химия,с дозатором,21,3,18,0.6666666666666666,0.2777777777777778,0.38888888888888884
Бытовая химия,"назначение моющего, чистящего средства",0,0,0,,,
Бытовая химия,назначение средства для стирки,24,3,21,0.3333333333333333,0.5714285714285714,-0.23809523809523808
Бытовая химия,объем,0,0,0,,,
Бытовая химия,особенности,0,0,0,,,
Галантерея и аксессуары,пол,4525,2361,2164,0.10419313850063533,0.16127541589648797,-0.05708227739585264
Галантерея и аксессуары,тип,3424,1113,2311,0.25157232704402516,0.22544353093898745,0.02612879610503771
Галантерея и аксессуары,комплектация,6251,391,5860,0.11508951406649616,0.11604095563139932,-0.0009514415649031632
Галантерея и аксессуары,бренд,1386,639,747,0.14397496087636932,0.2101740294511379,-0.06619906857476857
Галантерея и аксессуары,коллекция,1121,312,809,0.1987179487179487,0.0815822002472188,0.11713574847072991
Галантерея и аксессуары,цвет товара,2582,853,1729,0.30011723329425555,0.12087912087912088,0.17923811241513465
Галантерея и аксессуары,страна-изготовитель,0,0,0,,,
Галантерея и аксессуары,целевая аудитория,0,0,0,,,
Галантерея и аксессуары,материал,2201,870,1331,0.22413793103448276,0.21412471825694968,0.010013212777533087
Галантерея и аксессуары,валюта,0,0,0,,,
Галантерея и аксессуары,страна производства,0,0,0,,,
Галантерея и аксессуары,"вес товара, г",0,0,0,,,
Галантерея и аксессуары,упаковка,6,1,5,0.0,0.2,-0.2
Галантерея и аксессуары,цвет,0,0,0,,,
Галантерея и аксессуары,гарантийный срок,2565,389,2176,0.11825192802056556,0.1052389705882353,0.01301295743233026
Галантерея и аксессуары,название цвета,0,0,0,,,
Галантерея и аксессуары,материал корпуса,1581,231,1350,0.09090909090909091,0.06222222222222222,0.02868686868686869
Галантерея и аксессуары,стекло,1622,168,1454,0.05952380952380952,0.061210453920220086,-0.0016866443964105651
Галантерея и аксессуары,длина упаковки,0,0,0,,,
Галантерея и аксессуары,высота упаковки,0,0,0,,,
Галантерея и аксессуары,ширина упаковки,0,0,0,,,
Галантерея и аксессуары,вид замка,1517,757,760,0.05548216644649934,0.056578947368421055,-0.0010967809219217181
Галантерея и аксессуары,форма,748,604,144,0.056291390728476824,0.05555555555555555,0.0007358351729212717
Галантерея и аксессуары,декоративные элементы,4,2,2,0.0,0.0,0.0
Галантерея и аксессуары,"ширина, см",10,1,9,1.0,0.3333333333333333,0.6666666666666667
Галантерея и аксессуары,количество в упаковке,24,0,24,,0.3333333333333333,
Галантерея и аксессуары,"высота, см",4,1,3,1.0,0.6666666666666666,0.33333333333333337
Галантерея и аксессуары,тип часов,0,0,0,,,
Галантерея и аксессуары,водонепроницаемость,1,0,1,,0.0,
Галантерея и аксессуары,"глубина, см",2,0,2,,1.0,
Детские товары,тип,4774,1726,3048,0.4895712630359212,0.5416666666666666,-0.05209540363074544
Детские товары,бренд,925,287,638,0.4529616724738676,0.54858934169279,-0.09562766921892235
Детские товары,минимальный возраст ребенка,0,0,0,,,
Детские товары,страна-изготовитель,1,1,0,1.0,,
Детские товары,пол ребенка,57,34,23,0.5,0.5217391304347826,-0.021739130434782594
Детские товары,максимальный возраст ребенка,0,0,0,,,
Детские товары,материал,1643,787,856,0.565438373570521,0.5046728971962616,0.06076547637425933
Детские товары,цвет товара,1275,541,734,0.5970425138632163,0.30517711171662126,0.291865402146595
Детские товары,валюта,0,0,0,,,
Детские товары,страна производства,0,0,0,,,
Детские товары,комплектация,497,9,488,0.5555555555555556,0.4672131147540984,0.0883424408014572
Детские товары,длина упаковки,0,0,0,,,
Детские товары,высота упаковки,0,0,0,,,
Детские товары,ширина упаковки,0,0,0,,,
Детские товары,"высота игрушки, см",0,0,0,,,
Детские товары,название цвета,0,0,0,,,
Детские товары,цвет,0,0,0,,,
Детские товары,"количество элементов, шт",0,0,0,,,
Детские товары,артикул,1,0,1,,0.0,
Детские товары,материал игрушки,0,0,0,,,
Детские товары,гарантийный срок,98,8,90,0.25,0.28888888888888886,-0.03888888888888886
Детские товары,особенности,0,0,0,,,
Детские товары,дополнительные функции,0,0,0,,,
Детские товары,минимальный возраст,0,0,0,,,
Детские товары,материал изделия,0,0,0,,,
Детские товары,эффекты,20,1,19,0.0,0.7368421052631579,-0.7368421052631579
Детские товары,высота предмета,0,0,0,,,
Детские товары,вид мягкой игрушки,14,0,14,,0.6428571428571429,
Детские товары,вес товара с упаковкой (г),0,0,0,,,
Детские товары,"размер упаковки (длина х ширина х высота), см",0,0,0,,,
Дом и сад,тип,6046,2567,3479,0.23607323724191664,0.3032480597872952,-0.06717482254537854
Дом и сад,комплектация,6001,709,5292,0.1382228490832158,0.17611489040060468,-0.03789204131738888
Дом и сад,бренд,2095,808,1287,0.16831683168316833,0.24242424242424243,-0.0741074107410741
Дом и сад,артикул,71,1,70,1.0,0.04285714285714286,0.9571428571428572
Дом и сад,цвет товара,2818,1232,1586,0.32142857142857145,0.1626733921815889,0.15875517924698254
Дом и сад,страна-изготовитель,0,0,0,,,
Дом и сад,вид выпуска товара,0,0,0,,,
Дом и сад,материал,2412,1330,1082,0.33909774436090223,0.256007393715342,0.08309035064556025
Дом и сад,валюта,1,0,1,,0.0,
Дом и сад,страна производства,0,0,0,,,
Дом и сад,название цвета,0,0,0,,,
Дом и сад,цвет,0,0,0,,,
Дом и сад,"высота, см",61,24,37,0.5833333333333334,0.2702702702702703,0.3130630630630631
Дом и сад,длина упаковки,0,0,0,,,
Дом и сад,высота упаковки,0,0,0,,,
Дом и сад,ширина упаковки,0,0,0,,,
Дом и сад,гарантийный срок,125,38,87,0.5,0.28735632183908044,0.21264367816091956
Дом и сад,"ширина, см",54,26,28,0.5384615384615384,0.10714285714285714,0.4313186813186813
Дом и сад,образец цвета,0,0,0,,,
Дом и сад,вес с упаковкой (кг),0,0,0,,,
Дом и сад,вид принта,0,0,0,,,
Дом и сад,"длина, см",94,25,69,0.48,0.14492753623188406,0.33507246376811595
Дом и сад,материал изделия,0,0,0,,,
Дом и сад,ширина,0,0,0,,,
Дом и сад,высота,0,0,0,,,
Дом и сад,праздник,128,56,72,0.2857142857142857,0.4166666666666667,-0.130952380952381
Дом и сад,форма,46,0,46,,0.10869565217391304,
Дом и сад,единиц в одном товаре,0,0,0,,,
Дом и сад,назначение,36,12,24,0.4166666666666667,0.25,0.16666666666666669
Дом и сад,ширина предмета,0,0,0,,,
Канцелярские товары,тип,7363,2545,4818,0.30412573673870336,0.29970942299709424,0.0044163137416091125
Канцелярские товары,бренд,1593,670,923,0.3283582089552239,0.36511375947995667,-0.03675555052473278
Канцелярские товары,страна-изготовитель,0,0,0,,,
Канцелярские товары,цвет товара,2323,885,1438,0.3581920903954802,0.16828929068150209,0.18990279971397814
Канцелярские товары,комплектация,1593,152,1441,0.14473684210526316,0.315058986814712,-0.17032214470944884
Канцелярские товары,валюта,0,0,0,,,
Канцелярские товары,материал,889,503,386,0.27634194831013914,0.20725388601036268,0.06908806229977646
Канцелярские товары,количество заводских упаковок,0,0,0,,,
Канцелярские товары,страна производства,0,0,0,,,
Канцелярские товары,формат,1176,91,1085,0.12087912087912088,0.2728110599078341,-0.15193193902871321
Канцелярские товары,название цвета,0,0,0,,,
Канцелярские товары,цвет,0,0,0,,,
Канцелярские товары,особенности,32,5,27,0.0,0.0,0.0
Канцелярские товары,возраст учащегося,0,0,0,,,
Канцелярские товары,"количество листов, шт",4,4,0,0.25,,
Канцелярские товары,единиц в одном товаре,0,0,0,,,
Канцелярские товары,"размеры, мм",0,0,0,,,
Канцелярские товары,материал обложки,244,118,126,0.3474576271186441,0.25396825396825395,0.09348937315039013
Канцелярские товары,пол ребенка,0,0,0,,,
Канцелярские товары,назначение,0,0,0,,,
Канцелярские товары,обложка,169,27,142,0.2222222222222222,0.24647887323943662,-0.024256651017214415
Канцелярские товары,пол,132,13,119,0.3076923076923077,0.3949579831932773,-0.08726567550096959
Канцелярские товары,количество отделений,254,154,100,0.474025974025974,0.34,0.134025974025974
Канцелярские товары,застежка,68,63,5,0.1111111111111111,0.2,-0.0888888888888889
Канцелярские товары,цвет чернил,300,231,69,0.21212121212121213,0.18840579710144928,0.023715415019762848
Канцелярские товары,вид ручки,318,269,49,0.1821561338289963,0.12244897959183673,0.059707154237159554
Канцелярские товары,"плотность бумаги, г/м2",19,16,3,0.3125,0.3333333333333333,-0.020833333333333315
Канцелярские товары,вид папки,251,2,249,1.0,0.30120481927710846,0.6987951807228916
Канцелярские товары,количество листов,0,0,0,,,
Канцелярские товары,высота предмета,0,0,0,,,
Красота и гигиена,состав,7100,429,6671,0.2913752913752914,0.37205816219457355,-0.08068287081928216
Красота и гигиена,тип,2073,734,1339,0.2956403269754768,0.33607169529499625,-0.040431368319519434
Красота и гигиена,бренд,1339,749,590,0.36181575433911883,0.3983050847457627,-0.03648933040664387
Красота и гигиена,страна-изготовитель,0,0,0,,,
Красота и гигиена,валюта,0,0,0,,,
Красота и гигиена,"объем, мл",172,136,36,0.4264705882352941,0.19444444444444445,0.23202614379084965
Красота и гигиена,страна производства,0,0,0,,,
Красота и гигиена,единиц в одном товаре,0,0,0,,,
Красота и гигиена,пол,739,414,325,0.3647342995169082,0.35384615384615387,0.010888145670754357
Красота и гигиена,срок годности,0,0,0,,,
Красота и гигиена,комплектация,54,2,52,0.5,0.5576923076923077,-0.05769230769230771
Красота и гигиена,упаковка,115,19,96,0.3684210526315789,0.40625,-0.03782894736842107
Красота и гигиена,целевая аудитория,48,0,48,,0.6875,
Красота и гигиена,объем товара,0,0,0,,,
Красота и гигиена,особенности состава,79,15,64,0.3333333333333333,0.265625,0.06770833333333331
Красота и гигиена,цвет товара,762,203,559,0.3054187192118227,0.13237924865831843,0.17303947055350424
Красота и гигиена,способ применения,361,78,283,0.24358974358974358,0.4734982332155477,-0.2299084896258041
Красота и гигиена,"вес, г",20,6,14,0.5,0.5714285714285714,-0.0714285714285714
Красота и гигиена,тип кожи,1238,363,875,0.5151515151515151,0.5188571428571429,-0.0037056277056277676
Красота и гигиена,действие,15,0,15,,0.3333333333333333,
Красота и гигиена,эффект,324,17,307,0.35294117647058826,0.3811074918566775,-0.02816631538608927
Красота и гигиена,тип волос,992,169,823,0.47337278106508873,0.4240583232077764,0.04931445785731231
Красота и гигиена,область использования,0,0,0,,,
Красота и гигиена,название цвета,0,0,0,,,
Красота и гигиена,вес товара без упаковки (г),0,0,0,,,
Красота и гигиена,группа аромата,0,0,0,,,
Красота и гигиена,классификация аромата,0,0,0,,,
Красота и гигиена,форма выпуска,20,3,17,0.3333333333333333,0.47058823529411764,-0.13725490196078433
Красота и гигиена,изгиб ресниц,845,161,684,0.16770186335403728,0.03216374269005848,0.1355381206639788
Красота и гигиена,цвет,0,0,0,,,
Мебель,тип,9152,2187,6965,0.13808870598994055,0.13280689160086145,0.005281814389079098
Мебель,цвет товара,8728,1735,6993,0.2,0.08694408694408694,0.11305591305591307
Мебель,бренд,4143,1747,2396,0.19232970807097882,0.12270450751252086,0.06962520055845796
Мебель,"ширина, см",1218,501,717,0.2714570858283433,0.06834030683403068,0.20311677899431263
Мебель,артикул,18,3,15,1.0,0.4,0.6
Мебель,вид выпуска товара,0,0,0,,,
Мебель,"высота, см",1025,512,513,0.2109375,0.0682261208576998,0.1427113791423002
Мебель,материал корпуса,3423,2658,765,0.09556057185854025,0.15816993464052287,-0.06260936278198262
Мебель,форма поставки,1171,1113,58,0.14106019766397124,0.3793103448275862,-0.23825014716361495
Мебель,страна-изготовитель,0,0,0,,,
Мебель,"глубина, см",967,449,518,0.26057906458797325,0.09073359073359073,0.16984547385438253
Мебель,гарантийный срок,2281,120,2161,0.175,0.1263304025913929,0.0486695974086071
Мебель,название цвета,1,1,0,0.0,,
Мебель,назначение (помещение),0,0,0,,,
Мебель,стиль дизайна,867,87,780,0.2413793103448276,0.1346153846153846,0.10676392572944299
Мебель,"вес товара, г",0,0,0,,,
Мебель,материал обивки,4615,1056,3559,0.22916666666666666,0.1730823264962068,0.05608434017045985
Мебель,комплектация,2386,431,1955,0.06728538283062645,0.1319693094629156,-0.06468392663228915
Мебель,особенности,2221,111,2110,0.16216216216216217,0.0909952606635071,0.07116690149865507
Мебель,исполнение,8,0,8,,0.625,
Мебель,габариты транспортной упаковки,0,0,0,,,
Мебель,вес в транспортной упаковке,0,0,0,,,
Мебель,ориентация,0,0,0,,,
Мебель,назначение,0,0,0,,,
Мебель,материал фасада,2748,1911,837,0.10256410256410256,0.1039426523297491,-0.001378549765646539
Мебель,стиль,0,0,0,,,
Мебель,"макс. нагрузка, кг",0,0,0,,,
Мебель,материал наполнителя,64,35,29,0.34285714285714286,0.3448275862068966,-0.0019704433497537144
Мебель,"глубина сиденья, см",467,255,212,0.2823529411764706,0.05188679245283019,0.2304661487236404
Мебель,материал каркаса,0,0,0,,,
Музыкальные инструменты,тип,6294,2321,3973,0.1904351572598018,0.18701233324943367,0.0034228240103681418
Музыкальные инструменты,бренд,2323,1557,766,0.23185613359023763,0.12402088772845953,0.1078352458617781
Музыкальные инструменты,цвет товара,1842,784,1058,0.30612244897959184,0.15122873345935728,0.15489371552023457
Музыкальные инструменты,страна-изготовитель,0,0,0,,,
Музыкальные инструменты,комплектация,1729,87,1642,0.28735632183908044,0.279537149817296,0.007819172021784448
Музыкальные инструменты,количество струн,1967,1810,157,0.14917127071823205,0.01910828025477707,0.13006299046345499
Музыкальные инструменты,материал грифа,1850,710,1140,0.1732394366197183,0.1280701754385965,0.0451692611811218
Музыкальные инструменты,партномер,0,0,0,,,
Музыкальные инструменты,валюта,0,0,0,,,
Музыкальные инструменты,назначение муз. аксессуара,0,0,0,,,
Музыкальные инструменты,вид музыкального аксессуара,0,0,0,,,
Музыкальные инструменты,"вес товара, г",0,0,0,,,
Музыкальные инструменты,гарантийный срок,221,52,169,0.28846153846153844,0.17751479289940827,0.11094674556213016
Музыкальные инструменты,цвет,0,0,0,,,
Музыкальные инструменты,страна производства,0,0,0,,,
Музыкальные инструменты,"количество в упаковке, шт",82,53,29,0.1320754716981132,0.20689655172413793,-0.07482108002602472
Музыкальные инструменты,материал накладки грифа,496,276,220,0.2210144927536232,0.11818181818181818,0.10283267457180502
Музыкальные инструменты,материал муз. инструмента/аксессуара,0,0,0,,,
Музыкальные инструменты,материал нижней деки,596,299,297,0.18729096989966554,0.10774410774410774,0.0795468621555578
Музыкальные инструменты,материал струн,307,200,107,0.215,0.18691588785046728,0.028084112149532714
Музыкальные инструменты,количество ладов,0,0,0,,,
Музыкальные инструменты,материал корпуса/верхней деки,0,0,0,,,
Музыкальные инструменты,крепление грифа,397,253,144,0.11857707509881422,0.16666666666666666,-0.04808959156785243
Музыкальные инструменты,"количество ладов, шт.",0,0,0,,,
Музыкальные инструменты,материал верхней деки,0,0,0,,,
Музыкальные инструменты,материал корпуса,0,0,0,,,
Музыкальные инструменты,название цвета,0,0,0,,,
Музыкальные инструменты,материал обечайки,300,159,141,0.23270440251572327,0.12056737588652482,0.11213702662919846
Музыкальные инструменты,назначение,0,0,0,,,
Музыкальные инструменты,наличие звукоснимателя,259,0,259,,0.1274131274131274,
Обувь,сезон,14276,4107,10169,0.1258826393961529,0.08044055462680696,0.04544208476934594
Обувь,материал верха,8507,2874,5633,0.16214335421016005,0.09462098349014735,0.0675223707200127
Обувь,цвет товара,4245,1600,2645,0.208125,0.09603024574669188,0.11209475425330813
Обувь,пол,2906,1810,1096,0.22320441988950276,0.1989051094890511,0.024299310400451662
Обувь,материал стельки,6949,1248,5701,0.17868589743589744,0.07314506226977723,0.10554083516612021
Обувь,коллекция,1517,146,1371,0.07534246575342465,0.03574033552151714,0.03960213023190751
Обувь,бренд в одежде и обуви,0,0,0,,,
Обувь,материал подошвы,3704,962,2742,0.22453222453222454,0.08606856309263311,0.13846366143959143
Обувь,целевая аудитория,1,0,1,,0.0,
Обувь,размер производителя,1539,10,1529,0.1,0.2040549378678875,-0.1040549378678875
Обувь,страна-изготовитель,0,0,0,,,
Обувь,материал,14,4,10,0.75,0.4,0.35
Обувь,российский размер,2917,257,2660,0.09727626459143969,0.0481203007518797,0.04915596383955999
Обувь,цвет,0,0,0,,,
Обувь,материал подошвы обуви,2322,365,1957,0.0547945205479452,0.05314256515074093,0.001651955397204273
Обувь,вид застёжки,0,0,0,,,
Обувь,внутренний материал,1521,598,923,0.14046822742474915,0.0390032502708559,0.10146497715389324
Обувь,материал подкладки обуви,2019,464,1555,0.0625,0.04180064308681672,0.02069935691318328
Обувь,российский размер (обуви),0,0,0,,,
Обувь,страна бренда,0,0,0,,,
Обувь,название цвета,0,0,0,,,
Обувь,страна производства,0,0,0,,,
Обувь,особенности модели,1480,7,1473,0.2857142857142857,0.09097080787508487,0.19474347783920082
Обувь,вид каблука,118,58,60,0.20689655172413793,0.08333333333333333,0.1235632183908046
Обувь,размер,2,0,2,,0.5,
Обувь,посадка,0,0,0,,,
Обувь,полнота,387,145,242,0.1724137931034483,0.128099173553719,0.04431461954972929
Обувь,валюта,0,0,0,,,
Обувь,тип пронации,650,488,162,0.05122950819672131,0.1111111111111111,-0.05988160291438979
Обувь,состав,0,0,0,,,
Одежда,российский размер,10935,775,10160,0.12645161290322582,0.06427165354330709,0.06217995935991873
Одежда,тип,5852,3917,1935,0.20398263977533826,0.19018087855297158,0.013801761222366676
Одежда,пол,5510,3384,2126,0.1811465721040189,0.1425211665098777,0.03862540559414121
Одежда,цвет товара,5359,1799,3560,0.292384658143413,0.15168539325842698,0.14069926488498605
Одежда,сезон,9283,1461,7822,0.13620807665982204,0.09460496036819228,0.04160311629162976
Одежда,коллекция,1528,167,1361,0.04790419161676647,0.01763409257898604,0.03027009903778043
Одежда,бренд в одежде и обуви,0,0,0,,,
Одежда,размер производителя,1064,51,1013,0.2549019607843137,0.22013820335636722,0.03476375742794649
Одежда,страна-изготовитель,0,0,0,,,
Одежда,материал,705,177,528,0.2937853107344633,0.21212121212121213,0.08166409861325116
Одежда,состав материала,0,0,0,,,
Одежда,стиль,1466,349,1117,0.1833810888252149,0.13160250671441362,0.051778582110801274
Одежда,тип упаковки одежды,0,0,0,,,
Одежда,состав,28,3,25,0.3333333333333333,0.2,0.1333333333333333
Одежда,цвет,0,0,0,,,
Одежда,название цвета,0,0,0,,,
Одежда,рост модели на фото,3196,649,2547,0.14946070878274267,0.04397330192383196,0.10548740685891071
Одежда,страна производства,0,0,0,,,
Одежда,вид застежки,2053,689,1364,0.10740203193033382,0.04398826979472141,0.06341376213561241
Одежда,размер на модели,2395,536,1859,0.16044776119402984,0.05809575040344271,0.10235201079058713
Одежда,валюта,0,0,0,,,
Одежда,декоративные элементы,1289,52,1237,0.23076923076923078,0.0582053354890865,0.1725638952801443
Одежда,уход за вещами,2,0,2,,0.0,
Одежда,модель,863,144,719,0.3680555555555556,0.20445062586926285,0.16360492968629273
Одежда,комплектация,0,0,0,,,
Одежда,количество в упаковке,9,5,4,0.0,0.25,-0.25
Одежда,размер,18,1,17,0.0,0.17647058823529413,-0.17647058823529413
Одежда,особенности модели,0,0,0,,,
Одежда,рисунок,12,0,12,,0.25,
Одежда,рост,134,3,131,0.3333333333333333,0.26717557251908397,0.06615776081424934
Продукты питания,состав,11750,939,10811,0.2939297124600639,0.2558505226158542,0.03807918984420966
Продукты питания,бренд,6261,3048,3213,0.24343832020997375,0.20323685029567382,0.04020146991429993
Продукты питания,тип,3461,1216,2245,0.24177631578947367,0.21158129175946547,0.030195024030008205
Продукты питания,условия хранения,2247,108,2139,0.2962962962962963,0.3632538569424965,-0.06695756064620023
Продукты питания,срок годности в днях,0,0,0,,,
Продукты питания,максимальная температура,0,0,0,,,
Продукты питания,минимальная температура,0,0,0,,,
Продукты питания,единиц в одном товаре,0,0,0,,,
Продукты питания,страна-изготовитель,0,0,0,,,
Продукты питания,"вес товара, г",0,0,0,,,
Продукты питания,упаковка,2142,818,1324,0.1687041564792176,0.1555891238670695,0.013115032612148109
Продукты питания,не содержит,1374,5,1369,0.0,0.15120525931336742,-0.15120525931336742
Продукты питания,срок годности,0,0,0,,,
Продукты питания,валюта,0,0,0,,,
Продукты питания,высота упаковки,0,0,0,,,
Продукты питания,длина упаковки,0,0,0,,,
Продукты питания,ширина упаковки,0,0,0,,,
Продукты питания,страна производства,0,0,0,,,
Продукты питания,вес товара с упаковкой (г),0,0,0,,,
Продукты питания,максимальная температура хранения,0,0,0,,,
Продукты питания,минимальная температура хранения,0,0,0,,,
