pattern,category,analogy_score,lexical_analogy,structure_analogy,target1_id1,target1_id2,target1_target,target1_title1,target1_title2,target1_attributes1,target1_attributes2,target1_numbers1,target1_numbers2,target1_codes1,target1_codes2,target1_shared_title_tokens,target1_s2_score,target1_catboost_score,target1_title_token_jaccard,target1_numeric_context_conflict_count,target1_unit_conflict_count,target1_code_conflict,target1_model_conflict,target1_memory_conflict,target1_color_conflict,target1_sku_human_asymmetry,target1_token_budget_hit,target0_id1,target0_id2,target0_target,target0_title1,target0_title2,target0_attributes1,target0_attributes2,target0_numbers1,target0_numbers2,target0_codes1,target0_codes2,target0_shared_title_tokens,target0_s2_score,target0_catboost_score,target0_title_token_jaccard,target0_numeric_context_conflict_count,target0_unit_conflict_count,target0_code_conflict,target0_model_conflict,target0_memory_conflict,target0_color_conflict,target0_sku_human_asymmetry,target0_token_budget_hit,manual_policy_verdict,manual_comment
color_conflict,Электроника,0.7795143631110295,0.7930714155114624,0.7388432059097306,566935828581,85899446507,1.0,дизайнерский силиконовый чехол для tecno spark 20 pro амонг ас обои,tecno / чехол на tecno spark 20 pro/текно спарк 20 про,код продавца: 82867_71_print_21880; бренд: 100gadgets; цвет товара: разноцветный; название цвета: амонг ас обои; вид чехла: накладка; тип: чехол для смартфона,"комплектация: чехол на tecno spark 20 pro/текно спарк 20 про - 1шт.; тип чехлов: силиконовый защитный бампер; совместимость: текно спарк 20 про; tecno spark 20 pro; материал изделия: силикон; тпу; полиуретан; цвет: вишнево-красный, бордово-фиолетовый, глубокий коричневый; декоративные элементы: принт; вид застежки: без застежки; особенности чехла: противоударный; чехол с напечатанным принтом; страна производства: китай; вес товара с упаковкой (г): 25 g; длина упаковки: 16 cm; высота упаковки: 1 cm; ширина упаковки: 8 cm; валюта: rub",20 | 21880 | 71 | 82867,1 | 16 | 20 | 25 | 8,100gadgets,,20 | pro | spark | tecno | чехол,0.014241369,0.015460778,0.3333333333333333,0,0,0.0,0.0,0.0,1.0,0.0,False,85899446507,455266589138,0.0,tecno / чехол на tecno spark 20 pro/текно спарк 20 про,"чехол на tecno spark 20 pro (для техно спарк 20 про) силикон с рисунком ""капли на филетовой траве""","комплектация: чехол на tecno spark 20 pro/текно спарк 20 про - 1шт.; тип чехлов: силиконовый защитный бампер; совместимость: текно спарк 20 про; tecno spark 20 pro; материал изделия: силикон; тпу; полиуретан; цвет: вишнево-красный, бордово-фиолетовый, глубокий коричневый; декоративные элементы: принт; вид застежки: без застежки; особенности чехла: противоударный; чехол с напечатанным принтом; страна производства: китай; вес товара с упаковкой (г): 25 g; длина упаковки: 16 cm; высота упаковки: 1 cm; ширина упаковки: 8 cm; валюта: rub","артикул: 115322; бренд: lovely case; цвет товара: белый; название цвета: капли на филетовой траве; страна-изготовитель: россия; подходит для устройств: tecno spark 20 pro; особенности: поддержка беспроводной зарядки; размеры основного отделения, мм: 77,6 x 169,6 x 9,4; вид чехла: накладка; материал: силикон; мин. диагональ, дюймы: 6.78; внешние размеры, мм: 77,6 x 169,6 x 9,4; комплектация: чехол; тип: чехол для смартфона; застежка: без застежки; вес товара, г: 24; макс. диагональ экрана, дюймы: 6.78",1 | 16 | 20 | 25 | 8,115322 | 169.6 | 20 | 24 | 6.78 | 77.6 | 9.4,,,20 | pro | spark | tecno | на | про | спарк | чехол,0.0076102987,0.012808555,0.47058823529411764,0,0,0.0,0.0,0.0,1.0,0.0,False,,
color_conflict,Ювелирные изделия,0.7764924856961576,0.7390749203903721,0.8887451816135141,730144522831,231928280817,1.0,обручальное кольцо золотое,золотой parad / обручальное кольцо золотое,"целевая аудитория: взрослая; артикул: оба040/18.5; бренд: золотой parad; коллекция: осень-зима 2023; цвет товара: желтый; страна-изготовитель: россия; о драгоценном металле: красное золото - золото в сплаве с серебром и медью. такое золото имеет много плюсов: оно не тускнеет, прочное и долговечное, устойчиво к деформациям. украшения из красного золота смотрятся благородно и всегда обращают на себя внимание.; вставка: без вставок; модель кольца: обручальное; проба: 585; комплектация: кольцо, бирка, бархатный мешочек; размер изделия: 18,5; пол: женский; тематика: свадебная; тип: кольцо; средний вес изделия, гр: 1.17; основной материал украшения: золото красное","состав ювелирного изделия: золото красное; золотое кольцо для подарка, свадьбы и помолвки; золотое кольцо ювелирные изделия; проба: 375; вставка: без вставки; покрытие: без покрытия; состав комплекта: кольцо; минимальный вес (г): 1.2 g; комплектация: пломба с биркой; подарочная упаковка; кольцо золотое; страна производства: россия; валюта: rub; российский размер: 18,5; цвет: золотистый, красный, желтый",1.17 | 18.5 | 2023 | 585,1.2 | 18.5 | 375,оба040,,золотое | кольцо | обручальное,0.12621012,0.075910605,0.6,0,0,0.0,0.0,0.0,1.0,0.0,False,515396146123,824633753269,0.0,sokolov / обручальное кольцо серебро 925 пробы ювелирное,роскошь кольцо обручальное серебро позолоченное 925 пробы,"состав ювелирного изделия: серебро; золото; проба: 925; вставка: без вставки; покрытие: золочение; серебро; золото; состав комплекта: кольцо; подарочная упаковка; минимальный вес (г): 2.94 g; комплектация: кольцо; бирка; пломба; упаковка; страна производства: россия; валюта: rub; российский размер: 16,5; цвет: золотистый","целевая аудитория: взрослая; артикул: 93110001_20,5; бренд: роскошь; коллекция: базовая коллекция; цвет товара: золотой; страна-изготовитель: россия; о драгоценном металле: позолоченное серебро. декоративное покрытие тонким слоем золота позволяет серебряным украшениям быть более стойкими к факторам окружающей среды, не окисляться и не чернеть. золото, предназначенное для нанесения позолоты, не имеет примесей.; детские украшения: нет; проба: 925; комплектация: кольцо, бирка, пломба; упаковка: подарочный мешочек; размер изделия: 20,5; пол: мужской; тематика: свадебная; тип: кольцо; вес товара, г: 1.52; средний вес изделия, гр: 1.52; основной материал украшения: серебро позолоченное",16.5 | 2.94 | 925,1.52 | 20.5 | 925 | 93110001,,,925 | кольцо | обручальное | пробы | серебро,0.16947159,0.13445084,0.5555555555555556,0,0,0.0,0.0,0.0,1.0,0.0,False,,
color_conflict,Электроника,0.7544456598659959,0.7200141217252829,0.8577402742881348,128849158901,8590061496,1.0,"soundcore наушники беспроводные с микрофоном, серый",soundcore / полноразмерные беспроводные наушники soundcore life tune,"акустическое оформление: закрытое; модуль связи bluetooth: 5,0; бренд: soundcore; цвет товара: серый; название цвета: серый; страна-изготовитель: китай; материал амбушюров: искусственная кожа; конструкция наушников: накладные; макс. частота, гц: 40000; наличие микрофона: да; мин. частота, гц: 16; шумоподавление: активное; комплектация: кабель для зарядки usb; импеданс, ом: 16; тип: наушники; гарантийный срок: 12 мес.; защита от влаги: да; вес товара, г: 240; подключение: беспроводное",модель: life tune; вид наушников: беспроводные tws наушники; тип подключения: bluetooth 5.0; совместимость: android; ios; тип крепления наушников: на голове; тип акустического оформления: закрытые беспроводные наушники; чувствительность: 95 дб; минимальная воспроизводимая частота: 16 hz; максимальная воспроизводимая частота: 40000 hz; импеданс: 16 ом; радиус беспроводной связи: 15 м; разъем подключения наушников: usb type-c; беспроводные интерфейсы: bluetooth; емкость аккумулятора: 720 мач; время зарядки: 120 мин; время работы от аккумулятора: 40 ч; цвет: черный; материал корпуса: пластик abs; гарантийный срок: 12 мес; страна производства: китай; вес товара без упаковки (г): 235 g; вес това…,12 | 16 | 240 | 40000 | 5.0,12 | 120 | 15 | 16 | 18 | 22 | 235 | 40 | 40000 | 5.0 | 535 | 7 | 720 | 95,,,soundcore | беспроводные | наушники,0.05093854,0.034084026,0.3333333333333333,0,0,0.0,0.0,0.0,1.0,0.0,False,463856522963,695784715984,0.0,наушники air беспроводные,наушники airpods беспроводные,"акустическое оформление: закрытое; время зарядки аккумулятора, мин: 90; модуль связи bluetooth: 5,0; бренд: exporium; способ зарядки: от кейса; цвет товара: белый; совместимые платформы: android; длина кабеля, см: 100; страна-изготовитель: китай; диаметр динамика, мм: 3; размеры, мм: 55*40*22; материал амбушюров: силикон; конструкция наушников: внутриканальные; разъем: lightning; управление наушниками: сенсорное; особенности наушников: голосовой помощник; крепление наушников: в ушной раковине; макс. частота, гц: 20000; наличие микрофона: да; мин. частота, гц: 20; шумоподавление: нет; комплектация: - коробка - 2 беспроводных наушника - кабель для зарядки lightning/usb type c - инструкция - к…",модель: pro; max; вид наушников: беспроводные внутриканальные; тип подключения: беспроводные; совместимость: apple; беспроводные интерфейсы: bluetooth; доп. опции наушников: беспроводные; микрофон; поддержка iphone; цвет: зеленый; материал корпуса: пластик; вес товара с упаковкой (г): 210 g; комплектация: наушники airpods pro; индивидуальная оригинальная упаковка; 2 пары сменных амбушюр; зарядная станция-футляр; кабель для зарядки; длина упаковки: 6 cm; высота упаковки: 23 cm; ширина упаковки: 23 cm; валюта: rub,1 | 100 | 120 | 2 | 20 | 20000 | 22 | 3 | 4 | 40 | 5.0 | 50 | 55 | 90,2 | 210 | 23 | 6,,,беспроводные | наушники,0.09041695,0.03821569,0.5,0,0,0.0,0.0,0.0,1.0,0.0,False,,
color_conflict,Автотовары,0.7325762450966466,0.6481856605065164,0.9857479988670377,231928386929,841813656219,1.0,"краска для сколов во флаконе с кисточкой color1 для nissan, цвет 54a - green golden","краска для сколов во флаконе с кисточкой color1 для nissan, цвет nh0 - dk green","вес: 0.075 kg; объем: 20 ml; цвет товара: green golden; тип: автоэмаль; назначение: бампер, колесные диски, кузов; форма выпуска: кисточка; дополнительная информация: средство для ремонта царапин. не требует печной сушки. на любой сезон. не опасен.; срок годности: 1 g.","сезон: на любой сезон; бренд: color1; название цвета: dk green; образец цвета: https://cdn1.ozone.ru/s3/multimedia-n/6663718679.jpg; страна-изготовитель: россия; комплектация: флакон с краской - 1 шт; флакон с лаком - 1 шт; вид краски: быстросохнущая; тип: средство для ремонта царапин; вид техники: легковые автомобили; объем, мл: 20",0.075 | 1 | 20,1 | 20 | 6663718679,color1,color1,color1 | green | nissan | во | для | кисточкой | краска | с | сколов | флаконе | цвет,0.019724227,0.031768825,0.7333333333333333,0,0,0.0,0.0,0.0,1.0,0.0,False,154618976756,584115714705,0.0,"краска для сколов во флаконе с кисточкой color1 для mazda, цвет 34m - cosmic blue","краска для сколов во флаконе с кисточкой color1 для mazda, цвет u1 - arctic blue","вес: 0.075 kg; объем: 40 ml; цвет товара: 34m - cosmic blue; тип: автоэмаль; назначение: бампер, колесные диски, кузов; форма выпуска: кисточка; дополнительная информация: средство для ремонта царапин. не требует печной сушки. на любой сезон. не опасен.; срок годности: 365 дн.","сезон: на любой сезон; бренд: color1; название цвета: arctic blue; образец цвета: https://cdn1.ozone.ru/s3/multimedia-h/6650572769.jpg; страна-изготовитель: россия; комплектация: флакон с краской - 1 шт; флакон с лаком - 1 шт; вид краски: быстросохнущая; тип: средство для ремонта царапин; вид техники: легковые автомобили; объем, мл: 20",0.075 | 365 | 40,1 | 20 | 6650572769,color1,color1,blue | color1 | mazda | во | для | кисточкой | краска | с | сколов | флаконе | цвет,0.013599181,0.0256496,0.7333333333333333,0,0,0.0,0.0,0.0,1.0,0.0,False,,
color_conflict,Ювелирные изделия,0.721157954437119,0.762914381777494,0.5958886724159939,670014983471,94489283066,1.0,sokolov / подвеска кулон из серебра 925 пробы с корундами,подвеска из серебра балерина,"состав ювелирного изделия: серебро; проба: 925; вставка: корунд; чистота вставки: 7 × корунд синт.недраг розовый трапеция 5.00*2.50*1.50 ~1,400 кар; покрытие: родий; серебро; минимальный вес (г): 1.9 g; длина подвески: 34 mm; ширина подвески: 17 mm; состав комплекта: подвеска; подарочная упаковка; комплектация: подвеска; бирка; пломба; упаковка; страна производства: россия; валюта: rub; цвет: серебристый","целевая аудитория: взрослая; артикул: 894032833; бренд: serebro; коллекция: базовая коллекция; цвет товара: розовый; страна-изготовитель: россия; о драгоценном металле: родированное серебро - покрытие тонким слоем родия (металл платиновой группы) предохраняет серебряные изделия от почернения и позволяет сохранить блеск. внешний вид изделий с родированным покрытием отличается более блестящей и белой поверхностью.; вставка: корунд синтетический; количество камней: россыпь камней; о главном камне украшения: корунд синтетический часто выступает как аналог сапфира и/или рубина. цена на ювелирные изделия с натуральными сапфирами и рубинами довольно высока, но благодаря производству синтетических …",1.400 | 1.50 | 1.9 | 17 | 2.50 | 34 | 5.00 | 7 | 925,2.02 | 894032833 | 925,,,из | подвеска | серебра,0.026274633,0.023564357,0.3,0,0,0.0,0.0,0.0,1.0,0.0,True,206158567090,249108223508,0.0,multisilver / подвеска на шею серебро 925,подвеска на шею серебро 925,"состав ювелирного изделия: серебро; проба: 925; вставка: без вставки; покрытие: родий; минимальный вес (г): 0.3 g; состав комплекта: подвеска; подарочная упаковка; комплектация: серебряная подвеска; бирка; пломба; подарочная упаковка; страна производства: россия; валюта: rub; цвет: серый, серебристый","целевая аудитория: взрослая; артикул: 41030001-3; бренд: кустов; коллекция: базовая коллекция; цвет товара: серебристый; страна-изготовитель: россия; размеры, мм: 20; о драгоценном металле: оксидированное серебро - серебро, покрытое тонкой оксидной пленкой. эта пленка наносится на поверхность серебра с целью защитить металл от потускнения, улучшить его декоративные свойства и сделать его стойким к коррозии.; вставка: без вставки; дизайн: заяц; детские украшения: да; длина украшения, см: 2.0; вид замка: без замка; проба: 925; комплектация: подвеска подарочная упаковка; упаковка: картонная коробка; пол: женский; тематика украшения: животные и птицы; тип: подвеска ювелирная; вес товара, г: 1.7…",0.3 | 925,1.7 | 2.0 | 20 | 3 | 41030001 | 925,,,925 | на | подвеска | серебро | шею,0.043703154,0.030546943,0.8333333333333334,0,0,0.0,0.0,0.0,1.0,0.0,False,,
color_conflict,Дом и сад,0.7188515107633952,0.8389029321486797,0.35869724660754143,8589978073,68719499678,1.0,ковровая дорожка 100х550 см на войлочной основе,star-carpet / ковровая дорожка 100х500 см p2421a1r51 на войлочной основе,"артикул: p2616a2p.r.91-100550; бренд: star carpet; основа ковра: войлок; плотность ковра, узлов/кв.м: 168000; цвет товара: светло-серый; название цвета: p2616a2p r 91; образец цвета: https://cdn1.ozone.ru/s3/multimedia-1/6831667765.jpg; страна-изготовитель: беларусь; форма ковра: дорожка; длина, м: 5.5; вид выпуска товара: фабричное производство; материал: полиамид; комплектация: ковровая дорожка - 1 шт; вид принта: геометрический; комната: балкон; стиль дизайна: молодежный; размер упаковки (длина х ширина х высота), см: 25х100х25; тип: ковровая дорожка; ширина, м: 1; высота ворса, мм: 3","материал изделия: полиамид; основа коврика: войлок; толщина предмета: 0.3 cm; ширина предмета: 100 cm; вес без упаковки (кг): 4.5 kg; вес с упаковкой (кг): 4.6 kg; цвет: черный, серый, оранжево-желтый; декоративные элементы: без элементов; страна производства: беларусь; комплектация: ковровая дорожка - 1 шт; длина упаковки: 21 cm; высота упаковки: 21 cm; ширина упаковки: 100 cm; валюта: rub",1 | 100550 | 168000 | 3 | 5.5 | 6831667765 | 91,0.3 | 1 | 100 | 21 | 4.5 | 4.6,100х550 | 25х100х25 | multimedia1 | p2616a2p,100х500 | p2421a1r51,войлочной | дорожка | ковровая | на | основе | см,0.0061428356,0.011531127,0.5454545454545454,0,0,1.0,0.0,0.0,1.0,0.0,False,515396199553,438086754763,0.0,"витебские ковры ковровая дорожка ширина 90 см, длина 380 см / ковровая дорожка на войлочной основе / ковровая дорожка ширина 0,9 м","ковровая дорожка / ковровая дорожка ширина 110 см, длина 400 см / ковровая дорожка на войлочной основе / ковровая дорожка метражом",цвет товара: серый/темно-серый; тип: ковровая дорожка; длина: 3.8; ширина: 0.9; толщина: 3 mm; высота ворса: 3 mm; форма: прямоугольная; материал основы: войлок; способ производства: машинный; тип рисунка: классический; вес: 3.77 kg; габариты транспортной упаковки: 22.50х93х22.50 см; вес в транспортной упаковке: 3.77 kg,"артикул: д260\110\400; бренд: нет бренда; основа ковра: войлок; цвет товара: серый; образец цвета: https://cdn1.ozone.ru/s3/multimedia-l/6834979317.jpg; форма ковра: дорожка; длина, м: 4; вид выпуска товара: фабричное производство; материал: искусственные материалы; комплектация: одна ковровая дорожка; единиц в одном товаре: 1; комната: гардероб; тип: ковровая дорожка; ширина, м: 1.1; высота ворса, мм: 3",0.9 | 22 | 3 | 3.77 | 3.8 | 380 | 50 | 90,1 | 1.1 | 110 | 3 | 4 | 400 | 6834979317,50х93х22,,cm | войлочной | длина | дорожка | ковровая | на | основе | ширина,0.0031463634,0.012899272,0.4444444444444444,1,1,0.0,0.0,0.0,1.0,0.0,False,,
memory_conflict,Автотовары,0.7910262203426773,0.8381820776238768,0.6495586484990791,773094138586,790274125558,1.0,штатная магнитола teyes cc2 plus 4/64 hyundai santa fe 2 (2006-2012),штатная магнитола teyes spro plus 4/64 nissan qashqai 2 (2013-2021) f2 климат контроль тип-c,"bluetooth: да; бренд: teyes; количество ядер: 8; модель тс: santa fe; совместимые платформы: android; страна-изготовитель: китай; диагональ экрана: 9""; количество встроенной памяти, гб: 64; особенности: ос android; навигационные системы: gps; комплектация: полный комплект для установки - планшет, рамка, проводка (can - при необходимости); партномер (артикул производителя): 1474cc2plus4-9; оперативная память, гб: 4; разрешение экрана: 1280x720; особенности экрана: сенсорное управление; тип экрана: qled; марка тс: hyundai; гарантийный срок: 3 года; беспроводная связь: bluetooth","поддержка sim-карты: есть; процессор: unisoc ums512, ядра: 8; усилитель: есть; gps: есть; глонасс: есть; напряжение питания: 12 в; rds: есть; эквалайзер: есть; количество полос эквалайзера: 16; тип интерфейса cd-ченджера: нет; типоразмер: 2 din; марка автомобиля: nissan; модель автомобиля: nissan qashqai+2; ширина: 300 mm; высота: 200 mm; вес: 2100 g; подробная комплектация: салфетка; крепление на салазках: есть; встроенная память: есть; объем встроенной памяти: 64 gb; объем оперативной памяти: 4 gb; usb-порт: есть; bluetooth: есть; wi-fi: есть; поддержка камеры заднего вида: есть; тип дисплея: многоцветный; русскоязычное меню: есть; диагональ дисплея: 10 ""; сенсорный дисплей: есть; поддерж…",2 | 2006 | 2012 | 3 | 4 | 64 | 8 | 9,10 | 12 | 16 | 2 | 200 | 2013 | 2021 | 2100 | 300 | 4 | 64 | 8,1280x720 | 1474cc2plus49,ums512,2 | 4 | 64 | plus | teyes | магнитола | штатная,0.015460946,0.011051151,0.30434782608695654,2,0,0.0,1.0,1.0,0.0,0.0,False,343597454791,386547074714,0.0,"штатная магнитола teyes cc2l plus renault duster 1 2010-2015 / nissan terrano 3 2014-2022 9"", 1+16g","штатная магнитола teyes cc2l plus mitsubishi lancer 9 cs 2000-2010 9"" 1+16g","bluetooth: да; бренд: teyes; страна-изготовитель: китай; количество встроенной памяти, гб: 1; передняя панель: фиксированная; комплектация: установочный комплект, магнитола; оперативная память, гб: 16; разрешение экрана: 1280x720; типоразмер: штатное место; гарантийный срок: 1 год","процессор: unisoc uis8141e, ядра: 4; цвет товара: черный; усилитель: есть; gps: есть; глонасс: есть; напряжение питания: 12 в; радиоприемник: есть; автопоиск станций: есть; эквалайзер: есть; количество полос эквалайзера: 15; тип интерфейса cd-ченджера: нет; типоразмер: в штатное место; марка автомобиля: mitsubishi; модель автомобиля: mitsubishi lancer; вес: 1800 g; подробная комплектация: головное устройство, переходная рамка, комплект проводов для подключения к авто, gps антенна, usb провод, провода аудио и видео, шурупы и отвертка, схема подключения проводов, электронная инструкция; крепление на салазках: есть; встроенная память: есть; тип встроенной памяти: жесткий диск; объем встроенной…",1 | 16 | 2010 | 2014 | 2015 | 2022 | 3 | 9,1 | 12 | 1280 | 15 | 16 | 1800 | 2000 | 2010 | 4 | 50 | 720 | 8.1 | 9,1280x720,uis8141e,1 | 16 | 2010 | 9 | cc2l | g | plus | teyes | магнитола | штатная,0.136608,0.09234531,0.45454545454545453,1,0,0.0,0.0,1.0,0.0,0.0,True,,
model_conflict,Обувь,0.991264208870775,0.9999999999999998,0.9650568354831011,11135,575525698156,1.0,кроссовки dunks nike,shoeslaboratory / кроссовки nike sb dunk,"целевая аудитория: взрослая; бренд в одежде и обуви: dunks; страна бренда: сша; коллекция: весна-лето 2024; цвет товара: разноцветный; название цвета: color2; страна-изготовитель: китай; особенности модели: контрастная строчка; высота каблука, см: 3; материал подкладки обуви: eva; материал стельки: lunarlon+текстиль; материал верха: композиционная кожа; ортопедический: нет; высота платформы, см: 3; российский размер: 36; сезон: на любой сезон; серия в одежде и обуви: nike; пол: мужской; вид застежки: шнурки; посадка: нормальная; высота подошвы, см: 3; информация о размерах: 36-47; размер производителя: eur37; материал подошвы обуви: резиновая смесь; тип пронации: нейтральная; спортивное наз…","состав: текстиль; цвет: дикий кактус, бежевый, коричневый; сезон: круглогодичный; демисезон; лето; материал подошвы обуви: резина; материал подкладки обуви: текстиль; материал стельки: текстиль; высота подошвы: 4 cm; полнота обуви (eur): f (6); особенности модели: cactus jack; страна производства: тайвань; тип пронации: нейтральная; комплектация: кроссовки кроссовки nike sb dunk - 1 пара; валюта: rub; российский размер: 39",1 | 2024 | 3 | 36 | 47,1 | 39 | 4 | 6,color2 | eur37,,nike | кроссовки,0.06305103,0.0404724,0.3333333333333333,0,0,0.0,1.0,0.0,1.0,0.0,False,343597525347,704374636756,0.0,кроссовки nike,"кроссовки nike air max, размер 42 eu, серый",целевая аудитория: взрослая; бренд в одежде и обуви: nike; страна бренда: германия; коллекция: базовая коллекция; цвет товара: разноцветный; страна-изготовитель: китай; особенности модели: легкая модель; материал подкладки обуви: текстилен; материал стельки: эва (вспененный полимер)+текстиль; материал верха: натуральная кожа; материал: натуральная кожа; ортопедический: нет; российский размер: 36; сезон: на любой сезон; пол: мужской; вид застежки: шнурки; посадка: нормальная; размер производителя: eur 37; материал подошвы обуви: резиновая смесь; спортивное назначение: городошный спорт; вид каблука: без каблука,"цвет товара: серый; бренд: nike; артикул: cw4555-015; модель: air max; вид спорта: бег, повседневные, спорт-стиль, фитнес; материал верха: искусственная кожа, натуральная кожа, текстиль; материал подкладки: текстиль; материал стельки: текстиль; материал подошвы: резина; шнуровка: шнуровка; особенности модели: низкие; технология: max air; сезон: демисезон/лето; размер: 42 eu",36 | 37,015 | 42,,cw4555015,nike | кроссовки,0.10244918,0.12154503,0.25,0,0,0.0,1.0,0.0,1.0,0.0,False,,
model_conflict,Автотовары,0.9413719238462248,1.0000000000000002,0.7654876953848981,171798769501,738734465274,1.0,фильтр топливный,mahle/knecht фильтр топливный,"артикул: sakurafc62150; бренд: sakura; количество, штук: 1; oem-номер: fc62150; wdk9401; ff5785; 17224161; 5361117075; fg1066; 11170016300000; 1117011630000 w; 111705073d; f026402151; cs0162m; sk3045; 93735; 6113; т6113; nf3511; eko03328; 93047; 01182671; wp4160; еко0353; фт0471117010; 536111707501; 0471117010; 0461117010; d5010477855; difaт6113; 6501117075; фт0461117010; фт30559; 8220531sx; 2415500; 120035rx; t6103; 75111117075; kfфт010001; nf3551; еко031; leo100044a; wdk999; vg1092080009; 11170116300000 w; 6501117039b; дфт1901; фт010003; sn70440; 471117010; kfфт010003; фт305480471117010; ft0461117010; 534431117010; fcp2426; eko328; kfфt010002; zp3379fmb; h563wk; 053600111707500; дфт190104…",артикул производителя: kl174; бренд: mahle/knecht; код товара: 100040430893,01182671 | 0461117010 | 0471117010 | 053600111707500 | 1 | 11015020 | 11170016300000 | 1117011630000 | 11170116300000 | 17224161 | 2415500 | 410030172 | 41117010 | 471117010 | 53401117075 | 534431117010 | 5361117075 | 536111707501 | 53611170756104 | 5602 | 6113 | 6501117075 | 70104068 | 75111117075 | 93047 | 93735,100040430893,111705073d | 111705073d1 | 120035rx | 6501117039b | 8220531sx | cs0162m | d5010477855 | difaт6113 | eko03328 | eko328 | f026402151 | fc62150 | fcp2426 | ff5470 | ff5785 | fg1066 | ft0461117010 | ft0471117010 | gb6482 | h563wk | kf3047pr | kf3047sp | kf3941pr | kfft0100010p | kfфt010002 | kfфт010001 | kfфт010003 | leo100044a | mf7005 | nf3511 | nf3551 | psp9401 | rg5361117075 | rl6141bd63 | sakurafc62150 | sk3045 | sn70440 | t12395001 | t12397009 | t6103 | ut5219l | vg1092080009 | vg1540080310 | wdk9401 | wdk999 | wk94020 | wp4160 | ws15003001 | ya00078643 | z34620 | zp3379fmb | дфт1901 | дфт19010471117010 | еко031 | еко0353 | т6113 | фт010003 | фт0461117010 | фт0471117010 | фт305480471117010 | фт30559,kl174,топливный | фильтр,0.017587384,0.024170285,0.5,0,0,0.0,1.0,0.0,0.0,0.0,True,137438998770,463856484503,0.0,фильтр топливный,metaco фильтр топливный,артикул: milestaffm078; бренд: miles; партномер (артикул производителя): affm078; тип: фильтр топливный; вид техники: легковые автомобили,бренд: metaco; артикул производителя: 1030013; примечание: внешний вид изделия может отличаться от фотографий; код товара: 100054905313,,100054905313 | 1030013,affm078 | milestaffm078,,топливный | фильтр,0.04454855,0.027642405,0.6666666666666666,0,0,0.0,1.0,0.0,0.0,0.0,False,,
model_conflict,Автотовары,0.8812021091503507,1.0,0.5248084366014029,627065378814,704374644620,1.0,tmi tatsumi колодки тормозные tca1075,/ колодки тормозные дисковые задние toyota,артикул: tmi tatsumi_tca1075; бренд: tmi tatsumi; oem-номер: 0446533270; 0446504080; 0446508030; 0446521020; 0446528510; 0446533280; 0446533350; 0446565020; 0446565021; 04465yzzea; партномер (артикул производителя): tca1075; тип: колодки тормозные; вид техники: легковые автомобили,артикул производителя: tca1053; оем номер: tca1053; страна производства: япония; комплектация: комплектация в описании; длина упаковки: 5 cm; высота упаковки: 30 cm; ширина упаковки: 35 cm; валюта: rub,0446504080 | 0446508030 | 0446521020 | 0446528510 | 0446533270 | 0446533280 | 0446533350 | 0446565020 | 0446565021,30 | 35 | 5,04465yzzea | tca1075,tca1053,колодки | тормозные,0.043941207,0.04420651,0.25,0,0,0.0,1.0,0.0,0.0,1.0,False,601295449044,103079263397,0.0,partra колодки тормозные,"ween колодки тормозные дисковые, арт. 1511118",тип: колодки тормозные; модель автомобиля: mazda cx-5,артикул: 1593610; бренд: ween; партномер (артикул производителя): 1511118; тип: колодки тормозные; вид колодок: дисковые,5,1511118 | 1593610,cx5,,колодки | тормозные,0.11646592,0.1294228,0.2857142857142857,0,0,0.0,1.0,0.0,0.0,0.0,False,,
