coefficient,rule_id,canonical_rule,relation,rule_role,global_support,discovery_effect_class,scope_candidate_frozen
-0.16867472235620465,rule_04711a12cc6e3027,layout_type is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,23,UNCERTAIN,UNCERTAIN
-0.004189875436339078,rule_04719453e7f93a42,case_material is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,58,UNCERTAIN,CATEGORY_SPECIFIC
-0.2803235544314483,rule_0474eccbaa48287d,max_load_capacity has different explicit values,different_value,RULE_CANDIDATE,13,UNCERTAIN,UNCERTAIN
-0.23042970936705517,rule_04b2f29dad289e89,age_limit has different explicit values,different_value,RULE_CANDIDATE,59,NEGATIVE,CATEGORY_SPECIFIC
-0.3849941595305617,rule_04bfe8fc163214f4,frame_material is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,100,UNCERTAIN,UNCERTAIN
-0.11174336032116283,rule_0514464cad188e43,product_features is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,11,UNCERTAIN,UNCERTAIN
0.4858733914790586,rule_0540b6200a48bfee,stone_color has different explicit values,different_value,RULE_CANDIDATE,11,UNCERTAIN,CATEGORY_SPECIFIC
0.4190166987856684,rule_0547d76322753d29,target_pet is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,39,POSITIVE,CATEGORY_SPECIFIC
0.023508835724982854,rule_05501e59534dee7b,bead_size is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,13,UNCERTAIN,UNCERTAIN
-0.3841147587916647,rule_05577bb3c58e8913,bed_width_cm has different explicit values,different_value,RULE_CANDIDATE,18,UNCERTAIN,UNCERTAIN
-0.23593398269890922,rule_0559a5f454748792,volume has conflicting title/attribute sources,conflicting_sources,REVIEW_BEFORE_USE,34,UNCERTAIN,UNCERTAIN
-0.342908797270233,rule_055e7a025eab2847,included_components has different explicit values,different_value,RULE_CANDIDATE,13,UNCERTAIN,UNCERTAIN
-0.07835094325210616,rule_059847a947a4a70a,metal_composition has different explicit values,different_value,RULE_CANDIDATE,36,UNCERTAIN,UNCERTAIN
-0.10216530854341496,rule_05b022ab31684133,storage_max_temp has different explicit values,different_value,RULE_CANDIDATE,10,UNCERTAIN,UNCERTAIN
0.4989067388976723,rule_05b5f57af32e8de8,purpose is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,15,UNCERTAIN,UNCERTAIN
0.3199177080364801,rule_060a9ac51f9c9776,theme is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,110,POSITIVE,GLOBAL
0.20157172742455162,rule_062ed3fed5507285,gemstone_color has different explicit values,different_value,RULE_CANDIDATE,14,UNCERTAIN,UNCERTAIN
-0.3761054482216873,rule_07244c4871245b51,fragrance_group is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,11,UNCERTAIN,UNCERTAIN
-0.11190799811220976,rule_074b7ab53caff387,target_species is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,13,UNCERTAIN,UNCERTAIN
0.842630568023303,rule_07561cc123d9f0b7,min_players is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,46,POSITIVE,CATEGORY_SPECIFIC
-0.21130168353778425,rule_075baa02b5b6b73e,wall_thickness has different explicit values,different_value,RULE_CANDIDATE,23,UNCERTAIN,UNCERTAIN
0.12758798267800203,rule_078a6dcf90987266,target_application has different explicit values,different_value,RULE_CANDIDATE,12,UNCERTAIN,UNCERTAIN
-0.12084810171517031,rule_078e4b9833bbbf3f,protein_content has different explicit values,different_value,RULE_CANDIDATE,28,UNCERTAIN,CATEGORY_SPECIFIC
-0.3121548773836059,rule_0790b1860571a49a,package_material has different explicit values,different_value,RULE_CANDIDATE,10,UNCERTAIN,UNCERTAIN
-0.38824569620294813,rule_07c294c252dabb23,plant_variety is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,18,UNCERTAIN,UNCERTAIN
-0.03066649386867662,rule_07d38591442e8166,target_age has a subset or specificity difference,specificity_difference,RULE_CANDIDATE,38,UNCERTAIN,UNCERTAIN
-0.13581811527187848,rule_07e99cecec26c8d0,compartment_count is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,34,UNCERTAIN,UNCERTAIN
-0.2394334795130289,rule_082f89682f8ebf6e,led_count is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,15,UNCERTAIN,UNCERTAIN
-0.5842354803056822,rule_0864a015e6c5811b,frame_size is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,40,NEGATIVE,CATEGORY_SPECIFIC
-0.2427942890401,rule_086620f4e85396d3,installation_position has different explicit values,different_value,RULE_CANDIDATE,36,UNCERTAIN,UNCERTAIN
0.3132773367572176,rule_08bdf55638992c16,lamp_type has different explicit values,different_value,RULE_CANDIDATE,22,UNCERTAIN,UNCERTAIN
-0.003982869078789554,rule_08c1d68a1ac50ed1,seat_depth has different explicit values,different_value,RULE_CANDIDATE,148,NEGATIVE,CATEGORY_SPECIFIC
-1.0146169207061395,rule_090d8f9f5837c6ce,model_variant has different explicit values,different_value,RULE_CANDIDATE,94,NEGATIVE,CATEGORY_SPECIFIC
0.2833566340392231,rule_09139a947760084b,installation_side is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,54,UNCERTAIN,CATEGORY_SPECIFIC
-0.39201108689415576,rule_092f29bfc37c7553,sink_shape has different explicit values,different_value,RULE_CANDIDATE,61,NEGATIVE,CATEGORY_SPECIFIC
0.609168826335406,rule_09355beb039a793f,stove_compatibility has different explicit values,different_value,RULE_CANDIDATE,11,UNCERTAIN,CATEGORY_SPECIFIC
-0.08421466275771117,rule_0974e334b39ae949,gpu_model is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,17,UNCERTAIN,CATEGORY_SPECIFIC
-0.16995616245941159,rule_098d834b8f970533,bed_type has different explicit values,different_value,RULE_CANDIDATE,28,UNCERTAIN,UNCERTAIN
-0.7813974023289092,rule_09a2deab7c8eca90,scale has different explicit values,different_value,RULE_CANDIDATE,25,NEGATIVE,CATEGORY_SPECIFIC
-0.30685664937338514,rule_09b3d8796facdcad,backlight is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,14,UNCERTAIN,UNCERTAIN
-0.2069224208316614,rule_0a319283c9cb723e,output_current is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,15,UNCERTAIN,UNCERTAIN
-0.10467446364316549,rule_0a58df62fff82501,card_slots_count is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,12,UNCERTAIN,UNCERTAIN
-0.09763861228646036,rule_0a5905cba2bb4267,pillowcase_size_set has different explicit values,different_value,RULE_CANDIDATE,17,UNCERTAIN,UNCERTAIN
0.04157876126421629,rule_0a7ffa63e26bcd6b,connection_type is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,13,UNCERTAIN,UNCERTAIN
-3.1644316598868643,rule_0a862a81c61e7fbd,optical_power has different explicit values,different_value,RULE_CANDIDATE,1782,NEGATIVE,CATEGORY_SPECIFIC
-0.21892516346988844,rule_0aa20a3c5d1f6999,cover_design has different explicit values,different_value,RULE_CANDIDATE,18,UNCERTAIN,UNCERTAIN
0.11474942323913462,rule_0ab238962bb597d0,capacity is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,42,UNCERTAIN,UNCERTAIN
-0.279309038015531,rule_0ad04eb741596b91,ukulele_size has different explicit values,different_value,RULE_CANDIDATE,31,UNCERTAIN,UNCERTAIN
-0.28415911718489256,rule_0ae450435e65ebde,case_size has different explicit values,different_value,RULE_CANDIDATE,19,UNCERTAIN,CATEGORY_SPECIFIC
-0.24182255767126676,rule_0b2ad38495ebb474,folded_length has different explicit values,different_value,RULE_CANDIDATE,22,UNCERTAIN,UNCERTAIN
-0.4564657581128892,rule_0b37676997f994d6,ram_type has different explicit values,different_value,RULE_CANDIDATE,135,NEGATIVE,CATEGORY_SPECIFIC
-0.3245372224345495,rule_0b4cab0b5865c957,pencil_case_type is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,10,UNCERTAIN,UNCERTAIN
0.07269981482955122,rule_0b8ea62812ea5da1,lighting_area is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,36,POSITIVE,CATEGORY_SPECIFIC
-0.2980519929832873,rule_0be21973a98a8137,bed_height has different explicit values,different_value,RULE_CANDIDATE,16,UNCERTAIN,CATEGORY_SPECIFIC
0.23526979404656334,rule_0c3b7743ac6d643d,fretboard_material has different explicit values,different_value,RULE_CANDIDATE,61,UNCERTAIN,UNCERTAIN
-0.1914841107000999,rule_0cc3c95a5a910782,target_area has different explicit values,different_value,RULE_CANDIDATE,41,UNCERTAIN,UNCERTAIN
-0.12247609826964152,rule_0cd22a59b6572ab1,filter_type is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,12,UNCERTAIN,UNCERTAIN
-0.14421526079130417,rule_0cd563042f972a07,thickness is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,104,UNCERTAIN,CATEGORY_SPECIFIC
-0.3121361984822808,rule_0cd81f0b71b5439d,max_depth is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,20,NEGATIVE,CATEGORY_SPECIFIC
-0.23293895145374843,rule_0cf00940427a8250,bed_size_category has different explicit values,different_value,RULE_CANDIDATE,13,UNCERTAIN,UNCERTAIN
-0.2544838683391093,rule_0d1e40609c3929eb,filler_material has different explicit values,different_value,RULE_CANDIDATE,86,NEGATIVE,UNCERTAIN
0.19538509887270245,rule_0d2417388dc673fc,toy_type is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,30,UNCERTAIN,UNCERTAIN
-0.09599456105549997,rule_0d28e503d6058fbc,fishing_method has different explicit values,different_value,RULE_CANDIDATE,12,UNCERTAIN,UNCERTAIN
-0.488070974585072,rule_0d5e2e8efa29e4d6,vehicle_model has different explicit values,different_value,RULE_CANDIDATE,152,UNCERTAIN,UNCERTAIN
-0.4291776438776432,rule_0dc455fbda6f0252,poster_dimensions is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,10,UNCERTAIN,CATEGORY_SPECIFIC
-0.19684733977955887,rule_0df15bf58c9043f9,lens_height is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,12,UNCERTAIN,UNCERTAIN
-0.03466054741168891,rule_0e0346fbb4e4e8fc,region_version is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,10,UNCERTAIN,UNCERTAIN
-0.4421042105969972,rule_0e17db8191de1c11,sphere_power is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,13,UNCERTAIN,UNCERTAIN
0.24391344668515327,rule_0e23900be4982c8a,mattress_type has different explicit values,different_value,RULE_CANDIDATE,18,UNCERTAIN,UNCERTAIN
-0.9185505568487679,rule_0e3ee4f7599e00f2,table_dimensions has different explicit values,different_value,RULE_CANDIDATE,28,NEGATIVE,CATEGORY_SPECIFIC
0.41766615992243694,rule_0e4958f74788e40b,dispenser_included is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,52,POSITIVE,CATEGORY_SPECIFIC
-0.03832277837436078,rule_0e65e777de0768b5,binding_type is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,134,UNCERTAIN,UNCERTAIN
0.5411130208097878,rule_0e7994d73c5bc364,package_contents has conflicting title/attribute sources,conflicting_sources,REVIEW_BEFORE_USE,15,UNCERTAIN,UNCERTAIN
-0.822545664761655,rule_0eadbc1d22a4fba1,strap_width has different explicit values,different_value,RULE_CANDIDATE,115,NEGATIVE,CATEGORY_SPECIFIC
0.10427174229557032,rule_0f3cb9c479c39144,thread_size is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,10,UNCERTAIN,UNCERTAIN
-0.08632392954760149,rule_0f4f0aa2647ff16d,thread_length is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,16,UNCERTAIN,CATEGORY_SPECIFIC
-0.6150940018037178,rule_0f98b92fbc5ad07b,working_length has different explicit values,different_value,RULE_CANDIDATE,27,NEGATIVE,CATEGORY_SPECIFIC
-0.8613302973368366,rule_0fa37685fed54822,main_ingredient has different explicit values,different_value,RULE_CANDIDATE,78,NEGATIVE,GLOBAL
0.02585940801274276,rule_0fab17518d91db83,heel_type is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,80,UNCERTAIN,UNCERTAIN
-0.302874495024484,rule_0fb8890c5345742e,chain_length has different explicit values,different_value,RULE_CANDIDATE,88,UNCERTAIN,UNCERTAIN
0.0052705411078818945,rule_0fc6c89140843848,height has conflicting title/attribute sources,conflicting_sources,REVIEW_BEFORE_USE,14,UNCERTAIN,UNCERTAIN
0.021053462194885696,rule_104391bd1c465e09,bike_type has different explicit values,different_value,RULE_CANDIDATE,35,NEGATIVE,CATEGORY_SPECIFIC
-0.3713791218509473,rule_1049a370e0800815,product_size has different explicit values,different_value,RULE_CANDIDATE,12,UNCERTAIN,UNCERTAIN
0.2666951264110805,rule_1158220e4eac3a29,diamond_specification is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,16,UNCERTAIN,CATEGORY_SPECIFIC
-0.14729623789431312,rule_117265adc3ba99e1,bulb_type is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,13,UNCERTAIN,UNCERTAIN
-0.1710687818451515,rule_118c19fa50387cb8,hdd_capacity has different explicit values,different_value,RULE_CANDIDATE,48,NEGATIVE,CATEGORY_SPECIFIC
-0.13113820584716665,rule_119d925c3601ba3a,needle_type has different explicit values,different_value,RULE_CANDIDATE,12,UNCERTAIN,UNCERTAIN
0.21352596865088685,rule_12326f603b802399,power_output is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,14,UNCERTAIN,UNCERTAIN
-0.1436142802216374,rule_126c812e9ec412c7,temple_flex has different explicit values,different_value,RULE_CANDIDATE,19,UNCERTAIN,UNCERTAIN
-0.348178418218551,rule_12924103538622b8,base_curve has different explicit values,different_value,RULE_CANDIDATE,117,NEGATIVE,CATEGORY_SPECIFIC
0.00510286465251641,rule_129bd1f8d17a5e1c,width_fitting has different explicit values,different_value,RULE_CANDIDATE,10,UNCERTAIN,UNCERTAIN
0.27723393589762463,rule_12e499507d0a50c5,primary_function has different explicit values,different_value,RULE_CANDIDATE,11,UNCERTAIN,UNCERTAIN
-0.012099586108683828,rule_131b72b3734c352c,packaging_material is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,13,UNCERTAIN,UNCERTAIN
-0.17175966085874317,rule_131da79af61c15b1,plating_type has different explicit values,different_value,RULE_CANDIDATE,14,UNCERTAIN,UNCERTAIN
-0.21727986720637482,rule_1347dbe52f2fedcd,vehicle_make has different explicit values,different_value,RULE_CANDIDATE,33,UNCERTAIN,UNCERTAIN
-0.19598385389155212,rule_134c29f6bb80c482,installation_side has different explicit values,different_value,RULE_CANDIDATE,18,UNCERTAIN,UNCERTAIN
-0.2542401150763268,rule_135671ca2b163e15,brake_type has different explicit values,different_value,RULE_CANDIDATE,90,NEGATIVE,CATEGORY_SPECIFIC
-0.4846618097907499,rule_13810e9cc52267b7,product_name has different explicit values,different_value,RULE_CANDIDATE,48,UNCERTAIN,CATEGORY_SPECIFIC
-0.025863705390422143,rule_14260beea68e599b,seating_capacity is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,54,UNCERTAIN,UNCERTAIN
-0.45985196612038504,rule_1426337fe8f27e8e,material_composition is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,39,UNCERTAIN,UNCERTAIN
-0.6221137041132618,rule_142d6e0dde1aea8b,product_function has different explicit values,different_value,RULE_CANDIDATE,35,NEGATIVE,CATEGORY_SPECIFIC
-0.3709534481032825,rule_143b16fcdd2c4406,processing_method has different explicit values,different_value,RULE_CANDIDATE,23,UNCERTAIN,UNCERTAIN
-0.1565705002460713,rule_1472b3234a20e9a5,video_memory has different explicit values,different_value,RULE_CANDIDATE,15,UNCERTAIN,CATEGORY_SPECIFIC
0.22386566174473124,rule_14bde8ec2204c677,net_weight_per_unit has different explicit values,different_value,RULE_CANDIDATE,12,UNCERTAIN,UNCERTAIN
-0.2523864990838656,rule_14d10f0f1b0e5082,overall_length has different explicit values,different_value,RULE_CANDIDATE,21,UNCERTAIN,CATEGORY_SPECIFIC
-0.0416904633264889,rule_14d3da1873fcb683,suspension_position has different explicit values,different_value,RULE_CANDIDATE,15,UNCERTAIN,UNCERTAIN
0.09928937095327746,rule_1515ba715b202d04,gender_target has different explicit values,different_value,RULE_CANDIDATE,48,UNCERTAIN,UNCERTAIN
-0.041650293589322936,rule_151fb0f59f75a975,roast_level has different explicit values,different_value,RULE_CANDIDATE,72,UNCERTAIN,UNCERTAIN
0.003663076090808343,rule_1556ca0d222272e3,upholstery_material has different explicit values,different_value,RULE_CANDIDATE,628,UNCERTAIN,UNCERTAIN
-0.3991985442323279,rule_1589d98f77cb6ccc,product_variant is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,12,UNCERTAIN,UNCERTAIN
-0.6548976444899341,rule_15e2327516c89fb2,season is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,97,UNCERTAIN,UNCERTAIN
-1.792951242642384,rule_1602b0a85156ffb7,sphere_power has different explicit values,different_value,RULE_CANDIDATE,367,NEGATIVE,CATEGORY_SPECIFIC
0.26397966624055474,rule_16739b406f89145d,case_included is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,40,UNCERTAIN,UNCERTAIN
-0.23345610800787278,rule_1683df458020426d,main_camera_resolution has different explicit values,different_value,RULE_CANDIDATE,25,NEGATIVE,CATEGORY_SPECIFIC
-0.5026347499514872,rule_1684a96d46936bbf,flavor_additive has different explicit values,different_value,RULE_CANDIDATE,23,UNCERTAIN,UNCERTAIN
-0.24738945229502984,rule_169eb19035f0b305,unit_volume is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,17,UNCERTAIN,UNCERTAIN
-0.002335077950604156,rule_172447fd649d477e,product_type_detail has different explicit values,different_value,RULE_CANDIDATE,13,UNCERTAIN,UNCERTAIN
-0.10780490757963639,rule_174ec0866d9c316d,suspension_type has different explicit values,different_value,RULE_CANDIDATE,32,NEGATIVE,CATEGORY_SPECIFIC
0.26023095022120357,rule_17e77cc768b41842,ruling is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,13,UNCERTAIN,UNCERTAIN
0.3769563898895269,rule_18119006eeb0d3ec,spf_level is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,15,UNCERTAIN,UNCERTAIN
-0.45942578663289174,rule_182dcc4aaccd79c5,mounting_method has different explicit values,different_value,RULE_CANDIDATE,10,UNCERTAIN,UNCERTAIN
0.1155497469815114,rule_182e391cbe4c44ee,device_type has different explicit values,different_value,RULE_CANDIDATE,37,UNCERTAIN,UNCERTAIN
0.13301747555636592,rule_185a9ec89fac652c,string_material is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,92,UNCERTAIN,UNCERTAIN
0.8628806317307641,rule_18a4cd1e5848d7ea,max_players is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,68,POSITIVE,CATEGORY_SPECIFIC
-1.9934789565961455,rule_18a60636e63690ba,model_number has different explicit values,different_value,RULE_CANDIDATE,7366,NEGATIVE,GLOBAL
-0.1368743993206343,rule_18ba28ba4f163c40,texture has different explicit values,different_value,RULE_CANDIDATE,64,UNCERTAIN,UNCERTAIN
-0.486151241175992,rule_18e3949c34487832,fabric_density is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,58,NEGATIVE,CATEGORY_SPECIFIC
0.0992144635521368,rule_193fb1475b490e28,size_variant is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,14,UNCERTAIN,UNCERTAIN
0.4114139706712651,rule_1949c32a68b143c2,target_age_group is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,20,POSITIVE,UNCERTAIN
-0.344300397564886,rule_19bd9c822287e28e,lens_coating has different explicit values,different_value,RULE_CANDIDATE,122,NEGATIVE,CATEGORY_SPECIFIC
-0.001367543322580753,rule_19d42508bdee4eaa,design_motif is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,16,UNCERTAIN,UNCERTAIN
0.10646319209481878,rule_19f3f8dbc9896898,package_height has different explicit values,different_value,RULE_CANDIDATE,34,UNCERTAIN,UNCERTAIN
0.3077357020443305,rule_1a3ac5779fbca9d3,compatible_car_model has different explicit values,different_value,RULE_CANDIDATE,28,POSITIVE,CATEGORY_SPECIFIC
0.15978491283087617,rule_1a48701730bc5654,max_height has different explicit values,different_value,RULE_CANDIDATE,16,UNCERTAIN,UNCERTAIN
-0.14001497665076673,rule_1a7b0367aa3c5fa8,purity has different explicit values,different_value,RULE_CANDIDATE,22,UNCERTAIN,UNCERTAIN
-0.298599870636533,rule_1a9efb53f4fa8d52,power_rating is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,15,UNCERTAIN,UNCERTAIN
0.2157285593834487,rule_1ac68c28924e57fc,protection_rating is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,11,UNCERTAIN,UNCERTAIN
0.3087522804862917,rule_1ad5a2c3c4be57c7,diving_depth is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,36,UNCERTAIN,UNCERTAIN
0.47953309022622564,rule_1af1b3b6d40f9349,assembled_width is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,25,POSITIVE,CATEGORY_SPECIFIC
-0.4565045072096011,rule_1b340edda1155e0c,model_series is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,61,UNCERTAIN,UNCERTAIN
-0.28742095036358767,rule_1b3d7f4b404d383f,screen_size is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,40,UNCERTAIN,UNCERTAIN
-0.2097094894769025,rule_1b601263ded8ccc2,lure_type is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,16,UNCERTAIN,CATEGORY_SPECIFIC
0.10906345802693986,rule_1b8ae3413aad3546,control_range is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,21,UNCERTAIN,UNCERTAIN
0.002680727986209214,rule_1bbe31a235338d06,strap_width is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,108,UNCERTAIN,UNCERTAIN
-0.1430733503331124,rule_1bce384278a6aea2,graphics_model has different explicit values,different_value,RULE_CANDIDATE,26,NEGATIVE,CATEGORY_SPECIFIC
0.061593040157657264,rule_1bddcca3f7dfdb12,active_ingredient is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,69,UNCERTAIN,UNCERTAIN
-0.1811967886940916,rule_1c088984cb17b597,brush_type has different explicit values,different_value,RULE_CANDIDATE,13,UNCERTAIN,UNCERTAIN
