similarity,left_category,left_concept,left_attribute_role,left_value_family,right_concept,right_attribute_role,right_value_family,manual_same_attribute,manual_notes
0.9507687091827393,Автотовары,car_brand,вид техники | марка автомобиля,text,vehicle_brand,марка тс,text,,
0.9036698341369629,Автотовары,unit_type,единица товара,text,side,из названия товара,text,,
0.8886730074882507,Канцелярские товары,personalization,из названия товара,text,effect,из названия товара,text,,
0.9815870523452759,Детские товары,age_limit,возраст | минимальный возраст ребенка,numeric,min_age,минимальный возраст ребенка | рекомендуемый возраст,numeric,,
0.9771392941474915,Дом и сад,pack_count,количество заводских упаковок | количество упаковок,count,pack_quantity,количество заводских упаковок | комплектация,count,,
0.9563069939613342,Детские товары,element_count,количество элементов,count,quantity,количество предметов в упаковке | количество элементов. шт,count,,
0.8201647400856018,Дом и сад,engine_displacement,объем двигателя. куб.см | рабочий объем,numeric,volume,из названия товара,numeric,,
0.9668364524841309,Дом и сад,auger_material,материал шнека,text,material,состав,text,,
0.8438922166824341,Бытовая химия,intended_surface,назначение чистящего средства для ванной и туалета,text,intended_surface,из названия товара,text,,
0.9322017431259155,Канцелярские товары,hardness,из названия товара,text,material,материал подставки,text,,
0.9612423777580261,Канцелярские товары,product_form,из названия товара,text,product_type,тип | тип аксессуаров,text,,
0.9914538860321045,Продукты питания,package_quantity,единиц в одном товаре | количество в упаковке,count,package_quantity,единиц в одном товаре,count,,
0.975024938583374,Аптека,volume,из названия товара,volume,volume,объем средства | объем. мл,volume,,
0.942294180393219,Канцелярские товары,pencil_type,из названия товара,text,material,тип,text,,
0.9040042161941528,Спорт и отдых,pitch,шаг винта,numeric,caliber,из названия товара,numeric,,
0.9053109288215637,Музыкальные инструменты,string_material,материал струн | струны,text,material,вид музыкального аксессуара | материал пэда,text,,
0.8340999484062195,Автотовары,cv_joint_type,тип,text,side,из названия товара,text,,
0.9365763664245605,Хобби и творчество,toy_type,из названия товара,text,game_type,состав набора | тип,text,,
0.9776464700698853,Автотовары,oem_number,oe-код | oem-номер,numeric,oem_code,oem-номер | соответствующие коды oe,numeric,,
0.9451034069061279,Галантерея и аксессуары,decoration,из названия товара,text,name,из названия товара,text,,
0.9747912287712097,Красота и гигиена,volume_unit,комплектация | объем. мл,volume,volume,объем товара,volume,,
0.9286746382713318,Канцелярские товары,tip_thickness,из названия товара,length,width,размеры. мм | ширина,length,,
0.9013790488243103,Музыкальные инструменты,keyboard_action,жесткость клавиатуры,text,key,тональность гармошки,text,,
0.8447632789611816,Электроника,capacitance,из названия товара,numeric,connector_configuration,из названия товара,numeric,,
0.9653110504150391,Бытовая химия,net_weight,вес с упаковкой кг,mass,weight,вес товара с упаковкой г | вес товара. г,mass,,
0.9725624918937683,Канцелярские товары,color_name,из названия товара,text,color_name,название цвета | цвет,text,,
0.9410517811775208,Мебель,width,ширина подушки. в сантиметрах | ширина. см,numeric,width,из названия товара,numeric,,
0.8874016404151917,Спорт и отдых,lamp_type,тип,text,type,тип,text,,
0.9797212481498718,Дом и сад,material,из названия товара,text,material,материал изделия,text,,
0.9430299401283264,Строительство и ремонт,construction_features,конструктивные особенности,text,material,материал трубы | тип,text,,
0.9210610389709473,Аптека,quantity,из названия товара,count,package_quantity,единиц в одном товаре | комплектация,count,,
0.9211480617523193,Дом и сад,set_number,из названия товара,numeric,dimensions,из названия товара,numeric,,
0.9649152159690857,Ювелирные изделия,gemstone_insert,вставка,text,gemstone,состав ювелирного изделия,text,,
0.995030403137207,Красота и гигиена,target_audience,особенности | целевая аудитория,text,target_audience,для кого | целевая аудитория,text,,
0.9821263551712036,Дом и сад,volume,объем л,volume,volume,объем бака опрыскивателя | объем. л,volume,,
0.9430484771728516,Дом и сад,variety,из названия товара,numeric,size,размер. см,numeric,,
0.9467533826828003,Канцелярские товары,map_type,тип,text,base_type,из названия товара,text,,
0.9916489124298096,Дом и сад,country_of_origin,страна происхождения | страна-изготовитель,text,country_of_origin,страна-изготовитель | страна-производитель,text,,
0.887708842754364,Красота и гигиена,skin_type,потребности кожи | тип кожи,text,material,вид патчей | состав,text,,
0.9565685391426086,Товары для животных,animal_type,вид грызуна | предназначено для,text,animal_type,вид животного | возраст животного,text,,
0.8070141077041626,Электроника,cpu_brand,бренд процессора | линейка процессора,text,product_type,вид запчасти ноутбука/планшета | тип,text,,
0.9958409667015076,Электроника,model_compatibility,совместимые модели | список совместимых устройств,numeric,model_compatibility,модель | список совместимых устройств,numeric,,
0.901359498500824,Хобби и творчество,packaging_contents,комплектация,numeric,width,ширина. см,numeric,,
0.9557433724403381,Музыкальные инструменты,material,материал барабанов,text,material,материал пэда,text,,
0.9330768585205078,Музыкальные инструменты,guitar_type,назначение муз. аксессуара | назначение стойки,text,instrument_type,тип инструмента | тип перкуссии,text,,
0.7903617024421692,Спорт и отдых,min_age,минимальный возраст | минимальный возраст ребенка,numeric,height,высота. см,numeric,,
0.9653616547584534,Бытовая химия,form_factor,тип средства | форма выпуска средства,text,form,тип средства,text,,
0.8451449871063232,Товары для животных,age_range,возраст животного,numeric,sku,артикул | артикул производителя,numeric,,
0.8924018740653992,Детские товары,service_type,вид службы,text,construction_type,из названия товара,text,,
0.901494026184082,Электроника,capacity_wh,емкость. вт ч,numeric,memory_capacity,из названия товара,numeric,,
0.9289117455482483,Детские товары,package_quantity,единиц в одном товаре,count,item_count,комплектация,count,,
0.9742258191108704,Спорт и отдых,color,комплектация,text,color,цвет производителя | цвет товара,text,,
0.9830921292304993,Детские товары,material,материал | материал игрушки,text,material,материал изделия | материал покрытия,text,,
0.9597495198249817,Товары для животных,target_animal,вид животного,text,target_pet,предназначено для,text,,
0.8927780389785767,Дом и сад,format,размер фотографии | формат фотографий,length,length,длина гирлянды. м | длина предмета,length,,
0.9619128704071045,Хобби и творчество,age_limit,возрастные ограничения,numeric,age_min,возраст ребенка | возрастные ограничения,numeric,,
0.9805082678794861,Бытовая химия,volume,объем ополаскивателя,volume,volume,из названия товара,volume,,
0.83863365650177,Аптека,cuff_position,положение манжеты | тип манжеты,text,frame_construction,вид оправы | конструкция очков,text,,
0.9544055461883545,Красота и гигиена,item_count,единиц в одном товаре | количество предметов в упаковке,count,quantity,количество в упаковке. шт,count,,
0.8716761469841003,Аптека,diopters,из названия товара,numeric,size,размеры. мм,numeric,,
0.9840220212936401,Обувь,size,размер | российский размер,numeric,size,российский размер | российский размер обуви,numeric,,
0.9468440413475037,Красота и гигиена,lash_length_range,длина ресниц. мм,numeric,length_mm,длина ресниц | длина ресниц. мм,numeric,,
0.9387025237083435,Бытовая химия,package_count,комплектация,count,package_quantity,единиц в одном товаре,count,,
0.8071190714836121,Продукты питания,package_height,высота упаковки | размер упаковки длина х ширина х высота . см,length,noodle_width,из названия товара,length,,
0.9906916618347168,Красота и гигиена,quantity,единиц в одном товаре | количество в упаковке. в штуках,count,quantity,единиц в одном товаре,count,,
0.8712160587310791,Продукты питания,cookie_type,вид печенья | разновидность печенья,text,nut_type,из названия товара,text,,
0.9915303587913513,Бытовая химия,scent,состав,text,scent,из названия товара,text,,
0.9073290228843689,Товары для животных,volume,общий объем. в литрах | объем. мл,numeric,width_mm,ширина ошейника. мм,numeric,,
0.8264230489730835,Аптека,effect,действие лубриканта | эффект интимного средства,text,active_ingredient_form,действующее вещество | состав,text,,
0.9645335674285889,Товары для животных,weight,вес с упаковкой кг | вес товара. г,mass,weight,из названия товара,mass,,
0.9125022888183594,Дом и сад,decoration_shape,из названия товара,text,width,из названия товара,text,,
0.9625105857849121,Спорт и отдых,diameter_unit,диаметр | диаметр колес. дюймы,numeric,diameter,диаметр. см,numeric,,
0.7748320698738098,Аптека,country_of_origin,страна производства | страна-изготовитель,text,manufacturer_name,бренд | производитель,text,,
0.9920979738235474,Товары для животных,material,материал изделия | материал основания,text,material,материал | материал поводка,text,,
0.9018096327781677,Музыкальные инструменты,series_name,из названия товара,numeric,product_type,из названия товара,numeric,,
0.8866840600967407,Строительство и ремонт,cylinder_size,типоразмер цилиндра замка,numeric,diameter,диаметр | диаметр. мм,numeric,,
0.9823393821716309,Музыкальные инструменты,color,материал муз. инструмента/аксессуара | цвет,text,color,материал оплетки | цвет товара,text,,
0.8094353675842285,Спорт и отдых,mounting_location,расположение велосумки,text,material,материал корпуса | модель,text,,
0.860099196434021,Спорт и отдых,rotor_diameter,из названия товара,length,length,ширина предмета,length,,
0.8340571522712708,Спорт и отдых,pistol_model,из названия товара,numeric,model,артикул,numeric,,
0.9613016247749329,Электроника,compatible_device_model,из названия товара,numeric,compatible_model,из названия товара,numeric,,
0.9285669922828674,Строительство и ремонт,door_type,из названия товара,text,product_type,тип оснастки,text,,
0.9118636250495911,Спорт и отдых,packaging_type,упаковка,text,material_cover,материал изделия | материал покрышки,text,,
0.9507008790969849,Бытовая химия,package_type,комплектация | упаковка,text,packaging_type,вид упаковки | упаковка,text,,
0.9802830219268799,Дом и сад,material_type,материал | ткань,text,material,материал наполнителя | состав,text,,
0.9730393886566162,Строительство и ремонт,quantity,количество пилок,count,quantity,единиц в одном товаре | комплектация,count,,
0.9680044054985046,Красота и гигиена,action,действие | эффект,text,action,действие | эффект от использования уходовой косметики,text,,
0.9436479806900024,Канцелярские товары,binding_type,крепление в бумажной продукции,text,packaging_type,из названия товара,text,,
0.9730877876281738,Бытовая химия,weight,вес товара без упаковки г | вес товара. г,mass,net_weight,вес товара. г,mass,,
0.9365773797035217,Музыкальные инструменты,body_material_attribute,материал корпуса | материал корпуса/верхней деки,text,material,материал изделия,text,,
0.9205451607704163,Автотовары,compatible_vehicle_model,из названия товара,text,model_compatibility,из названия товара,text,,
0.9162986874580383,Хобби и творчество,series,из названия товара,text,name,из названия товара,text,,
0.948635458946228,Аптека,package_quantity,количество в упаковке,count,quantity,количество в упаковке. шт | количество картриджей,count,,
0.7668190598487854,Бытовая химия,weight_unit_type,вес с упаковкой кг | вес товара. г,text,laundry_type,из названия товара,text,,
0.9795533418655396,Бытовая химия,volume_unit,вес/объем | объем. мл,volume,volume_unit,объем л,volume,,
0.9789045453071594,Детские товары,dimensions,из названия товара,length,dimensions,размер дхшхв,length,,
0.9754756689071655,Электроника,storage_capacity,объем памяти,data,storage_capacity,объем | объем накопителя,data,,
0.8889718055725098,Продукты питания,packaging_unit,количество предметов в упаковке,text,product_type,из названия товара,text,,
0.9263537526130676,Спорт и отдых,model_variant,из названия товара,text,type,вид | тип,text,,
0.9314089417457581,Бытовая химия,quantity,количество таблеток/капсул,count,quantity,количество в упаковке | количество в упаковке. шт,count,,
0.9346364140510559,Бытовая химия,quantity,количество таблеток/капсул,count,quantity,количество в упаковке. шт | комплектация,count,,
0.991661787033081,Музыкальные инструменты,type,назначение | тип,text,type,инструмент | тип,text,,
0.9715977311134338,Красота и гигиена,pattern,из названия товара,text,variant,из названия товара,text,,
0.9916913509368896,Бытовая химия,volume_unit,из названия товара,volume,volume_unit,объем,volume,,
0.9206506609916687,Дом и сад,bundle_composition,из названия товара,numeric,model,из названия товара,numeric,,
0.8880404233932495,Спорт и отдых,arrow_count,из названия товара,count,quantity,количество в наборе,count,,
0.9852125644683838,Дом и сад,material,материал | основной материал контейнера,text,material,материал рамки | состав,text,,
0.9116120934486389,Хобби и творчество,series,из названия товара,numeric,type,тип,numeric,,
0.8888573050498962,Спорт и отдых,connection_type,тип,text,target_type,тип | тип мишени,text,,
0.964347779750824,Бытовая химия,quantity,количество предметов в упаковке | количество таблеток/капсул в одной упаковке. шт,count,quantity,количество в упаковке | количество в упаковке. шт,count,,
0.9800074696540833,Бытовая химия,net_weight,вес товара. г | комплектация,mass,net_weight,вес с упаковкой кг | вес товара. г,mass,,
0.9311745762825012,Строительство и ремонт,collar_type,из названия товара,text,element_type,тип элемента,text,,
0.9907242655754089,Хобби и творчество,material,материал изделия,text,material,материалы набора | предмет росписи,text,,
0.983505368232727,Красота и гигиена,quantity,количество предметов в упаковке,count,quantity,единиц в одном товаре | количество листов в пачке,count,,
0.9413203597068787,Спорт и отдых,form,из названия товара,text,handle_material,из названия товара,text,,
0.8999277949333191,Дом и сад,model,модель,numeric,variety,из названия товара,numeric,,
0.8904398083686829,Хобби и творчество,author,автор | автор колоды,text,character,из названия товара,text,,
0.9151543974876404,Строительство и ремонт,torx_size,из названия товара,numeric,diameter_range,из названия товара,numeric,,
0.7593344449996948,Дом и сад,zodiac_sign,из названия товара,text,decoration_shape,из названия товара,text,,
0.99057537317276,Канцелярские товары,length,длина ленты | длина. м,length,length,длина. см | общая длина,length,,
0.9682698249816895,Бытовая химия,package_quantity,количество предметов в упаковке | количество таблеток/капсул в одной упаковке. шт,count,package_quantity,единиц в одном товаре | количество предметов в упаковке,count,,
0.8865433931350708,Канцелярские товары,pencil_type,вид карандаша | тип карандашей,text,pen_type,вид ручки | тип ручки,text,,
0.9652959108352661,Продукты питания,flavor,вид варенья,text,flavor,вкус | вкус энергетик,text,,
0.9383150935173035,Автотовары,part_number,из названия товара,numeric,part_number,код производителя | партномер артикул производителя,numeric,,
0.9507136940956116,Бытовая химия,form,форма выпуска | форма выпуска средств от вредителей,text,form,средство | тип,text,,
0.8903207182884216,Продукты питания,tea_variety,сорт,text,assortment,ассорти | набор,text,,
0.9236212372779846,Хобби и творчество,target_audience_age,минимальный возраст ребенка | рекомендуемый возраст,numeric,min_age,возраст ребенка | минимальный возраст,numeric,,
0.9263569712638855,Детские товары,model_variant,название цвета | особенности,text,color_name,название цвета | цвет товара,text,,
0.9848951101303101,Спорт и отдых,color,оттенок света | цвет товара,text,color,название цвета | цвет,text,,
0.9883304238319397,Дом и сад,weight,вес товара с упаковкой г | вес товара. г,mass,weight,вес | вес товара. г,mass,,
0.9903669357299805,Бытовая химия,country_of_origin,страна происхождения | страна-изготовитель,text,country_of_origin,страна производства | страна-изготовитель,text,,
0.804326593875885,Электроника,diagonal,диагональ | диагональ экрана. дюймы,numeric,interface,интерфейс | интерфейсы,numeric,,
0.9858530759811401,Спорт и отдых,quantity,количество. шт,count,quantity,единиц в одном товаре,count,,
0.9747774600982666,Хобби и творчество,base_color,основа | тип,text,color,материал | цвет,text,,
0.9060499668121338,Канцелярские товары,pencil_type,вид | вид карандаша,text,pen_type,вид ручки | тип,text,,
0.9721225500106812,Спорт и отдых,package_quantity,количество в упаковке. шт | комплектация,count,package_quantity,из названия товара,count,,
0.9441308975219727,Красота и гигиена,packaging_form,комплектация | форма выпуска,text,material,материал изделия | способ применения,text,,
0.9445549845695496,Хобби и творчество,body_material,из названия товара,text,material,основа,text,,
0.9704501628875732,Детские товары,color,материал игрушки | цвет товара,text,color,тематика конструкторов | цвет,text,,
0.8169118762016296,Красота и гигиена,spf,spf | spf-фактор,numeric,length,длина ресниц,numeric,,
0.8861300945281982,Хобби и творчество,series,из названия товара,text,format,тип | форма выпуска,text,,
0.8607662320137024,Ювелирные изделия,weight_main_stones,вес основных вставок. карат | количество карат,numeric,size,размер | размер изделия,numeric,,
0.9621167778968811,Автотовары,model_number,артикул производителя,numeric,model,артикул,numeric,,
0.9967976212501526,Мебель,color,название цвета | цвет,text,color,название цвета,text,,
0.9606221318244934,Спорт и отдых,width_range,из названия товара,numeric,area,из названия товара,numeric,,
0.9684749245643616,Музыкальные инструменты,material,из названия товара,text,construction_type,из названия товара,text,,
0.9659077525138855,Галантерея и аксессуары,width,ширина предмета | ширина. см,numeric,dimensions,размеры. мм,numeric,,
0.8599251508712769,Товары для животных,target_fish_size,размер рыбы,text,target_pet_size,из названия товара,text,,
0.7863715887069702,Продукты питания,temperature_storage,минимальная температура | рекомендуемая температура хранения. c,numeric,volume,объем | объем. мл,numeric,,
0.9550009965896606,Товары для животных,animal_type,вид животного,text,type,тип,text,,
0.9163278341293335,Детские товары,fastener_type,тип застежки подгузника,text,material,тип,text,,
0.9845921993255615,Бытовая химия,package_quantity,единиц в одном товаре | количество упаковок,count,package_quantity,количество в упаковке. шт. | комплектация,count,,
0.9311372637748718,Товары для животных,size_class,размер животного,text,animal_type,из названия товара,text,,
0.9846438765525818,Продукты питания,carbonation_level,степень газирования,text,carbonation,степень газирования,text,,
0.9926286935806274,Канцелярские товары,marker_type,вид маркера,text,marker_type,назначение маркера | тип маркера,text,,
0.955014705657959,Канцелярские товары,inscription_text,из названия товара,text,design,из названия товара,text,,
0.9871363639831543,Строительство и ремонт,width,ширина,numeric,width,ширина ленты | ширина ленты. мм,numeric,,
0.8805150389671326,Детские товары,package_dimensions,длина упаковки | размер упаковки длина х ширина х высота . см,numeric,length,длина игрушки. см,numeric,,
0.9269212484359741,Музыкальные инструменты,item_count,количество в наборе,count,key_count,количество клавиш,count,,
0.9323503375053406,Строительство и ремонт,volume,объем л | объем. л,numeric,diameter_range,из названия товара,numeric,,
0.9016449451446533,Спорт и отдых,link_count,количество звеньев,count,quantity,количество в наборе | количество. шт,count,,
0.929811418056488,Канцелярские товары,quantity_unit,из названия товара,text,composition,из названия товара,text,,
0.8832814693450928,Аптека,package_quantity,количество лекарственной формы в первичной упаковке,count,package_quantity,из названия товара,count,,
0.8814030885696411,Хобби и творчество,light_effect,из названия товара,text,color,материал | цвет товара,text,,
0.9896566867828369,Товары для животных,product_type,вид корма | тип,text,product_type,назначение ветаптечного средства | тип,text,,
0.9300747513771057,Бытовая химия,laundry_target,назначение средства для стирки | назначение стирального средства,text,laundry_purpose,из названия товара,text,,
0.8683350682258606,Электроника,capacity,емкость,text,device_type,из названия товара,text,,
0.9041826128959656,Канцелярские товары,closure_type,тип заклеивания,text,format_type,особенности этикетки | тип,text,,
0.9666817784309387,Хобби и творчество,recommended_age,возраст ребенка | рекомендуемый возраст,numeric,age_range,возраст ребенка | возрастные ограничения,numeric,,
0.8905727863311768,Товары для животных,scent_features,особенности наполнителя | особенности наполнителя для животных,text,taste,вид вкуса корма | вкус корма для животных,text,,
0.9043989777565002,Детские товары,drive_type,особенности игрушки,text,fastener_type,тип застежки подгузника,text,,
0.9091009497642517,Спорт и отдых,mount_type,комплектация | тип крепления,text,rod_type,конструкция удилища | тип,text,,
0.9087271094322205,Красота и гигиена,absorbency_level,из названия товара,text,ingredients,из названия товара,text,,
0.9793823957443237,Дом и сад,material,материал крышки | материал посуды,text,material,состав | состав материала,text,,
0.9628205299377441,Хобби и творчество,color_capability,из названия товара,text,color,материал ручки | цвет товара,text,,
0.9058987498283386,Автотовары,compatibility,комплектация,numeric,size,артикул,numeric,,
0.9882004857063293,Детские товары,material,материал | материал посуды,text,material,материал | материал основы,text,,
0.9053453207015991,Канцелярские товары,hardness,вид карандаша | твердость грифеля,text,pencil_shape,форма карандаша | форма корпуса,text,,
0.9455345869064331,Детские товары,frame_material,из названия товара,text,material,материал | материал путей,text,,
0.9263002276420593,Строительство и ремонт,head_size_mm,из названия товара,numeric,diameter_mm,диаметр сверл. мм,numeric,,
0.8016932010650635,Дом и сад,country_of_origin,страна бренда | страна-изготовитель,text,product_name,из названия товара,text,,
0.9058653116226196,Детские товары,packaging_contents,комплектация,numeric,length,глубина предмета | длина. см,numeric,,
0.9139100909233093,Красота и гигиена,coverage,покрытие,text,composition,особенности состава | состав,text,,
0.9480816125869751,Строительство и ремонт,diameter_mm,диаметр мм | стандарт подводки,numeric,width,ширина сетки м | ширина. мм,numeric,,
0.985048770904541,Детские товары,skill_development,развитие навыков | тренируемые навыки,text,development_skills,развитие навыков | тренируемые навыки,text,,
0.8042412400245667,Аптека,gender,пол | пол ребенка,text,packaging_type,из названия товара,text,,
0.9883082509040833,Бытовая химия,purpose,назначение моющего. чистящего средства | тип средства,text,purpose,назначение средства | назначение средства для стирки,text,,
0.8505015969276428,Строительство и ремонт,warranty,гарантия | гарантия лет,numeric,compatibility,из названия товара,numeric,,
0.913817822933197,Детские товары,game_type,тип,text,toy_type,вид мягкой игрушки,text,,
0.8547165989875793,Спорт и отдых,mount_location,место установки | тип,text,form,из названия товара,text,,
0.8877392411231995,Дом и сад,sign,знак,numeric,size,комплектация,numeric,,
0.9214494228363037,Строительство и ремонт,grit,из названия товара,numeric,size,из названия товара,numeric,,
0.9703514575958252,Спорт и отдых,length,длина предмета | длина. мм,length,length,длина. см,length,,
0.7878607511520386,Электроника,max_load,максимальная нагрузка. кг | максимальный поддерживаемый вес в кг,numeric,capacity,емкость. ма ч,numeric,,
0.8394464254379272,Музыкальные инструменты,cymbal_type,тип тарелок,text,instrument_type,назначение,text,,
0.854930579662323,Галантерея и аксессуары,movement_type,тип механизма | тип часов,text,design,дизайн,text,,
0.9657922983169556,Канцелярские товары,quantity_unit,количество в упаковке. шт.,count,quantity,из названия товара,count,,
0.8846121430397034,Строительство и ремонт,dust_extraction,комплектация | конструктивные особенности,text,material,материал | материал головки,text,,
0.9469903111457825,Канцелярские товары,cover_type,обложка | тип,text,label_type,тип,text,,
0.8915688991546631,Строительство и ремонт,dust_extraction,комплектация | конструктивные особенности,text,shape,сечение | форма воздуховода,text,,
0.8292404413223267,Спорт и отдых,blade_length,из названия товара,length,length_unit,длина приманки мм | длина. см,length,,
0.9716945290565491,Красота и гигиена,product_form,средство,text,product_model,состав,text,,
0.8900361657142639,Хобби и творчество,rune_type,вставка | название цвета,text,color,цвет ленты,text,,
0.9273347854614258,Бытовая химия,form_factor,форма выпуска | форма выпуска средств от вредителей,text,form,форма выпуска средства,text,,
0.9861830472946167,Дом и сад,material_type,материал | состав материала,text,material,материал | состав,text,,
0.9281337261199951,Строительство и ремонт,type,тип светильника,text,bulb_shape,форма колбы | форма лампочки,text,,
0.9515508413314819,Канцелярские товары,effect,из названия товара,text,pattern,из названия товара,text,,
0.7930830121040344,Детские товары,included_furniture,из названия товара,text,design,из названия товара,text,,
0.9926103949546814,Бытовая химия,package_quantity,единиц в одном товаре,count,package_quantity,единиц в одном товаре | количество упаковок,count,,
0.9853049516677856,Спорт и отдых,quantity,количество предметов в упаковке,count,quantity,количество | количество в упаковке. шт,count,,
0.9363377094268799,Бытовая химия,quantity,количество таблеток/капсул,count,quantity,количество штук в упаковке | общее количество капсул/таблеток,count,,
0.994330108165741,Канцелярские товары,color,обложка | цвет товара,text,color,материал | цвет товара,text,,
0.9896214008331299,Хобби и творчество,model,комплектация,text,model,тип выкройки,text,,
0.9772336483001709,Канцелярские товары,quantity,единиц в одном товаре | единица товара,count,quantity,количество в наборе | количество в упаковке. шт.,count,,
0.9340659976005554,Обувь,size,размер | размер производителя,numeric,size,размер | российский размер обуви,numeric,,
0.9074735045433044,Красота и гигиена,package_type,упаковка,text,design,из названия товара,text,,
0.9840136170387268,Дом и сад,material,вид выпуска товара | материал изделия,text,material,материал | материал картины,text,,
0.8615252375602722,Хобби и творчество,plant_species,из названия товара,text,model,из названия товара,text,,
0.9799750447273254,Автотовары,oem_number,oe-код | oem-номер,numeric,oem_code,oe-код | oem-номер,numeric,,
0.9723285436630249,Спорт и отдых,weight,вес снаряда,numeric,weight,вес одного предмета г | вес одной шт.. г,numeric,,
0.9055237770080566,Дом и сад,filler_material,материал наполнителя | наполнитель,text,material,материал | состав,text,,
0.9575803875923157,Мебель,room_type,назначение | назначение помещение,text,target_room,назначение | назначение помещение,text,,
0.8296575546264648,Товары для животных,age_group,возраст животного,numeric,length,длина поводка. м,numeric,,
0.9785007238388062,Обувь,size,российский размер | российский размер обуви,numeric,russian_size,российский размер | российский размер обуви,numeric,,
0.9261336922645569,Канцелярские товары,package_count,из названия товара,count,compartment_count,количество отделений,count,,
0.9934229254722595,Бытовая химия,quantity,состав,count,quantity,комплектация,count,,
0.9179757237434387,Дом и сад,model,модель,numeric,product_model,сорт семян,numeric,,
0.864166259765625,Детские товары,closure_type,тип застежки подгузника | тип подгузников,text,vehicle_type,вид спецтехники,text,,
0.9263448119163513,Галантерея и аксессуары,print_design,вид принта,text,insert_material_type,вставка | тип вставки,text,,
0.9845020174980164,Музыкальные инструменты,color,звукосниматели | цвет товара,text,color,материал крышки | цвет товара,text,,
0.9293305277824402,Бытовая химия,form,тип ловушки | форма выпуска средств от вредителей,text,form,из названия товара,text,,
0.9732376337051392,Бытовая химия,target_laundry_type,назначение средства для стирки | назначение стирального средства,text,laundry_type,назначение средства для стирки,text,,
