id1,id2,category,name_1,name_2,target,predict,name_token_set_ratio,name_numeric_jaccard,number_conflict,measure_match,measure_conflict,brand_match,brand_conflict,model_match,model_conflict,color_match,color_conflict
601295487101,738734506110,Строительство и ремонт,"matrix отвертка fusion, sl6,0 х38 мм, crv, 3-х компонентная рукоятка ""anti slip""// matrix","отвертка fusion, sl6 х 38 мм, crv, трехкомпонентная рукоятка ""anti slip"" matrix",1.0,0.015313178115884668,0.9192546583850931,0.25,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
171798791141,635655297422,Аптека,"паста стоматологическая, 40мл omega dent",omega dent omega dent/ полирпаст-d cухой блеск (2 шприца x 3 мл),1.0,0.015381449098311592,0.42857142857142855,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
644245229373,420906799651,Галантерея и аксессуары,серьги красная пресня,красная пресня серьги,1.0,0.015792318906750008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180388735486,747324354262,Мебель,"комплект мебели для ванной комнаты с раковиной wellsee genuine tree 201015648: столешница, раковина, встраиваемый смеситель, сифон, донный клапан, аксессуары (цвет набора золото)",комплект мебели для ванной комнаты wellsee genuine tree с раковиной 201015728,1.0,0.01675515928742535,0.9305555555555556,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
34359873359,712964647535,Аптека,"иглы excalibur professional 9 curved soft magnum 0,30 mm long коробка 50 шт",excalibur professional иглы для тату - 30/09 soft magnum long taper 50 шт/уп,1.0,0.01700393353497696,0.7814569536423841,0.2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
412316929032,377957125862,Аптека,"контактные линзы alcon, air optix plus hydraglyde, ежемесячные, -11.00 / 14.2 / 8.6, 6 шт.","контактные линзы alcon air optix plus hydraglyde, 6 шт., r 8,6, d -11",1.0,0.01708210021197467,0.8152866242038216,0.16666666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
558345883875,438086779785,Автотовары,sangsin brake колодки тормозные sp4465,тормозные колодки sangsin brake sp1684,1.0,0.01901523000697344,0.9210526315789473,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
240518250441,721554642502,Аптека,готовые очки восток 2027 фиолетовые -1.50,готовые очки для зрения с диоптриями -1.5,1.0,0.01924862010789315,0.5609756097560975,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
395137054256,601295550450,Аптека,"контактные линзы alcon precision1 for astigmatism, 30 линз, sph -1,25 cyl -1,75 axis 80","alcon астигматические линзы precision1 toric_10_-1.75_бесцветный, 30 шт., -1.25 / 8.5/-1.75/10, 1 день",1.0,0.019376819711016135,0.5079365079365079,0.2222222222222222,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
498216271910,60129692874,Аптека,"acuvue астигматические линзы oasys for astigmatism with hydraclear plus, 6 шт., -6.50 / 8.6/-2.25/140, 2 недели","контактные линзы acuvue oasys for astigmatism with hydraclear plus, 6 шт., r 8,6, d -6,5, cyl: -2,25, aх: 140",1.0,0.019759267297136156,0.7325581395348837,0.2222222222222222,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
231928365574,197568529467,Обувь,converse / кеды,кеды converse,1.0,0.020200835785221985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
515396087141,292057835225,Электроника,мужская поясная сумка-борсетка-чехол mypads borsello для blackview bv6000s с несколькими отделениями на молнии и двумя большими вместительными карманами из натуральной кожи,чехол mypads для vivo iqoo neo черный (184865),1.0,0.02077718891011083,0.3571428571428571,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
111669179794,25769913437,Аптека,librederm либридерм (librederm) мицеллярная вода для снятия макияжа miceclean 200 мл 1 шт,"либридерм miceclean, мицеллярная вода для снятия макияжа, 400 мл",1.0,0.021054375155909768,0.7973856209150327,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
429496843554,687194905323,Электроника,чехол mypads для motorola moto g9 plus розовый (155397),чехол-клатч/портмоне/сумочка/кошелек mypads forever young для zte kis2 max вертикальный модный прошитый элегантной прострочкой с отделениями для банковских карт и банкнот розовый женский,1.0,0.021258338331719032,0.4931506849315068,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
137439014669,377957170128,Обувь,сказка / ботинки,ботинки сказка,1.0,0.02201886785388603,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
68719627462,738734477329,Одежда,шорты гимнастические,велосипедки grace dance,1.0,0.02235386011764309,0.23255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
77309513692,146029037129,Строительство и ремонт,"труба круглая нержавеющая aisi 304 диаметр 18 мм. стенка 1,5 мм. длина 1800 мм. ( 180 см ) трубка зеркальная электросварная аиси нержа","стан труба круглая нержавеющая aisi 304 диаметр 18 мм. стенка 1,5 мм. длина 1500 мм. ( 150 см ) трубка зеркальная электросварная аиси нержа",1.0,0.02239165025792464,0.9649805447470817,0.42857142857142855,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
17179914846,60129689453,Аптека,"coloplast alterna extra light / альтерна экстра лайт - конвексная пластина, фланец 60 мм (5 шт.)","пластины конвексные, выпуклые фланец 60 мм 5 шт coloplast alterna колопласт альтерна convex extra (light) с креплениями для пояса, вырезаемое отверстие под стому 15-43 мм 177410",1.0,0.022498663437504503,0.6382978723404256,0.4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
249108201388,94489421015,Аптека,"контактные линзы coopervision myday daily disposable toric, 30 шт., r 8,6, d -4,25, cyl: -0,75, aх: 170","coopervision астигматические линзы, 30 шт. , -4.25, 8.6, -0.75, 100, 1 день ",1.0,0.023079655201572787,0.550561797752809,0.1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
764504205504,790274119109,Электроника,системный блок bonuspk 3724899,"bonuspk системный блок мощный компьютер для игр bonuspk o3724623 (intel core i7-10700f (2.9 ггц), ram 16 гб, ssd 500 гб, nvidia geforce rtx 3080 (10 гб), windows 10 pro), черный",1.0,0.023761549038421113,0.8461538461538461,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
335007514587,188978600849,Обувь,кроссовки adidas,moshnaiafantazia / yeezy boost 350,1.0,0.024132675759976154,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
197568555186,712964625370,Хобби и творчество,"бисер стекло 12,0 ""кукольный розовый"" 15 гр","бисер стекло 12/0 ""кукольный розовый"" 15 гр",1.0,0.02443683801505652,0.9767441860465117,0.25,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
257698176135,489626417799,Аптека,melorsh компьютерные очки с футляром-змейка melorsch мод. sg2204 цвет 1 с линзами romeo 1.56 blue block -2.00 рц 64-66,компьютерные очки с футляром-змейка melorsch мод. sg2212 цвет 1 с линзами romeo 1.56 blue block -2.00 рц 64-66,1.0,0.024971036638874393,0.9665071770334929,0.7142857142857143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
292057806324,489626312855,Обувь,шлепанцы tommy hilfiger,tommy hilfiger / шлепанцы,1.0,0.025135262787798807,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
678604930296,807453898271,Одежда,"kaftan пижама kaftan, размер 46, голубой",домашний комплект,1.0,0.02524907878489358,0.2105263157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
128849121853,377957253933,Аптека,swiss / анальный лубрикант swiss premium anal lubricant - 29,"анальный премиум гель на силиконовой основе с расслабляющим эффектом premium anal lubricant (29,5 мл), swissnavy-00479",1.0,0.025325328699302624,0.7294117647058823,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
498216323173,146028966759,Обувь,босоножки simamy collection,simamy collection / босоножки,1.0,0.025406938587218226,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
747324462032,695784741742,Аптека,женский стимулятор-лубрикант pjur myglide - 30 мл.,"разогревающий лубрикант для женщин на водной основе pjur myglide (100 мл), pjur-10560",1.0,0.025546370534598857,0.45925925925925926,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
317827613632,687194905323,Электроника,чехол mypads для oneplus 9 розовый (167502),чехол-клатч/портмоне/сумочка/кошелек mypads forever young для zte kis2 max вертикальный модный прошитый элегантной прострочкой с отделениями для банковских карт и банкнот розовый женский,1.0,0.02654182534658133,0.5901639344262295,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
94489355580,635655309465,Одежда,huppa / парки,парка huppa,1.0,0.026552118550870366,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
111669187139,429496822753,Аптека,"wrp перчатки смотровые dermagrip нитриловые, 100 пар, повышенная чувствительность, s, ""ultra"" d1101-27","dermagrip перчатки медицинские, 200, s, нитрил, сиреневый",1.0,0.02675935703437991,0.5384615384615384,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678604890571,8589978626,Электроника,чехол mypads servitori для nomi i451 twist,вертикальный чехол-кобура mypads servitori для huawei honor 7 enhanced edition с узорчатой прострочкой из импортной эко-кожи с металлической кнопкой-застежкой с креплением на пояс на карабин черный,1.0,0.026908298810312356,0.6451612903225806,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
833223690612,781684131687,Галантерея и аксессуары,jacquemus сумка на плечо,jacquemus / сумка jacquemus,1.0,0.027095118051691607,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
455266587675,523986047935,Обувь,ботинки ralf ringer,ralf ringer / ботинки,1.0,0.027343532170218333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
695784827870,755914353855,Строительство и ремонт,"набор сверл по металлу, 1-10 мм (через 0.5 мм), hss, 19 шт, металлическая коробка, цилиндрический хвостовик matrix","набор сверл по металлу, 1-10 мм, через 0, 5 мм, hss, 19 шт. метал. коробка цил. хвостовик matrix 72388",1.0,0.027344667934738474,0.7830188679245284,0.42857142857142855,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575525713940,377957220276,Одежда,купальник слитный aquarilla,aquarilla / слитный купальник,1.0,0.027505328343169544,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
214748392266,214748491175,Ювелирные изделия,"совок для сахара ""antique"" sokolov 2501020012",jewelry сувенир ювелирный серебро другое,1.0,0.027833970787643374,0.23529411764705885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309237707224,592705595089,Аптека,"контактные линзы acuvue oasys for astigmatism with hydraclear plus 6 линз +1,50/-0,75/80","acuvue астигматические линзы, 6 шт. , 8.6",1.0,0.028398356774068653,0.3565891472868218,0.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
240518278744,171798852267,Аптека,"coopervision контактные линзы biofinity_прозрачный, 3 шт. , -2.25, 8.6, 1 месяц ","biofinity coopervision / biofinity /-02.25 / 8,6 / 3 шт",1.0,0.028698291351784953,0.6166666666666667,0.16666666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
549755877410,755914252835,Музыкальные инструменты,трость для бас-кларнета rigotti gold classic rg.ccb-2.5,трость для саксофона-альт rigotti gold classic rg. csa-4,1.0,0.028995656405280564,0.7387387387387387,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171798842678,188978665935,Музыкальные инструменты,mackie / profx6v3 аналоговый микшер,4-канальный микшер с процессором эффектов,1.0,0.029375739059934357,0.368421052631579,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833223707419,395137104785,Обувь,karabey / шлепанцы,шлепанцы karabey,1.0,0.029895421524227226,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
807453955967,721554656331,Строительство и ремонт,подвесная люстра wertmark marta we528.02.713,подвесная люстра wertmark we528.01.713,1.0,0.02995218398532438,0.9024390243902439,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
85899457403,151200,Строительство и ремонт,"teymi комплект teymi: раковина ellie 60 + смеситель potato высокий, сатин f06969","комплект teymi: раковина ellie 60 + смеситель potato высокий, сатин f07149",1.0,0.030053484380900553,0.950354609929078,0.3333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
566935711799,352187405635,Обувь,туфли makfly,кеды makfly,1.0,0.030146718326968334,0.7058823529411765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
644245155577,472446512681,Аптека,"тонометр на плечо, автоматический , электронный тонометр, blood presure monitor x180","4yourlife / тонометр автоматический, электронный для измерения давления",1.0,0.03119379744870345,0.6322580645161291,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
326417588473,472446512681,Аптека,"тонометр на плечо, автоматический , электронный тонометр, blood presure monitor x180","4yourlife / тонометр автоматический, электронный для измерения давления",1.0,0.03119379744870345,0.6322580645161291,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
652835060806,472446512681,Аптека,"тонометр на плечо, автоматический , электронный тонометр, blood presure monitor x180","4yourlife / тонометр автоматический, электронный для измерения давления",1.0,0.03119379744870345,0.6322580645161291,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
180388656450,592705620182,Музыкальные инструменты,мундштук для тенор саксофона yanagisawa №7 эбонитовый,мундштук для баритон саксофона №9 эбонитовый,1.0,0.031551936249455945,0.8571428571428571,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120259146391,214748428176,Одежда,кигуруми funfur,кигуруми,1.0,0.031835251954300696,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
790274098118,506806241825,Одежда,футболка luneva,футболка,1.0,0.031835251954300696,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
549755934169,515396154571,Обувь,кроссовки ecotex,кроссовки ecotex star,1.0,0.03189481072257159,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
429496819619,412316914202,Обувь,vans / кеды,кеды vans,1.0,0.03233230655871174,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
231928349948,498216307932,Аптека,"контактные линзы acuvue oasys max 1-day 30 линз, r 9.0 sph +2.25, однодневные, прозрачные","контактные линзы acuvue oasys max 1-day 30 линз, r 9,0 sph +2,25",1.0,0.03256124759045173,0.9152542372881356,0.3333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
695784808015,231928398432,Аптека,"тонометр little doctor ld-23а, автоматический, большая манжета 25-36 см, 4хаа, с адаптером",little doctor / тонометр ld23 а автомат на плечо-1шт.,1.0,0.03258231783351575,0.6153846153846154,0.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
738734428778,790274031683,Одежда,"натали комплект натали, размер 58, зеленый",костюм классический davod jvan,1.0,0.03284217605798677,0.27777777777777773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
68719602707,764504244290,Одежда,шапка hip hop,"без бренда бейсболка , размер 52-56, синий, красный",1.0,0.032852068854562204,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
455266585673,463856488908,Музыкальные инструменты,yerasov / ls-2 loop selector педаль эффектов,yerasov ls-1 loop selector педаль эффектов,1.0,0.03319749927122258,0.9534883720930233,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335007564187,110949,Музыкальные инструменты,dr / струны для бас-гитары dr neon hidef yellow nyb5-45 45-125,"комплект струн для 7-струнной электрогитары, никелированные, с покр., 10-56, neon yellow dr nye7-10",1.0,0.033282508940730975,0.46835443037974683,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111669198358,163208817708,Электроника,картридж оригинальный kyocera tk-6305 black для принтера kyocera taskalfa 5500i; taskalfa 3501i,картридж оригинальный kyocera tk-6305 black для принтера kyocera taskalfa 3500i; taskalfa 4500i,1.0,0.03330892835670356,0.9615384615384616,0.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
68719500360,25769957508,Обувь,сапоги nerpa,kaury / сноубутсы женские резиновые утепленные до -40 ºс,1.0,0.033749426434881394,0.14705882352941174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
463856554124,687194810597,Галантерея и аксессуары,queen fair / браслет женский,браслет queen fair,1.0,0.03376029814870456,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755914273303,584115575015,Одежда,форма футбольная sport football,"не определен костюм , размер s, красный",1.0,0.0341401120582604,0.3142857142857143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
214748412871,60129640867,Аптека,benovy / перчатки нитриловые одноразовые 200 шт 100 пар,"benovy перчатки медицинские, 1, m, нитрил, голубой",1.0,0.03431870841539536,0.5142857142857143,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
747324360167,25769865272,Аптека,"контактные линзы acuvue oasys for astigmatism with hydraclear plus 6 линз -0,50/-1,25/30","acuvue oasys with hydraclear plus for astigmatism (6 линз) bc 8,6 sph -0.50 cyl -2,25 axis 30",1.0,0.03435421847575377,0.7624309392265194,0.2857142857142857,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
455266640128,472446423376,Строительство и ремонт,"верстакофф стол производственный, верстак четырехтумбовый mechanic м20.6ппс1пс22 универсальный в гараж, в мастерскую,870х2000х700","стол производственный, верстак четырехтумбовый mechanic м20 №986 универсальный в гараж, в мастерскую,870х2000х700",1.0,0.0344618395789582,0.9577464788732394,0.375,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
627065377939,549755853298,Мебель,"стол барный ruby ted 100х40 (массив лиственницы, черный)/ loft, основание металл 40х20 ручной работы.","walmi стол барный ruby ted 105х40 (массив лиственницы, черный)/ loft, основание металл 40х20 ручной работы.",1.0,0.03464763105440228,0.9641025641025641,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
111669272665,481036479028,Электроника,servicefull / картридж mlt-d119s для принтера samsung,"картридж nv-print mlt-d119s mlt-d119s для samsung ml-1610, ml-1615, ml-1620, ml-1625, ml-2010, ml-2015, ml-2020, ml-2510, ml-2570, ml-2571, scx-4321, scx-4521 2000стр черный",1.0,0.03467667160594873,0.7228915662650602,0.07142857142857142,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
781684089270,807453923625,Ювелирные изделия,"кулон ""спираль фибоначчи"" позолота серебро 925. подарок для всех",drvorobev / ювелирная подвеска,1.0,0.03472969482280557,0.2553191489361703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
652835144085,807453872224,Одежда,"softline слипы 4467 softline, xl, черный/белый",эротическое белье,1.0,0.0354198550556854,0.15873015873015872,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
352187388839,94489417214,Строительство и ремонт,"сибртех / сверло по дереву перовое, 25мм сибртех (70375)","сверло по дереву перовое, 22 мм сибртех 70372",1.0,0.03545934345576245,0.8817204301075269,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
498216241931,180388700758,Одежда,"karmelstyle куртка karmelstyle, размер 52, черный",пальто кармельстиль,1.0,0.03550534052612087,0.17647058823529405,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
755914320753,412316929761,Одежда,"stylefrox / кепка детская, щенячий патруль, р-р 52-56",бейсболка,1.0,0.03567607973369487,0.12903225806451615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
695784784292,309237742659,Мебель,столешница для кухни скиф 2600х600x38мм с кромкой. цвет - сахара белая,столешница для кухни размер 2300х600x38мм с кромкой. цвет - сахара белая,1.0,0.036001325399093856,0.9154929577464789,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
678604979070,687194896179,Музыкальные инструменты,"акустическая гитара, с чехлом, матовая, parkwood pw-410-ns","sire a4 (ds) nt электроакустическая гитара, цвет натуральный",1.0,0.03620407345372799,0.44067796610169496,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
403726957111,833223785706,Ювелирные изделия,подвеска мусульманская луна и звезда с бриллиантом на подарок серебра 925 пробы,"sokolov подвеска sokolov, серебро, 925 проба, родирование, бриллиант",1.0,0.03650565458559491,0.5034013605442177,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764504356705,541165968002,Обувь,кеды maison david paris,кеды мужские tendance tm2820-6 черные 43 eu,1.0,0.036525904739111006,0.303030303030303,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
34359800801,463856496307,Ювелирные изделия,valtera моносерьга серебро родированное 925 пробы,"valtera серьги каффы valtera, серебро, 925 проба, серебряный",1.0,0.0365644447324942,0.5321100917431193,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
472446492365,635655292002,Одежда,носки,/ набор женских носков kaftan,1.0,0.036963952465056446,0.23529411764705885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721554600342,704374697800,Обувь,кроссовки унисекс nike zoom mercurial vapor 15 academy turf low-top football серые 8 us,сороконожки для футбола nike,1.0,0.03716549827551829,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
523986042335,506806272776,Одежда,кроп-топ super,01-elza / топы,1.0,0.03833839199548808,0.3571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833223780934,446676657109,Обувь,бутсы,atemi / бутсы,1.0,0.03837771942702799,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
180388786553,60129620739,Обувь,"не определен тапочки, размер 43-44, бежевый",тапочки camwool,1.0,0.03837937141097566,0.2758620689655173,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
377957240319,283467891972,Электроника,для acer a315-42-r9rd aspire зарядное устройство блок питания ноутбука (зарядка адаптер + кабель\шнур),для acer a315-21-68x1 aspire зарядное устройство блок питания ноутбука (зарядка адаптер + кабель/шнур),1.0,0.0391430348407395,0.9411764705882354,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146028894898,532576046316,Одежда,westland / джинсы,джинсы westland,1.0,0.03944342298832788,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
429496741371,463856480101,Аптека,"контактные линзы acuvue oasys 1-day with hydraluxe for astigmatism, 30 шт., r 8,5, d -1,25, cyl: -0,75, aх: 140, 1 уп.","acuvue астигматические линзы oasys 1-day with hydraluxe for astigmatism 30 линз, 30 шт., -5.75 / 8.5/-1.25/140, 1 день",1.0,0.039947325030593436,0.721030042918455,0.3333333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
352187374768,635655204736,Музыкальные инструменты,"мозеръ ap-11 струны для акустической гитары, амер. фосфорная бронза, 80/20 (011-052)","струны для акустической гитары 6 шт, нейлон/посереберенная медь, мозеръ, 11-52, ac11",1.0,0.040009200196381906,0.6666666666666665,0.14285714285714285,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
463856607541,429496861451,Автотовары,сайлентблок,jikiu сайлентблок,1.0,0.040166046090251754,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498216339513,584115670836,Канцелярские товары,"кисть синтетика гамма, круглая №02",кисть гамма синтетика № 2 круглая,1.0,0.04070827153138524,0.9253731343283582,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
807453993965,498216297808,Галантерея и аксессуары,tropical / очки солнцезащитные мужские,очки солнцезащитные tropical,1.0,0.040886589370613624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
