attribute_name,item_support,occurrences,cumulative_occurrence_coverage,is_frequent
"высота, мм",3005,3005,0.6369944457404272,True
длина заушника,3000,3000,0.6379956341510706,True
застежка,2997,2997,0.6389958213733035,True
основной материал украшения,2982,2982,0.639991002653483,True
режим ношения,2982,2982,0.6409861839336626,True
вид техники,2957,2957,0.6419730219770868,True
коллекция (год),2896,2896,0.6429395025228279,True
радиус кривизны,2884,2884,0.6439019783149265,True
посадка,2878,2878,0.6448624517302037,True
комната,2793,2793,0.6457945581405128,True
вид каблука,2788,2788,0.6467249959034708,True
класс корма,2696,2696,0.647624730555169,True
состав комплекта,2668,2668,0.6485151207817013,True
oem-номер,2657,2657,0.6494018399840611,True
полнота,2635,2635,0.6502812171380762,True
количество заводских упаковок,2634,2634,0.6511602605626212,True
форма выпуска средства,2586,2586,0.6520232849725958,True
глубина,2580,2580,0.6528843070057492,True
питание,2578,2578,0.653744661579962,True
процессор,2563,2563,0.6546000102121218,True
материал фасада,2495,2495,0.655432665240307,True
тип застежки,2495,2495,0.656265320268492,True
спортивное назначение,2492,2492,0.6570969741082665,True
материал наполнителя,2486,2486,0.6579266255712197,True
серия,2453,2453,0.6587452639616558,True
срок службы,2428,2428,0.6595555591153366,True
тип цоколя,2418,2418,0.6603625169743151,True
цвет производителя,2418,2418,0.6611694748332938,True
тип пронации,2415,2415,0.6619754315038617,True
максимальная температура хранения,2384,2384,0.6627710425608531,True
рост,2377,2377,0.6635643175115529,True
вкус корма для животных,2365,2365,0.6643535877086101,True
минимальная температура хранения,2305,2305,0.6651228341374545,True
количество струн,2301,2301,0.665890745648418,True
параметры модели на фото (ог-от-об),2298,2298,0.6666576559709709,True
основной ингредиент,2276,2276,0.667417224245179,True
особенности состава,2264,2264,0.6681727877657446,True
дизайн,2240,2240,0.668920341779025,True
материал грифа,2217,2217,0.6696602200144905,True
"высота подошвы, см",2208,2208,0.6703970946847241,True
способ применения,2188,2188,0.6711272947655533,True
"диаметр, мм",2181,2181,0.6718551587400912,True
особенности продукта,2179,2179,0.6725823552556885,True
эффект,2175,2175,0.673308216853405,True
"высота каблука, см",2163,2163,0.6740300736974789,True
вид металла,2140,2140,0.6747442547637379,True
минимальный вес (г),2136,2136,0.675457100912116,True
возрастные ограничения,2117,2117,0.67616360620056,True
тип видеокарты,2091,2091,0.6768614345227786,True
управление,2091,2091,0.677559262844997,True
"мощность, вт",2077,2077,0.6782524189546325,True
вкус,2073,2073,0.6789442401463871,True
стекло,2070,2070,0.6796350601497311,True
материал каркаса,2064,2064,0.6803238777762537,True
особенности применения,2060,2060,0.6810113604848955,True
"глубина сиденья, см",2044,2044,0.681693503522014,True
диаметр,2012,2012,0.6823649672160855,True
содержит,2004,2004,0.6830337610743953,True
тип памяти,1993,1993,0.6836988839085327,True
степень защиты,1978,1978,0.684359000800617,True
вид спорта,1971,1971,0.6850167815864098,True
"особенности напитков, продуктов питания",1960,1960,0.6856708913480302,True
назначение корма,1943,1943,0.6863193277086569,True
формат,1940,1940,0.6869667628808729,True
"количество, штук",1936,1936,0.6876128631352082,True
тип рукава,1928,1928,0.6882562935537817,True
название аромата,1923,1923,0.6888980553250041,True
основной вкус корма,1890,1890,0.6895288040237095,True
количество дверей,1880,1880,0.6901562154277127,True
"высота сиденья, см",1879,1879,0.6907832931022457,True
конструктивные особенности,1866,1866,0.6914060322936659,True
видеокарта,1856,1856,0.692025434190384,True
линейка,1855,1855,0.6926445023576319,True
крепление,1854,1854,0.6932632367954095,True
серия в одежде и обуви,1834,1834,0.6938752966437829,True
операционная система,1832,1832,0.6944866890332158,True
о главном камне украшения,1804,1804,0.6950887369974826,True
вид вкуса корма,1794,1794,0.6956874476670475,True
ортопедический,1793,1793,0.6962858246071421,True
беспроводные интерфейсы,1785,1785,0.6968815317114748,True
установка,1784,1784,0.6974769050863375,True
средний вес изделия,1777,1777,0.6980699423549086,True
марка автомобиля,1768,1768,0.6986599760582478,True
"вес основных вставок, карат",1763,1763,0.699248341114236,True
напряжение,1740,1740,0.6998290303924091,True
наполнитель,1731,1731,0.7004067161053504,True
тип карманов,1726,1726,0.7009827331709406,True
модель процессора,1703,1703,0.7015510744587158,True
инструкция по уходу,1695,1695,0.7021167459107294,True
назначение муз. аксессуара,1691,1691,0.702681082444862,True
производитель,1685,1685,0.7032434166021735,True
вес без упаковки (кг),1672,1672,0.703801412276372,True
дней до замены,1672,1672,0.7043594079505706,True
количество камней,1669,1669,0.7049164024363587,True
ширина моста,1638,1638,0.7054630513085699,True
покрытие корпуса,1636,1636,0.7060090327218408,True
дополнительные функции,1624,1624,0.7065510093814691,True
количество полок,1623,1623,0.7070926523116272,True
затемнение,1614,1614,0.7076312916765534,True
оперативная память,1610,1610,0.7081685961235987,True
"длина изделия, см",1609,1609,0.7087055668411738,True
тематика украшения,1609,1609,0.7092425375587489,True
вид музыкального аксессуара,1606,1606,0.7097785070879133,True
системы защиты,1604,1604,0.7103138091581374,True
"длина стопы, см",1599,1599,0.7108474425810103,True
информация о размерах,1593,1593,0.711379073627062,True
вид упаковки,1585,1585,0.711908034837352,True
"влагосодержание, %",1573,1573,0.7124329912939993,True
чипсет,1553,1553,0.7129512731612424,True
совместимость,1549,1549,0.7134682201106046,True
тип кожи,1510,1510,0.7139721516106284,False
вид ламп,1507,1507,0.7144750819222417,False
действие,1503,1503,0.714976677315974,False
"ширина сиденья, см",1491,1491,0.7154742679560638,False
полнота обуви (eur),1486,1486,0.7159701899488026,False
максимальная нагрузка,1476,1476,0.7164627746468392,False
"высота игрушки, см",1466,1466,0.7169520220501736,False
"кислородопропускание, dk/t",1459,1459,0.7174389333472165,False
отделка,1457,1457,0.717925177185319,False
альтернативные артикулы товара,1444,1444,0.7184070825403087,False
вид чая,1442,1442,0.718888320436358,False
материал контактных линз,1442,1442,0.7193695583324072,False
бренд процессора,1441,1441,0.7198504624989863,False
вид питания,1435,1435,0.7203293642887441,False
вид раскладывания,1424,1424,0.7208045950543295,False
форма вставки,1424,1424,0.7212798258199149,False
материал столешницы,1409,1409,0.7217500506434471,False
"длина стельки, см",1407,1407,0.7222196080080389,False
число ядер процессора,1404,1404,0.72268816418422,False
"количество элементов, шт",1396,1396,0.7231540505246394,False
разрешение экрана,1395,1395,0.7236196031355886,False
рисунок на обивке,1392,1392,0.7240841545581271,False
признак 18+,1391,1391,0.7245483722511955,False
тип часов,1390,1390,0.7250122562147936,False
"длина украшения, см",1379,1379,0.7254724691542194,False
узор,1371,1371,0.7259300122578835,False
модель кольца,1370,1370,0.7263872216320773,False
тип установки,1369,1369,0.7268440972768009,False
тип золота,1363,1363,0.7272989705447033,False
эффект средства,1356,1356,0.727751507706314,False
"высота спинки, см",1349,1349,0.7282017087616334,False
срок хранения,1349,1349,0.7286519098169527,False
особенности повседневной обуви,1348,1348,0.7291017771428019,False
размер кольца,1348,1348,0.729551644468651,False
"частота процессора, ггц",1345,1345,0.7300005106060894,False
бренд графического процессора,1329,1329,0.7304440370720044,False
энергетическая ценность калории (на 100 g.),1329,1329,0.7308875635379195,False
порода кошки,1327,1327,0.7313304225448941,False
пищевая ценность углеводы,1326,1326,0.7317729478223985,False
особые потребности,1324,1324,0.7322148056409625,False
водонепроницаемость,1322,1322,0.7326559960005861,False
количество скоростей,1317,1317,0.7330955177128585,False
количество упаковок,1315,1315,0.7335343719661905,False
материал браслета,1315,1315,0.7339732262195225,False
область применения,1311,1311,0.7344107455549738,False
степень пылевлагозащиты,1307,1307,0.7348469299725441,False
плавучесть,1292,1292,0.7352781084480612,False
цилиндр (cyl),1273,1273,0.7357029460636442,False
тип матраса,1270,1270,0.7361267824908166,False
количество отделений,1264,1264,0.7365486165411677,False
количество ядер процессора,1254,1254,0.7369671132968166,False
особенности контактных линз,1251,1251,0.737384608864055,False
минимальный возраст,1249,1249,0.7378014369723529,False
класс водонепроницаемости,1243,1243,0.7382162627038295,False
материал накладки грифа,1240,1240,0.7386300872468954,False
"количество в комплекте, шт.",1238,1238,0.739043244331021,False
тип посадки,1235,1235,0.7394554002267358,False
материал (состав),1232,1232,0.7398665549340401,False
браслет/ремешок,1227,1227,0.7402760409939932,False
количество ладов,1226,1226,0.7406851933244761,False
"количество ламп, шт",1223,1223,0.7410933444665485,False
класс энергопотребления,1220,1220,0.7415004944202102,False
материал нижней деки,1215,1215,0.7419059757265207,False
с дозатором,1215,1215,0.7423114570328313,False
"диаметр корпуса, мм",1213,1213,0.7427162708802014,False
температурный режим,1211,1211,0.7431204172686312,False
тип накопителя,1208,1208,0.7435235624686503,False
материал струн,1207,1207,0.7439263739391991,False
тип линз,1206,1206,0.7443288516802778,False
цвет корпуса,1205,1205,0.7447309956918863,False
управление со смартфона,1186,1186,0.7451267988435606,False
"объем, л",1182,1182,0.7455212670773541,False
примечание,1181,1181,0.7459154015816775,False
"количество в упаковке, шт.",1177,1177,0.7463082011681199,False
влагосодержание,1171,1171,0.746698998377741,False
материал плафона,1166,1166,0.7470881269400111,False
"макс. мощность ламп, вт",1162,1162,0.7474759205844004,False
материал линзы,1161,1161,0.7478633804993193,False
"назначение моющего, чистящего средства",1158,1158,0.7482498392258278,False
механизм трансформации,1154,1154,0.7486349630344552,False
модель автомобиля,1153,1153,0.7490197531136126,False
"ширина спинки, см",1150,1150,0.7494035420043592,False
"длина, м",1149,1149,0.7497869971656356,False
тип волос,1146,1146,0.7501694511385014,False
тип открывания дверей,1138,1138,0.7505492352756055,False
высота подошвы,1134,1134,0.7509276844948287,False
сезонность,1134,1134,0.7513061337140519,False
"диаметр, см",1126,1126,0.7516819130975134,False
назначение средства для стирки,1116,1116,0.7520543551862727,False
расположение,1116,1116,0.7524267972750321,False
пищевая ценность белки,1115,1115,0.7527989056343213,False
длина рукава,1112,1112,0.7531700128051998,False
форма дивана,1108,1108,0.7535397850581974,False
порода собаки,1100,1100,0.7539068874754333,False
размер товара на фото,1099,1099,0.7542736561631991,False
материал корпуса/верхней деки,1094,1094,0.7546387562036136,False
минеральные вещества,1093,1093,0.7550035225145582,False
тип индикации,1086,1086,0.755365952719211,False
"общий объем ssd, гб",1085,1085,0.7557280491943937,False
подробная комплектация,1083,1083,0.756089478210636,False
мощность устройства,1081,1081,0.7564502397679379,False
стиль украшения,1077,1077,0.7568096664073589,False
крепление грифа,1076,1076,0.7571687593173096,False
"напряжение питания, в",1072,1072,0.7575265173093796,False
материал верхней деки,1070,1070,0.7578836078425091,False
зеркало,1068,1068,0.7582400309166981,False
возраст учащегося,1066,1066,0.7585957865319467,False
цвет вставки,1064,1064,0.758950874688255,False
тип ткани,1063,1063,0.7593056291150929,False
толщина,1061,1061,0.7596597160829905,False
тип нагревательного элемента,1059,1059,0.7600131355919476,False
утеплитель,1047,1047,0.7603625503472622,False
оптический привод,1037,1037,0.7607086278078746,False
материал игрушки,1035,1035,0.7610540378095466,False
длина предмета,1033,1033,0.7613987803522781,False
количество в наборе,1033,1033,0.7617435228950097,False
цвет плафона,1032,1032,0.762087931708271,False
вид одежды,1031,1031,0.7624320067920621,False
материал муз. инструмента/аксессуара,1031,1031,0.7627760818758533,False
особенности дизайна,1031,1031,0.7631201569596444,False
количество ssd,1021,1021,0.7634608947487335,False
мощность,1020,1020,0.7638012988083522,False
"средний вес изделия, г",1017,1017,0.7641407016795603,False
"количество ладов, шт.",1013,1013,0.7644787696328875,False
ось (axis),1012,1012,0.7648165038567446,False
страна,1012,1012,0.7651542380806017,False
область использования,1009,1009,0.7654909711160481,False
индекс нагрузки,1008,1008,0.7658273704220243,False
пищевая ценность жиры,1008,1008,0.7661637697280005,False
форм-фактор ram,1008,1008,0.7665001690339767,False
размер ru,1007,1007,0.7668362346104827,False
возраст украшения,1003,1003,0.7671709652691078,False
индикация,1001,1001,0.7675050284687924,False
число мест,996,996,0.7678374230211261,False
материал рамы,995,995,0.7681694838439895,False
тип аккумулятора,995,995,0.7685015446668529,False
единица товара,992,992,0.7688326043013056,False
применение,992,992,0.7691636639357584,False
тип крепления,988,988,0.7694933886523303,False
добавки,984,984,0.7698217784510214,False
форма столешницы,982,982,0.7701495007907719,False
"толщина, мм",979,979,0.770476221942112,False
интерфейсы и разъемы,971,971,0.7708002732576902,False
цвет материала,970,970,0.7711239908437982,False
высота каблука,959,959,0.771444037405734,False
обивка,958,958,0.7717637502381994,False
праздник,953,953,0.7720817944233138,False
изображение/надпись,943,943,0.7723965013137261,False
сетевая карта,942,942,0.7727108744746681,False
тип питания,941,941,0.7730249139061399,False
ширина общая,937,937,0.7733376184197309,False
гарантийный период,936,936,0.7736499892038516,False
особенности часов,921,921,0.7739573540459191,False
видеопамять,920,920,0.7742643851585165,False
"длина спального места в разложенном виде, см",917,917,0.7745704150827032,False
"количество упаковок, шт",909,909,0.7748737751711281,False
мензура,907,907,0.7751764678006127,False
материал обечайки,904,904,0.7754781592416865,False
модель графического процессора,904,904,0.7757798506827605,False
состав бижутерии,903,903,0.7760812083943641,False
"количество листов, шт",897,897,0.7763805637291465,False
"ширина спального места в разложенном виде, см",891,891,0.7766779166871076,False
модуль связи wifi,886,886,0.7769736009977176,False
эффекты,886,886,0.7772692853083276,False
наличие звукоснимателя,885,885,0.7775646358894674,False
марка тс,883,883,0.7778593190116668,False
возраст ребенка,881,881,0.7781533346749258,False
ос (краткое название),881,881,0.7784473503381848,False
принт,879,879,0.7787406985425033,False
"вес с упаковкой, г",877,877,0.7790333792878814,False
с подлокотниками,870,870,0.779323723926968,False
версия windows,862,862,0.7796113987302928,False
"площадь освещения, кв.м",860,860,0.7798984060746773,False
длина спального места,857,857,0.7801844122306512,False
"размеры, мм (шхгхв)",855,855,0.7804697509276844,False
"макс. уровень шума, дб",852,852,0.7807540884363072,False
основа картины,852,852,0.78103842594493,False
"высота голенища, см",849,849,0.781321762265142,False
расположение сиденья,846,846,0.7816040973969435,False
"ширина грифа, мм",843,843,0.7818854313403343,False
вид стирки,838,838,0.782165096636374,False
тип упаковки,838,838,0.7824447619324137,False
количество карат,837,837,0.7827240934989833,False
"диагональ экрана, дюймы",828,828,0.7830004215003209,False
"вес, в килограммах",824,824,0.7832754145837776,False
число портов hdmi,823,823,0.7835500739377641,False
диаметр корпуса,810,810,0.7838203948086379,False
"мензура, мм",808,808,0.7840900482205712,False
силуэт,808,808,0.7843597016325045,False
средство,804,804,0.7846280201265569,False
вид запчасти,800,800,0.7848950037027285,False
материал фурнитуры,800,800,0.7851619872789001,False
форм-фактор ssd,795,795,0.7854273022077206,False
тип вставки,794,794,0.7856922834070709,False
интерфейсы,792,792,0.7859565971474807,False
размер корпуса,791,791,0.7862205771584204,False
фактура материала,785,785,0.7864825547925387,False
материал обложки,784,784,0.7867441986971869,False
модель сережек,780,780,0.7870045076839541,False
"ширина спального места, см",780,780,0.7872648166707215,False
вид стекла,778,778,0.7875244581985483,False
вставки дополнительные,778,778,0.7877840997263752,False
механизм часов,778,778,0.7880437412542021,False
глубина общая,777,777,0.7883030490525588,False
индекс скорости,773,773,0.7885610219330346,False
декор,772,772,0.7888186610840401,False
функции,772,772,0.7890763002350457,False
объем (л),764,764,0.7893312695502895,False
количество насадок,762,762,0.7895855714065929,False
как читать характеристику бриллианта,761,761,0.7898395395334262,False
тип замка,759,759,0.790092840201319,False
форма гитары,759,759,0.7903461408692117,False
текстура,755,755,0.7905981066192237,False
монтаж,753,753,0.7908494049102952,False
режим замены,752,752,0.7911003694718964,False
общий объем накопителей ssd,748,748,0.7913499991156169,False
количество колес,747,747,0.7915992950298671,False
в комплекте,744,744,0.7918475897557067,False
емкость аккумулятора,744,744,0.7920958844815462,False
объем оперативной памяти,744,744,0.7923441792073859,False
бриллиант,743,743,0.7925921402037552,False
возрастная группа,742,742,0.7928397674706543,False
глубина сиденья,741,741,0.7930870610080832,False
вес упаковки,736,736,0.7933326858981611,False
тип выключателя,736,736,0.7935783107882389,False
линейка процессора,734,734,0.7938232682193764,False
ширина спального места,730,730,0.7940668907326329,False
количество предметов в комплекте,729,729,0.7943101795164194,False
место установки,726,726,0.7945524671117951,False
набор,726,726,0.7947947547071708,False
функции часов,726,726,0.7950370423025465,False
"ширина упаковки, см",726,726,0.7952793298979222,False
объем (мл),724,724,0.7955209500343574,False
тип механизма,723,723,0.7957622364413225,False
штук в упаковке,723,723,0.7960035228482876,False
"высота упаковки, см",722,722,0.7962444755257825,False
модуль связи bluetooth,722,722,0.7964854282032773,False
"длина упаковки, см",721,721,0.7967260471513019,False
подсветка,720,720,0.7969663323698564,False
"мощность блока питания, вт",719,719,0.7972062838589405,False
вставка подробнее,717,717,0.7974455678890844,False
карманы,717,717,0.7976848519192281,False
объем видеопамяти,710,710,0.7979217998430804,False
группа аромата,709,709,0.7981584140374625,False
количество внутренних отделений,709,709,0.7983950282318445,False
тип бриджа,708,708,0.7986313086967564,False
количество ножек,707,707,0.798867255432198,False
классификация аромата,704,704,0.799102200979229,False
количество режимов работы,703,703,0.7993368127967898,False
степень обжарки,702,702,0.7995710908848803,False
частота замены,702,702,0.7998053689729709,False
тип средства,694,694,0.8000369772252998,False
модель тс,691,691,0.800267584289218,False
инструмент,685,685,0.8004961889763149,False
коэффициент пропускания кислорода,681,681,0.800723458745531,False
диаметр мкл,680,680,0.8009503947852767,False
количество ящиков,678,678,0.8011766633660822,False
тип продукта,678,678,0.8014029319468876,False
вес нетто,677,677,0.8016288667982229,False
разъемы и интерфейсы,675,675,0.8018541341906176,False
"длина шнура, м",673,673,0.8020787341240719,False
основной материал,673,673,0.8023033340575263,False
тип корпуса,672,672,0.8025276002615104,False
назначение стирального средства,671,671,0.8027515327360243,False
форма выпуска напитка,667,667,0.8029741302926574,False
количество штук в упаковке,665,665,0.80319606039035,False
"вес упаковки, кг",664,664,0.8034176567585725,False
размер инструмента,664,664,0.8036392531267949,False
материал основания,661,661,0.8038598483066066,False
"ширина ремешка, мм",658,658,0.8040794422980078,False
диагональ экрана,657,657,0.8042987025599386,False
цвет циферблата,656,656,0.8045176290923993,False
"ширина, в сантиметрах",656,656,0.80473655562486,False
материал подклада/внутренней отделки,655,655,0.8049551484278505,False
поверхность,655,655,0.805173741230841,False
длина кабеля,652,652,0.8053913328454209,False
возраст,650,650,0.8056082570010603,False
длина дужки,648,648,0.8058245136977592,False
комплект поставки,646,646,0.8060401029355178,False
детали,643,643,0.8062546909848657,False
вид крючка,639,639,0.8064679441163327,False
количество элементов,639,639,0.8066811972477999,False
комплектация лампочками,639,639,0.8068944503792669,False
"длина большей стороны, см",636,636,0.8071067023223233,False
"диаметр, дюймы",635,635,0.8073186205359094,False
материалы набора,634,634,0.8075302050200255,False
"содержание мяса, субпродуктов, %",634,634,0.8077417895041414,False
модельный год,633,633,0.8079530402587872,False
тип товара,629,629,0.8081629560955521,False
площадь освещения,628,628,0.8083725382028468,False
для кого,624,624,0.8085807853922606,False
"длина по вертикали, см",622,622,0.808788365122734,False
"длина по горизонтали, см",622,622,0.8089959448532075,False
технология матрицы,622,622,0.8092035245836808,False
типоразмер корпуса,622,622,0.8094111043141542,False
циферблат,617,617,0.8096170153972766,False
ширина оправы,616,616,0.8098225927509287,False
высота общая,615,615,0.8100278363751106,False
конфигурация накопителей,614,614,0.8102327462698222,False
"длина меньшей стороны, см",610,610,0.8104363212466531,False
плотность,608,608,0.8106392287645435,False
раковина в комплекте,608,608,0.810842136282434,False
"высота, в сантиметрах",607,607,0.8110447100708541,False
количество камер,606,606,0.8112469501298041,False
"высота платформы, см",605,605,0.8114488564592839,False
калибр струн,605,605,0.8116507627887636,False
"длина спального места, см",603,603,0.8118520016593029,False
ширина носового моста,601,601,0.8120525730709018,False
вид плетения цепочки,599,599,0.8122524770235603,False
дверцы,598,598,0.8124520472467486,False
"кол-во в комплекте, шт",598,598,0.8126516174699369,False
подъемный механизм,598,598,0.812851187693125,False
"энергетическая ценность, ккал/100 g",597,597,0.8130504241868431,False
состав ткани,596,596,0.813249326951091,False
особенности очков,595,595,0.8134478959858685,False
таймер,595,595,0.8136464650206462,False
обложка,593,593,0.8138443665964834,False
особенности конструкции,591,591,0.8140416007133802,False
тренируемые навыки,591,591,0.8142388348302769,False
размер простыни,589,589,0.8144354014882332,False
состав кофе,589,589,0.8146319681461895,False
форма страз,588,588,0.8148282010746757,False
регулировка по высоте,587,587,0.8150241002736915,False
режимы работы,585,585,0.8152193320137671,False
"высота профиля, %",584,584,0.8154142300243723,False
размер пододеяльника,584,584,0.8156091280349775,False
специальные отделения,584,584,0.8158040260455828,False
защищенность,583,583,0.8159985903267178,False
вырез горловины,581,581,0.8161924871489125,False
количество цветов,581,581,0.8163863839711071,False
изгиб ресниц,580,580,0.8165799470638314,False
свет,578,578,0.8167728426976154,False
"диаметр колес, дюймы",576,576,0.816965070872459,False
количество секций,576,576,0.8171572990473025,False
особенности конструкции сумки,576,576,0.817349527222146,False
"диапазон температур, °с",575,575,0.8175414216675193,False
