similarity,left_category,left_concept,left_attribute_role,left_value_family,right_concept,right_attribute_role,right_value_family,manual_same_attribute,manual_notes
0.9648499488830566,Мебель,dimensions,ширина общая,length,dimensions,ширина | ширина. см,length,,
0.9122512340545654,Автотовары,color_details,из названия товара,text,color_pattern,из названия товара,text,,
0.8968578577041626,Красота и гигиена,package_contents,штук в упаковке,count,package_contents,единиц в одном товаре | штук в упаковке,count,,
0.9713582396507263,Обувь,heel_height_cm,вид каблука | высота каблука. см,length,heel_height_cm,высота каблука. см | размер,length,,
0.941478967666626,Строительство и ремонт,lamp_count,количество ламп | количество ламп. шт,count,lamp_count,количество ламп. шт,count,,
0.9230196475982666,Дом и сад,toy_type,вид новогодней игрушки | вид фигурки,text,shape,вид новогодней игрушки | вид фигурки,text,,
0.9427924156188965,Обувь,material_sole,материал подошвы обуви | состав,percentage,sole_material_composition,материал низа | материал подошвы обуви,percentage,,
0.9229639172554016,Канцелярские товары,ink_type,свойства и особенности,text,ink_type,особенности фломастеров. маркеров,text,,
0.8740643858909607,Спорт и отдых,hole_diameter,из названия товара,length,hole_diameter_mm,диаметр отверстия для грифа. мм,length,,
0.9291232824325562,Продукты питания,nut_type,вид орехов | тип,text,nut_type,из названия товара,text,,
0.9731348156929016,Спорт и отдых,diameter,толщина | толщина. мм,length,diameter,толщина лески | толщина. мм,length,,
0.8874503970146179,Бытовая химия,intended_use,назначение средства для стирки | назначение стирального средства,text,purpose,назначение моющего. чистящего средства | назначение стирального средства,text,,
0.9780502915382385,Электроника,lens_kit,комплект | тип объектива,count,lens_kit,объектив в комплекте | тип объектива,count,,
0.9962646961212158,Детские товары,max_age,максимальный возраст ребенка,age,age_max,максимальный возраст ребенка,age,,
0.9561039209365845,Дом и сад,material,материал арматуры | материал рамки,text,material,материал рамки,text,,
0.9789067506790161,Спорт и отдых,dimensions,длина | размеры. мм,length,dimensions,длина. мм | длина. см,length,,
0.8537999391555786,Продукты питания,dietary_features,особенности | особенности напитков. продуктов питания,text,product_features,особенности напитков. продуктов питания | особые указания,text,,
0.9181827306747437,Товары для животных,product_class,класс ингредиентов | класс корма,text,product_class,класс корма | холистик,text,,
0.9428220391273499,Строительство и ремонт,package_contents,комплектация | полотенцедержатель,count,package_contents,комплектация | комплектация коронки,count,,
0.9351874589920044,Канцелярские товары,height,высота. в сантиметрах,length,height,длина,length,,
0.9296050071716309,Канцелярские товары,sheet_count,вместимость,count,sheet_count,количество листков,count,,
0.8353226780891418,Аптека,weight,вес товара без упаковки г | вес товара. г,mass,weight,вес товара. г | торговое наименование,mass,,
0.9373589158058167,Строительство и ремонт,product_type,вид | тип,text,product_type,тип | форма выпуска изделия,text,,
0.8285336494445801,Хобби и творчество,subject,предмет,text,subject,предмет росписи | тип,text,,
0.8966470956802368,Дом и сад,purpose,назначение питьевого стекла | тип,text,glass_purpose,назначение,text,,
0.9659170508384705,Строительство и ремонт,battery_capacity,емкость. а ч | комплектация,volume,capacity,емкость батареи,volume,,
0.9715468883514404,Мебель,height,высота полотна | высота. см,length,height,высота максимальная | высота. см,length,,
0.9542489647865295,Красота и гигиена,series,состав,text,series,из названия товара,text,,
0.8194774389266968,Строительство и ремонт,model,серия,text,model,тип,text,,
0.9681777954101562,Дом и сад,material,материал посуды,text,material,материал корпуса | материал посуды,text,,
0.9765752553939819,Спорт и отдых,length,длина. в миллиметрах,length,length,длина. в миллиметрах | общая длина. мм,length,,
0.9076133370399475,Спорт и отдых,drag_system,фрикцион | фрикционный тормоз,text,drag_system,вид катушки | фрикцион,text,,
0.9662401080131531,Продукты питания,package_quantity_unit,единиц в одном товаре | количество,count,package_quantity,единиц в одном товаре | набор,count,,
0.9710996150970459,Мебель,material_frame,материал | материал корпуса,text,frame_material,материал каркаса | материал рамы,text,,
0.930034875869751,Электроника,compatible_device,совместимые устройства,numeric,compatible_devices,из названия товара,numeric,,
0.9874518513679504,Хобби и творчество,stone_shape,техника рисования картины | форма страз,text,stone_shape,техника рисования картины,text,,
0.880817174911499,Канцелярские товары,brand,бренд | марка,text,brand,автор | бренд,text,,
0.8293614387512207,Дом и сад,technique,техника исполнения | тип картины,text,technique,техника исполнения | тип товара,text,,
0.9270501136779785,Автотовары,quantity,количество сидений | количество. штук,count,quantity,количество сидений | комплектация,count,,
0.9435793161392212,Музыкальные инструменты,back_and_sides_material,материал нижней деки | материал нижней деки и обечайки,text,back_side_material,материал корпуса/верхней деки | материал нижней деки и обечайки,text,,
0.944459855556488,Дом и сад,quantity,количество в упаковке. шт. | количество полотен,count,quantity,количество полотен | комплектация,count,,
0.957913875579834,Мебель,armrest_adjustment,регулировка подлокотников,text,armrest_adjustment,регулируемые подлокотники | с подлокотниками,text,,
0.8819402456283569,Электроника,gpu_model,видеокарта | встроенная видеокарта,numeric,gpu,видеокарта,numeric,,
0.9348279237747192,Продукты питания,fruit_variety,вид сухофруктов | состав,text,fruit_type,вид фруктов/ягод | основа,text,,
0.8162530064582825,Спорт и отдых,season,сезон | сезон использования,text,season,сезон снасти | тип блесны,text,,
0.9690300822257996,Спорт и отдых,battery_included,комплектация элементом питания | тип питания,count,battery_included,дополнительная информация | комплектация элементом питания,count,,
0.9158710837364197,Продукты питания,taste,вкус | состав,text,filling_taste,вкус | вкус начинки,text,,
0.8305689692497253,Канцелярские товары,origin_country,страна-изготовитель,count,country,страна производства | страна-изготовитель,count,,
0.9320142865180969,Ювелирные изделия,weight,средний вес | средний вес изделия. гр,mass,product_weight,средний вес изделия | средний вес изделия. гр,mass,,
0.9041862487792969,Продукты питания,product_type,способ обработки | тип,text,product_type,дополнительная информация | тип,text,,
0.9677585959434509,Продукты питания,tea_type,вид чая | состав,text,tea_type,сорт,text,,
0.8013773560523987,Музыкальные инструменты,package_dimensions,длина,length,package_width,материал струн | ширина упаковки,length,,
0.9788816571235657,Галантерея и аксессуары,bracelet_material,браслет/ремешок,text,bracelet_material,браслет/ремешок | декоративные элементы,text,,
0.8949133157730103,Спорт и отдых,frame_material,материал оправы | материал стекла,text,frame_material,конструкция санок | материал каркаса,text,,
0.8919667601585388,Канцелярские товары,format,размер | формат,length,format,размер,length,,
0.9920300841331482,Продукты питания,max_storage_temp,максимальная температура | температура хранения,data,max_storage_temperature,максимальная температура | температура хранения,data,,
0.8943373560905457,Электроника,switch_type,тип механических переключателей,text,switch_type,тип клавиатуры | тип механических переключателей,text,,
0.8601779341697693,Дом и сад,shape,вид фигурки | форма шкатулки,text,shape,форма подарочной коробки,text,,
0.8831810355186462,Красота и гигиена,effect,способ применения,text,effect,особенность оттенка | эффект,text,,
0.9659542441368103,Хобби и творчество,needle_diameter,диаметр спиц. мм | диаметр спицы,length,needle_diameter,диаметр спиц. мм,length,,
0.8418100476264954,Электроника,power_consumption,потребляемая мощность. вт | электропитание в режиме ожидания,power,power_consumption,мощность каждой лампы | потребляемая мощность. вт,power,,
0.8887063264846802,Электроника,power_consumption,макс. выходная мощность. вт | потребляемая мощность,power,power_consumption,мощность каждой лампы | потребляемая мощность. вт,power,,
0.8399608135223389,Ювелирные изделия,view,вид | дизайн,text,view_type,вид | модель сережек,text,,
0.9757502675056458,Мебель,orientation,ориентация | подлокотники,text,orientation,ориентация | угловое расположение,text,,
0.8475850224494934,Бытовая химия,purpose,действие | назначение моющего. чистящего средства,text,purpose,назначение средства | назначение средства для стирки,text,,
0.929172158241272,Дом и сад,design_elements,декоративные элементы,text,style,декоративные элементы | оформление,text,,
0.8781718611717224,Мебель,shelves_count,внутренние секции | количество полок,count,shelf_count,количество открытых полок | число отделений. шт,count,,
0.9433716535568237,Электроника,ram_capacity,объем оперативной памяти,data,ram_size,объем оперативной памяти,data,,
0.9110607504844666,Электроника,stabilization_type,стабилизатор | стабилизатор изображения фотосъемка,text,stabilization,стабилизатор изображения | стабилизация,text,,
0.8747422695159912,Бытовая химия,country,страна | страна-изготовитель,count,country_of_origin,страна-изготовитель | страна-производитель товара,count,,
0.8566092252731323,Хобби и творчество,country,страна-изготовитель | язык,count,country_of_origin,страна-изготовитель | страна-производитель,count,,
0.9736915826797485,Хобби и творчество,size,длина упаковки,length,size,длина упаковки. см | размеры. мм,length,,
0.868481457233429,Детские товары,frame_material,материал каркаса,text,frame_material,материал рамы | материал рамы седла,text,,
0.8500170111656189,Детские товары,gender,для детей | пол,text,gender,пол,text,,
0.9992523193359375,Канцелярские товары,paper_density,плотность | плотность бумаги. г/м2,numeric,paper_density,плотность бумаги | плотность. г/м2,numeric,,
0.9532036185264587,Мебель,orientation_description,ориентация | расположение угла/петель,text,orientation_format,ориентация | расположение угла/петель,text,,
0.8294302225112915,Спорт и отдых,strap_length,длина ремешка. мм | размер ремешка,length,handle_length,длина рукояти. см | материал рукоятки,length,,
0.9259276390075684,Электроника,package_quantity,количество в упаковке. шт | ресурс,count,package_quantity,количество в упаковке. шт | модель,count,,
0.8413178324699402,Детские товары,size_weight_range,размер,mass,dimensions,вес | размеры. мм,mass,,
0.9255536198616028,Красота и гигиена,material,материал корпуса/ручки | основной материал,text,material_composition,материал изделия | основной материал,text,,
0.9696594476699829,Строительство и ремонт,thickness,общая толщина двери. мм | толщина мм,length,door_thickness,общая толщина двери. мм | толщина полотна,length,,
0.883725643157959,Галантерея и аксессуары,strap_options,назначение ремня сумки | особенности конструкции сумки,text,strap_assignment,назначение ремня сумки,text,,
0.8718957901000977,Галантерея и аксессуары,case_material,материал браслета | материал корпуса,text,case_material_detail,дополнительная информация | материал корпуса,text,,
0.8460361361503601,Красота и гигиена,material_finish,состав | тип волокна ресниц,text,material_type,материал | тип волокна ресниц,text,,
0.8260622024536133,Детские товары,theme,особенности конструктора,text,theme,вид службы,text,,
0.9235842227935791,Автотовары,quantity,тип,count,quantity,комплектация | тип,count,,
0.8309777975082397,Музыкальные инструменты,layer_count,количество слоев,count,ply_count,количество слоев | комплектация,count,,
0.933940589427948,Продукты питания,package_weight,вес | вес с упаковкой. г,mass,package_weight,из названия товара,mass,,
0.8750559091567993,Дом и сад,seedling_planting_time,время посадки на рассаду | месяц посадки на рассаду,duration,planting_time,время посадки в грунт | месяц посадки в грунт,duration,,
0.9632853269577026,Строительство и ремонт,light_color,свет | цветность,numeric,light_color,свет,numeric,,
0.8219247460365295,Автотовары,installation_side,комплектация | место установки,count,installation_side,комплектация | мост установки,count,,
0.9775573015213013,Хобби и творчество,size,размер. мм,length,size,размер | размеры. мм,length,,
0.9488320350646973,Канцелярские товары,compartment_count,дополнительная информация | количество отделений,count,compartments_count,количество отделений,count,,
0.8344081044197083,Детские товары,toy_shape,вид мягкой игрушки,text,toy_type,вид мягкой игрушки | линейка,text,,
0.9743088483810425,Мебель,upholstery_material,материал обивки | тип ткани,text,upholstery_material,материал изделия | материал обивки,text,,
0.8914439678192139,Галантерея и аксессуары,strap_usage,назначение ремня сумки | тип,text,handle_type,назначение ремня сумки | ручки,text,,
0.8995632529258728,Ювелирные изделия,stone_count,вставка подробнее,count,stone_count,количество камней | чистота вставки,count,,
0.926175057888031,Электроника,ssd_capacity,общий объем накопителей ssd | тип накопителя,data,storage_ssd_size,общий объем накопителей ssd | тип накопителя,data,,
0.9849204421043396,Галантерея и аксессуары,strap_type,особенности сумки,text,strap_type,особенности конструкции сумки,text,,
0.856674313545227,Автотовары,filter_type,вид воздушного фильтра,text,filter_type,исполнение фильтра,text,,
0.862180769443512,Музыкальные инструменты,neck_attachment,крепление грифа | материал грифа,text,neck_joint,крепление грифа,text,,
0.9800596237182617,Галантерея и аксессуары,color,цвет | цвет товара,numeric,color,цвет товара,numeric,,
0.8773109912872314,Товары для животных,net_weight,вес товара. г,volume,weight,вес товара. г | объем,volume,,
0.8897299766540527,Мебель,sink_design,комплектация | особенности раковины,count,sink_included,комплектация,count,,
0.9807105660438538,Продукты питания,arabica_content,содержание арабики. % | состав,percentage,arabica_content,вид зерен | содержание арабики. %,percentage,,
0.9531219601631165,Спорт и отдых,diameter,толщина,length,diameter,размер. мм | толщина лески,length,,
0.9633036851882935,Бытовая химия,package_dimensions,размер упаковки длина х ширина х высота . см | ширина предмета,length,package_dimensions_format,длина упаковки | размер упаковки длина х ширина х высота . см,length,,
0.9446055889129639,Электроника,max_height,максимальная высота стойки,length,max_height,высота предмета | максимальная высота/длина. см,length,,
0.9540889859199524,Канцелярские товары,package_quantity,количество в наборе | количество маркеров. шт,count,package_quantity,количество в упаковке. в штуках | количество маркеров. шт,count,,
0.9499464631080627,Дом и сад,material_composition,материал | ткань,text,material_composition,материал | материал перчаток,text,,
0.884239137172699,Красота и гигиена,package_count,единиц в одном товаре | количество в упаковке,count,package_count,упаковка,count,,
0.8751430511474609,Продукты питания,aroma,из названия товара,text,aroma_type,особенности продукта,text,,
0.9081240296363831,Товары для животных,breed,вид животного | порода собаки,text,dog_breed,из названия товара,text,,
0.8893532752990723,Детские товары,flow_rate,поток у соски | скорость потока,text,flow_rate,из названия товара,text,,
0.9499644637107849,Ювелирные изделия,coating,материал изделия | состав ювелирного изделия,text,coating,основной материал украшения | отделка,text,,
0.9423364400863647,Строительство и ремонт,application_scope,назначение | работы,text,application_scope,область применения пропитки | работы,text,,
0.9126344919204712,Автотовары,car_year,год выпуска автомобиля,numeric,car_years,марка автомобиля,numeric,,
0.9314557313919067,Спорт и отдых,package_quantity,дополнительная информация | количество в упаковке. шт,count,package_quantity,кол-во в комплекте. шт | количество в наборе,count,,
0.9641039967536926,Строительство и ремонт,lighting_area,максимальная площадь освещения в м | площадь освещения. кв.м,numeric,area,максимальная площадь освещения в м | площадь освещения. кв.м,numeric,,
0.983036994934082,Хобби и творчество,width,ширина. в сантиметрах,length,width,ширина. см,length,,
0.957424521446228,Спорт и отдых,color,цвет линзы,text,color,цвет линз | цвет линзы,text,,
0.9156115055084229,Обувь,manufacturer_country,страна производства | страна-изготовитель,count,country_origin,страна производства | страна-изготовитель,count,,
0.9269982576370239,Спорт и отдых,total_piece_count,количество в наборе | количество. шт,count,total_piece_count,из названия товара,count,,
0.9881442189216614,Мебель,seat_height_max,макс. высота сиденья. см | максимальная высота сидения,length,seat_max_height,высота. см | максимальная высота сидения,length,,
0.9111489653587341,Мебель,backrest_adjustment,регулируемая спинка | функции,text,backrest_adjustable,особенности | регулируемая спинка,text,,
0.8900612592697144,Детские товары,suspension_type,амортизация | система амортизации,text,suspension,амортизация | конструкция вилки,text,,
0.8929986953735352,Электроника,package_quantity,единиц в одном товаре | количество в упаковке,count,package_quantity,количество модулей в комплекте | количество предметов в упаковке,count,,
0.8822088241577148,Мебель,armrest_material,вид подлокотников | исполнение,text,armrests,исполнение | подлокотники,text,,
0.9226648211479187,Ювелирные изделия,material_composition,состав ювелирного изделия | цвет,text,composition,состав ювелирного изделия,text,,
