split,specialist,direction,id1,id2,category,target,bge_probability,specialist_probability,absolute_error_gain,logloss_gain,title_1,title_2,title_token_set,brand_match,brand_conflict,model_code_match,model_code_conflict,title_code_match,title_code_conflict,primary_conflict_type
iid,minilm,specialist_better,721554563086,395137072009,Продукты питания,0.0,0.6145731210708618,0.038032956421375275,0.5765401646494865,0.9146286953561004,"чай в пакетиках черный tess pleasure с шиповником и яблоком, 100 шт","чай tess pleasure чёрный с шиповником и яблоком листовой, 100г",0.8372092843055725,0.0,1.0,0.0,0.0,0.0,0.0,weight
iid,minilm,specialist_better,386547104850,730144450844,Дом и сад,1.0,0.05508129298686981,0.6186277866363525,0.5635464936494827,2.4186936295345514,"ведро оцинкованное, 9 л","не определен --- ведро оцинкованное, 9 л, гост",0.9545454382896423,0.0,1.0,0.0,0.0,0.0,0.0,dimensions
iid,minilm,bge_better,12877,180388685383,Товары для животных,0.0,0.13967519998550415,0.9286876320838928,-0.7890124320983887,-2.4902402169456956,деревенские лакомства / палочки куриные для мини-пород 55гр,палочки куриные для мини-пород 55гр,1.0,0.0,0.0,0.0,0.0,1.0,0.0,pack_count
iid,minilm,bge_better,352187404525,678604976514,Канцелярские товары,1.0,0.9159082174301147,0.1466488242149353,-0.7692593932151794,-1.8318753825778675,"art space / пенал 210*80*45 ""guess who wins?"", полиэстер","пенал officespace ""artspace"", guess who wins?, 210х80х45 мм, полиэстер (sch_49581)",0.6521739363670349,0.0,0.0,0.0,0.0,0.0,0.0,none
iid,minilm,bge_better,584115664838,317827609171,Канцелярские товары,1.0,0.7650524377822876,0.054759733378887177,-0.7102927044034004,-2.636989246092318,"маркер ""copic classic"" yg21",copic / маркер classic двухсторонний на спиртовой основе цв.y21,0.42222222685813904,0.0,0.0,0.0,0.0,0.0,1.0,model_number
iid,minilm,bge_better,42949700620,42949695676,Детские товары,1.0,0.8031269907951355,0.11980494856834412,-0.6833220422267914,-1.9026478551489423,"без бренда кукла малышка lyna на велопрогулке с велосипедом и аксессуарами, микс","кукла малышка lyna на велопрогулке с велосипедом и аксессуарами, микс",1.0,0.0,0.0,0.0,0.0,0.0,0.0,dimensions
iid,minilm,bge_better,781684057340,463856527054,Продукты питания,1.0,0.8347123861312866,0.1596715897321701,-0.6750407963991165,-1.6539680761050388,"капсулы nespresso stokholm lungo, 10 капсул",nespresso / капсул stockholm lungo 1 уп. по 10 кап.,0.8297872543334961,0.0,0.0,0.0,0.0,0.0,0.0,weight
iid,minilm,bge_better,824633788612,214748413934,Красота и гигиена,1.0,0.837749719619751,0.16625508666038513,-0.6714946329593658,-1.617196116413536,"sheamoisture, power greens, кондиционер, моринга и авокадо, 384 мл","shea moisture sheamoisture, power greens, кондиционер, «моринга и авокадо», 384 мл (13 жидк. унций)",0.852173924446106,0.0,0.0,0.0,0.0,0.0,0.0,weight
iid,minilm,bge_better,704374731785,61344,Продукты питания,1.0,0.7965948581695557,0.14023225009441376,-0.6563626080751419,-1.7370462386541727,"псыж / вода газированная пэт 0,45л х 12шт","вода псыж лечебно-столовая газированная 0,45 л (12 штук в упаковке)",0.6984127163887024,0.0,0.0,0.0,0.0,0.0,0.0,none
iid,minilm,bge_better,77309449257,34359782621,Продукты питания,1.0,0.9082567691802979,0.26826387643814087,-0.639992892742157,-1.2195560143938728,сухари семейка озби классические с изюмом 300 г,"сухари семейка озби, классические с изюмом и сахаром, 300 г",0.9438202381134033,0.0,1.0,0.0,0.0,0.0,0.0,weight
iid,minilm,bge_better,94489315393,77309449257,Продукты питания,1.0,0.9082567691802979,0.26826387643814087,-0.639992892742157,-1.2195560143938728,"сухари семейка озби, классические с изюмом и сахаром, 300 г",сухари семейка озби классические с изюмом 300 г,0.9438202381134033,0.0,1.0,0.0,0.0,0.0,0.0,weight
iid,minilm,bge_better,523986142164,231928262918,Спорт и отдых,0.0,0.08837396651506424,0.7100733518600464,-0.6216993853449821,-1.1456019014390573,"вседлялодки неман-1. стекло с калиткой, тент, дуги, крепления. комплект",неман-1. тент с дугами с креплениями на штатное стекло,0.6178861856460571,0.0,0.0,0.0,0.0,1.0,0.0,none
iid,minilm,bge_better,566935737414,60129608642,Красота и гигиена,0.0,0.14171971380710602,0.7446267008781433,-0.6029069870710373,-1.212204327226336,"не определен травяной сбор для купания младенцев череда, 250 мл",наша мама средство для купания 250 мл,0.6545454263687134,0.0,1.0,0.0,0.0,0.0,0.0,volume
iid,minilm,bge_better,180388795180,60129677008,Красота и гигиена,1.0,0.8485910296440125,0.2501903772354126,-0.5984006524085999,-1.2213552249386097,dewal beauty / мягкие поролоновые бигуди для завивки волос d 25 мм 10 шт,бигуди поролоновые dewal beauty 10шт диаметр 25ммx70мм оранжевые деваль dbp25,0.6442952752113342,0.0,0.0,0.0,0.0,0.0,0.0,pack_count
iid,rumodernbert,specialist_better,8589965299,180388634570,Музыкальные инструменты,1.0,0.09503841400146484,0.9814732074737549,0.88643479347229,2.334773548033302,ремень для гитары righton straps bassman fakey black 8401010050702,"8401010050702 bassman fakey black ремень для гитары, righton straps",0.9924812316894531,0.0,0.0,0.0,0.0,0.0,0.0,dimensions
iid,rumodernbert,specialist_better,541165960448,120259212187,Электроника,1.0,0.05242761969566345,0.9185375571250916,0.8661099374294281,2.8633492475584115,intel 3 тб внутренний ssd-диск dc p4610 ssdpe2ke032t807 (ssdpe2ke032t807),"ssd накопитель intel p4610 3,2 тб (ssdpe2ke032t807)",0.7710843086242676,1.0,0.0,0.0,0.0,1.0,1.0,ram_storage
iid,rumodernbert,specialist_better,377957240978,609885498964,Аптека,1.0,0.010994739830493927,0.834924042224884,0.8239293023943901,4.329923792119935,"контактные линзы acuvue oasys 1-day with hydraluxe, 30 шт., r 8,5, d -5,25","acuvue контактные линзы 1-day oasys with hydraluxe_прозрачный, 30 шт., -5.25 / 8.5/ 1 день",0.8292682766914368,0.0,0.0,0.0,0.0,1.0,0.0,none
iid,rumodernbert,specialist_better,42949754542,541165974063,Красота и гигиена,0.0,0.8068734407424927,0.1044965535402298,0.7023768872022629,1.5340403486916225,rever l322/rever parfum/collection for women/tobacco vanille/7 мл,rever parfum мдp l3262 духи-масло 7 мл,0.446601927280426,0.0,0.0,0.0,0.0,0.0,1.0,model_number
iid,rumodernbert,specialist_better,292057817626,94489429382,Хобби и творчество,1.0,0.09373603761196136,0.7520448565483093,0.658308818936348,2.082313250216225,"preciosa (382py) 331-19001/10/0 бисер прозрачный с перламутровым цветным центром, круглое отверстие, 20г, preciosa, 5 упак","бисер preciosa прозрачный, с перламутровым центром, круглое отверстие, цвет 382py, 5х20 г",0.7962085604667664,0.0,0.0,0.0,0.0,1.0,1.0,model_number
iid,rumodernbert,specialist_better,566935741150,257698085902,Ювелирные изделия,1.0,0.07228223979473114,0.7213904857635498,0.6491082459688187,2.300602126813477,яхонт ювелирный серьги ювелирные золото красное 585 пробы,"серьги из красного золота яхонт ювелирный 2703211, бриллиант",0.632478654384613,1.0,0.0,0.0,1.0,0.0,1.0,weight
iid,rumodernbert,specialist_better,317827614272,231928296176,Мебель,1.0,0.10864013433456421,0.7303422689437866,0.6217021346092224,1.9054723855073223,"лига диванов банкетка, рогожка, 50х122х47 см","лига диванов банкетка глория, микровельвет коричневый и бежевый",0.5046728849411011,0.0,0.0,0.0,0.0,0.0,0.0,weight
iid,rumodernbert,specialist_better,94489309632,609885393059,Строительство и ремонт,1.0,0.18752841651439667,0.7870253324508667,0.59949691593647,1.4343300478575074,"саморезы кровельные 4,8х50 мм, оцинкованные, 150 шт.","haupt саморезы кровельные, 4.8х50, оцинкованный 150 шт",0.849056601524353,0.0,0.0,0.0,0.0,0.0,1.0,dimensions
iid,rumodernbert,specialist_better,790274079402,257698052674,Дом и сад,1.0,0.3773759603500366,0.9706909656524658,0.5933150053024292,0.9447662207909227,"плоскостной секатор raco 185s profi-plus 220 мм, цельнокованый (4206-53/185s)",raco / секатор,0.9230769276618958,0.0,0.0,0.0,0.0,0.0,0.0,dimensions
iid,rumodernbert,specialist_better,695784788932,489626380377,Хобби и творчество,1.0,0.37719935178756714,0.9625587463378906,0.5853593945503235,0.9368212671825047,"my sweet home / наклейка силикон с блёстками на стекло ""пасха. цыплятки и ку","наклейка силикон с блёстками на стекло ""пасха. цыплятки и курочки"" 18,5х17 см",0.8571428656578064,0.0,0.0,0.0,0.0,0.0,0.0,dimensions
iid,rumodernbert,specialist_better,678604986031,609885457438,Музыкальные инструменты,1.0,0.20715957880020142,0.7806965112686157,0.5735369324684143,1.3266970760505568,flight / auc-33 mansion укулеле концерт,"flight auc-33 mansion, укулеле концерт",0.9610389471054077,0.0,0.0,0.0,0.0,1.0,0.0,none
iid,rumodernbert,specialist_better,695784752915,25769902321,Красота и гигиена,1.0,0.2425164431333542,0.8152085542678833,0.5726921111345291,1.2123744604983435,"витэкс luxshow  тональный крем выравнивающий с эффектом лифтинга, тон 82 натуральный",витэкс / тональный крем выравнивающий с эффектом лифтинга luxshow,0.9075630307197571,0.0,0.0,0.0,0.0,0.0,0.0,volume
iid,rumodernbert,bge_better,77309497095,773094148745,Строительство и ремонт,0.0,0.036902256309986115,0.9200007915496826,-0.8830985352396965,-2.488138165552428,"электропила huter els-2,7p","huter / электропила цепная huter els- 2,7p",0.7906976938247681,0.0,0.0,0.0,1.0,0.0,1.0,pack_count
iid,rumodernbert,bge_better,377957203649,764504290899,Дом и сад,1.0,0.9547730684280396,0.14905409514904022,-0.8057189732789993,-1.8571643928122343,steher / леска для триммера круг 2.4 мм 240 м steher (75005-2.4),steher леска для триммера,1.0,0.0,0.0,0.0,0.0,0.0,0.0,none
iid,rumodernbert,bge_better,12877,180388685383,Товары для животных,0.0,0.13967519998550415,0.9408632516860962,-0.801188051700592,-2.677457462325128,деревенские лакомства / палочки куриные для мини-пород 55гр,палочки куриные для мини-пород 55гр,1.0,0.0,0.0,0.0,0.0,1.0,0.0,pack_count
iid,rumodernbert,bge_better,146028998141,481036486380,Бытовая химия,0.0,0.06330274045467377,0.7989363074302673,-0.7356335669755936,-1.5387383982425173,"гель для стирки чёрного белья grass ""alpi black"" жидкий порошок гипоаллергенный, 60 стирок, 1.8л",grass / гель для стирки alpi black gel конц 1л,0.6268656849861145,0.0,0.0,0.0,0.0,0.0,0.0,volume
iid,rumodernbert,bge_better,111669197503,472446479978,Электроника,0.0,0.0992753654718399,0.756536602973938,-0.6572612375020981,-1.3082329778391673,"shopelectro аккумуляторная батарейка aaa, 4,8 в, 600 мач, 1 шт","не определен аккумулятор shopelectro se 600ааа, 4.8 в, 600 мач/ 4.8 v, 600 mah, nimh, с коннектором sm2p (1)",0.5679012537002563,0.0,1.0,0.0,0.0,0.0,1.0,size
iid,rumodernbert,bge_better,661425088716,68719599550,Бытовая химия,0.0,0.1329115927219391,0.7790188789367676,-0.6461072862148285,-1.367063667945308,"domestos средство универсальное domestos, свежесть атлантики, 500 мл, 3 шт","domestos средство чистящее универсальное свежесть атлантики, 0,75 л., 3 шт.",0.834645688533783,1.0,0.0,0.0,0.0,0.0,0.0,volume
iid,rumodernbert,bge_better,618475444285,326417575336,Продукты питания,0.0,0.27264994382858276,0.8837337493896484,-0.6110838055610657,-1.8335250445526623,"вода питьевая липецкий бювет газированная, пэт (0,5л*12шт)","липецкий бювет / вода питьевая липецкий бювет, негаз. 12 шт по 0,5л, пэт",0.7438016533851624,0.0,0.0,0.0,0.0,0.0,0.0,weight
iid,rumodernbert,bge_better,85899433892,816043915260,Товары для животных,0.0,0.12055151164531708,0.7148158550262451,-0.594264343380928,-1.1261598988876358,tetra / корм betta granules для петушков 5г,"tetra сухой корм для петушков betta granules, 5х5 гр",0.8421052694320679,0.0,0.0,0.0,0.0,0.0,0.0,weight
iid,rumodernbert,bge_better,25769868427,481036485799,Дом и сад,0.0,0.14947393536567688,0.7422407865524292,-0.5927668511867523,-1.1938291896822137,"теропром полотенце махровое этель ""знаки зодиака: дева"" синий, 67х130 см, 100% хлопок, 420гр/м2",полотенце .махра .67х130 см,0.5,0.0,0.0,0.0,0.0,1.0,1.0,model_number
iid,rumodernbert,bge_better,489626421377,395137036856,Мебель,0.0,0.39331382513046265,0.9502434730529785,-0.5569296479225159,-2.500869997349778,"кровать чердак легенда a605.3 белый_cosmo , размер матраса: 190х75","кровать чердак легенда a605.3 сонома/белый_cosmo , размер матраса: 190х75",0.9496402740478516,0.0,0.0,0.0,0.0,1.0,1.0,weight
iid,rumodernbert,bge_better,609885469397,214748513301,Бытовая химия,0.0,0.17272937297821045,0.7259633541107178,-0.5532339811325073,-1.104870039371888,"grass / чистящее ср-во ""gloss coral""","grass чистящий гель для ванны и туалета ""gloss coral"" 1000 мл",0.6909090876579285,0.0,0.0,0.0,0.0,0.0,0.0,volume
iid,rumodernbert,bge_better,51539719779,420906945430,Дом и сад,0.0,0.24709773063659668,0.7963881492614746,-0.5492904186248779,-1.3077199420472772,страна карнавалия / топпер «с днём рождения!»,"топпер страна карнавалия ""с днем рождения""",0.9195402264595032,0.0,0.0,0.0,0.0,0.0,0.0,weight
hard,minilm,specialist_better,154618847884,661424972493,Товары для животных,0.0,0.9507930874824524,0.12226608395576477,0.8285270035266876,2.8813093788534334,"цепь оцинк. din 763,дл.звено  3мм , 5м   ","стройбат цепь оцинк. din 763, дл. звено 5мм , 3м",0.8470588326454163,0.0,0.0,0.0,0.0,0.0,0.0,dimensions
hard,minilm,specialist_better,764504187803,790274131327,Хобби и творчество,1.0,0.18375614285469055,0.9024665355682373,0.7187103927135468,1.5915220417809062,"школа талантов алмазная мозаика с частичным заполнением ""фламинго на закате"" 50x60 см, холст, емкость./в упаковке шт: 1",алмазная вышивка бриллиант фламинго на закате 500х600мм школа талантов,0.5416666865348816,0.0,0.0,0.0,0.0,0.0,1.0,pack_count
hard,minilm,specialist_better,773094139288,833223657976,Хобби и творчество,1.0,0.08632736653089523,0.7815766334533691,0.6952492669224739,2.203166547394087,"молния fashion-s ""металл"" никель тип 5-1 неразъемная 20см (1шт)","000-молния / молния fashion-s ""металл"" никель тип 5-1 неразъемная 20см",0.949999988079071,0.0,0.0,0.0,0.0,1.0,1.0,dimensions
hard,minilm,specialist_better,120259084567,85899370569,Бытовая химия,1.0,0.163432776927948,0.8232766389846802,0.6598438620567322,1.6168905235461357,средство для мытья пола synergetic горная лаванда 750мл,synergetic / средство для мытья пола и поверхностей горная лаванда 075л 4,0.942307710647583,0.0,0.0,0.0,0.0,0.0,1.0,volume
hard,minilm,specialist_better,438086700995,154618868089,Товары для животных,0.0,0.7712587118148804,0.11508825421333313,0.6561704576015472,1.3528962987666155,"triol / миска металлическая на подставке ""water&food"", 2*2,8л","triol миска water&food для кошек, металлическая на подставке, 2х800 мл",0.8091602921485901,0.0,0.0,0.0,0.0,0.0,0.0,volume
hard,minilm,specialist_better,712964656203,541165989761,Спорт и отдых,0.0,0.8337497711181641,0.19849205017089844,0.6352577209472656,1.5730008344213897,"мяч футбольный onlytop, pvc, машинная сшивка, 32 панели, р. 5","onlytop мяч футбольный onlytop, pvc, машинная сшивка, 32 панели, р. 5",1.0,0.0,0.0,0.0,0.0,0.0,0.0,pack_count
hard,minilm,specialist_better,85899463104,420906857126,Аптека,0.0,0.7241397500038147,0.11007329076528549,0.6140664592385292,1.1712447132708963,без бренда для стильной красотки готовые очки для дали с uv защитой -2.0,для стиля готовые очки для дали с uv защитой -2.0,0.9285714030265808,0.0,0.0,0.0,0.0,0.0,0.0,power
hard,minilm,specialist_better,369367246540,781684074472,Бытовая химия,0.0,0.8209168314933777,0.2097712755203247,0.611145555973053,1.4844721017517488,domestos / domestos стикер для очищения унитаза лимонная свежесть 10 уп,"стикер для очищения унитаза domestos attaх ""лимонная свежесть"", 3 шт, 10 г",0.8529411554336548,0.0,0.0,0.0,0.0,0.0,0.0,weight
hard,minilm,specialist_better,781684078903,747324331143,Продукты питания,1.0,0.12969642877578735,0.7374051213264465,0.6077086925506592,1.7379408744424012,jojolapa кешью сырой. орехи кешью 1кг,орех кешью сырой 1000 гр,0.6909090876579285,0.0,1.0,0.0,0.0,0.0,0.0,none
hard,minilm,specialist_better,214748437768,335007456009,Детские товары,0.0,0.6297594308853149,0.06094537675380707,0.5688140541315079,0.9307206680826822,mh-reborn / одежда для кукол реборн 50-60 см,одежда для кукол реборн 50-60 см,1.0,0.0,0.0,0.0,0.0,0.0,0.0,dimensions
hard,minilm,specialist_better,584115580215,472446481055,Продукты питания,0.0,0.6681690216064453,0.10217557102441788,0.5659934505820274,0.9953487977405179,чай черный akbar gold 100г,"akbar gold черный чай в пакетиках, 100 шт",0.8936170339584351,1.0,1.0,0.0,0.0,0.0,0.0,weight
hard,minilm,specialist_better,403726952362,644245172986,Хобби и творчество,1.0,0.08181788772344589,0.6395624876022339,0.557744599878788,2.05628843343395,"шнур для вязания без сердечника 70% хлопок, 30% полиэстер ширина 3мм 100м/160 10гр (113)","softino шнур для вязания без сердечника 70% хлопок, 30% полиэстер ширина 3мм 100м/160+-10гр",0.9050279259681702,0.0,0.0,0.0,0.0,1.0,0.0,none
hard,minilm,bge_better,17179973834,111669181456,Товары для животных,1.0,0.8723526000976562,0.081960029900074,-0.7903925701975822,-2.364962011904869,"шлейка premium one touch, trixie (шлейка для собак, m: 50-65 см/20 мм, графит, 204516)","trixie / шлейка premium one touch, m:50-65 см/20мм",0.7804877758026123,0.0,0.0,0.0,0.0,0.0,1.0,pack_count
hard,minilm,bge_better,515396191424,549755929303,Дом и сад,1.0,0.9035652279853821,0.17604786157608032,-0.7275173664093018,-1.6355924033660483,триммер аккумуляторный deko dktr21,"триммер аккумуляторный deko dktr21 20 в, акб и зу входит в комплект",1.0,0.0,1.0,0.0,0.0,1.0,1.0,weight
hard,minilm,bge_better,764504297835,558345774179,Товары для животных,0.0,0.11346684396266937,0.8079237341880798,-0.6944568902254105,-1.5294260149440935,деревенские лакомства / влажный корм для собак каре ягненка с печенью и овощами,деревенские лакомства каре ягненка с печенью и овощами,1.0,0.0,0.0,0.0,0.0,0.0,0.0,pack_count
hard,minilm,bge_better,652835129719,807453889162,Продукты питания,0.0,0.10217641294002533,0.787580132484436,-0.6854037195444107,-1.4414087748655184,"gift set of products / подарочный набор бокс с шоколадом любимому, любимой, парню","подарочный набор бокс с шоколадом любимому, любимой, парню",1.0,0.0,0.0,0.0,0.0,0.0,0.0,weight
hard,minilm,bge_better,360777276225,300647851432,Детские товары,1.0,0.9195369482040405,0.2580288052558899,-0.6615081429481506,-1.2707989991989057,lego / визжащая хижина и гремучая ива гарри поттер/777 дет/6070,конструктор гарри поттер визжащая хижина и гремучая ива 777 деталей 6070,0.7272727489471436,0.0,0.0,0.0,0.0,0.0,1.0,none
hard,minilm,bge_better,721554632207,412316968654,Мебель,0.0,0.26893067359924316,0.9098268747329712,-0.640896201133728,-2.0927768563784674,кресло everprof orion al m экокожа коричневый,everprof / кресло everprof orion al m кожа коричневый,0.9438202381134033,0.0,0.0,0.0,0.0,0.0,0.0,none
hard,minilm,bge_better,541166026767,721554613176,Строительство и ремонт,1.0,0.7209786176681519,0.08444233983755112,-0.6365362778306007,-2.144540547694432,защелка межкомнатная archie lp 5112cl ab/acf античная бронза с цилиндром под ключ,защелка магнитная врезная archie lm 5212cl ab/acf античная бронза/античный кофе,0.699999988079071,1.0,0.0,0.0,1.0,0.0,1.0,model_number
hard,minilm,bge_better,352187351912,300647717531,Электроника,0.0,0.16099536418914795,0.783376932144165,-0.6223815679550171,-1.3540574031599535,для aspire e5-532/532g/573/ n15q1 acer зарядное устройство блок питания ноутбука (зарядка адаптер + сетевой кабель/ шнур),для acer aspire 5043wlmi зарядное устройство блок питания ноутбука (зарядка адаптер + сетевой кабель/ шнур),0.9560975432395935,0.0,0.0,0.0,0.0,0.0,1.0,model_number
hard,minilm,bge_better,403726957546,721554645066,Строительство и ремонт,0.0,0.2627085745334625,0.874977171421051,-0.6122685968875885,-1.774486886028814,рычаг регулировки оборотов (комплект) для снегоуборщика champion st-762e,праймер для снегоуборщика champion (чемпион) st-762e,0.7906976938247681,1.0,0.0,0.0,0.0,1.0,0.0,none
hard,minilm,bge_better,652835029773,764504346346,Спорт и отдых,0.0,0.31838876008987427,0.9034110307693481,-0.5850222706794739,-1.953994921318214,гарнитура для рации baofeng uv-82,baofeng / адаптер автомобильный eliminator для рации baofeng uv-82,0.8214285969734192,0.0,0.0,0.0,0.0,1.0,0.0,none
hard,minilm,bge_better,163208780771,523986107455,Мебель,0.0,0.09901393949985504,0.6813774108886719,-0.5823634713888168,-1.0394824902175663,"е1 шкаф-купе 1,6 экспресс 2-х дверный 160 х 240 х 60 фотопечать на стекле №1015 морские волны сонома","шкаф-купе мебельная компания е1 фотопечать 2-х дверный морские волны 160х60х240, венге",0.7259259223937988,0.0,0.0,0.0,0.0,0.0,1.0,weight
hard,minilm,bge_better,764504263107,807453906497,Автотовары,0.0,0.3620874285697937,0.9266908764839172,-0.5646034479141235,-2.163516169272263,"фильтр салона ""nordfil"" угольный уаз патриот (3163)",уаз / фильтр салонный уаз-3163 патриот угольный оригинал,0.692307710647583,0.0,1.0,0.0,1.0,0.0,1.0,model_number
hard,rumodernbert,specialist_better,541165965933,566935809561,Бытовая химия,1.0,0.019255993887782097,0.893257737159729,0.8740017432719469,3.837052775611864,"биолан стиральный порошок ""биолан"" color, автомат, 2.4 кг","стиральный порошок биолан автомат 2, 4 кг color (11117)",0.8214285969734192,1.0,0.0,0.0,0.0,0.0,0.0,weight
hard,rumodernbert,specialist_better,197568555186,712964625370,Хобби и творчество,1.0,0.06832849979400635,0.9151946306228638,0.8468661308288574,2.594809800472348,"бисер стекло 12,0 ""кукольный розовый"" 15 гр","бисер стекло 12/0 ""кукольный розовый"" 15 гр",0.9767441749572754,0.0,0.0,0.0,0.0,0.0,0.0,none
hard,rumodernbert,specialist_better,755914325778,489626328177,Музыкальные инструменты,0.0,0.8546828031539917,0.1684338003396988,0.6862490028142929,1.7443919925682458,струны la bella 830 классической и фолк гитары с обмоткой golden alloy (бронза 80/20),струны для классической гитары la bella 830 folksinger 28-44,0.7878788113594055,0.0,0.0,0.0,0.0,0.0,0.0,none
hard,rumodernbert,specialist_better,678604916907,197568555922,Продукты питания,0.0,0.8573919534683228,0.17278355360031128,0.6846083998680115,1.757966451888649,"кофе в капсулах jardin vanillia, 10 шт х 10 упаковок",кофе в капсулах для кофемашин jardin vanilla (10 штук в упаковке),0.7857142686843872,1.0,0.0,0.0,0.0,0.0,0.0,weight
hard,rumodernbert,specialist_better,352187406021,335007501488,Музыкальные инструменты,1.0,0.08579767495393753,0.7438707947731018,0.6580731198191643,2.1598754491247676,prohands 13004 via - тренажер для рук кнопочный,"prohands via vm-13004 тренажер для пальцев рук, средний, фиолетовый",0.6944444179534912,0.0,0.0,0.0,0.0,0.0,1.0,model_number
hard,rumodernbert,specialist_better,618475348288,335007567788,Бытовая химия,1.0,0.07512505352497101,0.6741107106208801,0.5989856570959091,2.194240251170753,без бренда / порошок стиральный,ушастый нянь жидкий гель для стирки детского белья 1200мл/,0.40449437499046326,0.0,0.0,0.0,0.0,0.0,0.0,weight
hard,rumodernbert,specialist_better,120259084567,85899370569,Бытовая химия,1.0,0.163432776927948,0.7603853940963745,0.5969526171684265,1.5374236467410474,средство для мытья пола synergetic горная лаванда 750мл,synergetic / средство для мытья пола и поверхностей горная лаванда 075л 4,0.942307710647583,0.0,0.0,0.0,0.0,0.0,1.0,volume
hard,rumodernbert,specialist_better,420906867147,197568563993,Красота и гигиена,1.0,0.34181517362594604,0.9133308529853821,0.571515679359436,0.9828280320164303,"черный жемчуг крем для лица жневной, для молодой кожи, spf30+ ,48 мл","черный жемчуг / крем для молодой кожи дневной 25+, 48 мл",0.8166666626930237,0.0,0.0,0.0,0.0,0.0,0.0,none
hard,rumodernbert,specialist_better,635655304096,549755932756,Товары для животных,1.0,0.2063547670841217,0.7557380199432373,0.5493832528591156,1.2980979237900294,сухой корм для взрослых кошек с чувствительным пищеварением с индейкой и яблоком 3+1,"florida / для пишеварения индейка/яблоко, 4 кг",0.453125,0.0,0.0,0.0,0.0,0.0,0.0,weight
