rule_id,canonical_rule,concept,relation,global_support,global_positive,global_negative,category_count,single_difference_support,max_2_differences_support,strong_multi_difference_support,global_effect,global_effect_median,global_effect_low_95,global_effect_high_95,global_effect_sd,global_probability_positive,global_probability_negative,example_pair_ids,heterogeneity_tau2,scope_candidate,posterior_direction_signal,effect_class_placeholder,uncertainty,stability_placeholder,support_tier,discovery_effect_class,rule_role,definition_frozen,definition_source,scope_candidate_frozen,validation_support,validation_positive,validation_negative,validation_category_count,validation_single_difference_support,validation_max_2_differences_support,validation_effect,validation_effect_median,validation_effect_low_95,validation_effect_high_95,validation_effect_sd,validation_probability_positive,validation_probability_negative,validation_effect_class,validation_stability,validation_opposite_95,definition_changed_after_validation,generation_status,allowed_categories,excluded_or_unsupported_categories,generated_label,generation_action,generation_contract
rule_4deadb4b65365dba,volume has different explicit values,volume,different_value,920,133,787,16,73,267,653,-1.21617647552988,-1.2163341701547734,-1.3980683978981887,-1.0326082969563206,0.09374997810908654,0.0,1.0,"[""rp_8197aa3f3b608ec4c84c1162"", ""rp_0d4523183c91f62386cc5df3"", ""rp_0faf47f84942df0d5e2e0192"", ""rp_b267d46ab37ed8d693249f98"", ""rp_29e008eb6e0803903c583be3""]",0.14859662319818598,UNCERTAIN,NEGATIVE,UNCERTAIN,0.3654601009418681,NOT_CHECKED_RULE_INTERNAL_VALIDATION,HIGH_CONFIDENCE_DISCOVERY,NEGATIVE,RULE_CANDIDATE,True,RULE_DISCOVERY_CHECKPOINT_60000,GLOBAL,35,5,30,8,2,7,-1.151475756705387,-1.1222863644195462,-2.1802456480693415,-0.25328904309570793,0.4905684916811181,0.0058,0.9942,NEGATIVE,REPLICATED_95,False,False,READY_LABEL_0,"[""Автотовары"", ""Бытовая химия"", ""Дом и сад"", ""Канцелярские товары"", ""Красота и гигиена"", ""Продукты питания"", ""Спорт и отдых"", ""Строительство и ремонт"", ""Товары для животных""]","[""Аптека"", ""Галантерея и аксессуары"", ""Детские товары"", ""Мебель"", ""Музыкальные инструменты"", ""Хобби и творчество"", ""Электроника""]",0.0,Replace the explicit value with a different category-valid value for the same canonical concept.,Apply only in an allowed category; change one semantic concept; preserve all other latent facts; synchronize title and attributes; reject conflicting or unknown outputs.
rule_63c3662888b5a9a8,temple_length has different explicit values,temple_length,different_value,1208,2,1206,3,0,0,1208,-3.9526789787827816,-3.8889269511543727,-5.452739096223807,-2.825864980130009,0.686361462328314,0.0,1.0,"[""rp_eca6b86df15046a33b154e48"", ""rp_7f4421d9fb66f9687b77b136"", ""rp_1a7c54621069e800ac6a3dc0"", ""rp_118d5dbeeeab935cdd974da6"", ""rp_cc1842817e2b62d257169feb""]",0.0,UNCERTAIN,NEGATIVE,UNCERTAIN,2.626874116093798,NOT_CHECKED_RULE_INTERNAL_VALIDATION,HIGH_CONFIDENCE_DISCOVERY,NEGATIVE,RULE_CANDIDATE,True,RULE_DISCOVERY_CHECKPOINT_60000,GLOBAL,55,0,55,2,0,0,-4.109492804633686,-3.620498942577022,-9.981399911366026,-1.107779748266044,2.2893752857166536,0.0,1.0,NEGATIVE,REPLICATED_95,False,False,STRICT_ASSOCIATION_NEEDS_ISOLATION,"[""Аптека"", ""Галантерея и аксессуары""]","[""Спорт и отдых""]",,Replace the explicit value with a different category-valid value for the same canonical concept.,Apply only in an allowed category; change one semantic concept; preserve all other latent facts; synchronize title and attributes; reject conflicting or unknown outputs.
rule_700fb73ce645d505,width has different explicit values,width,different_value,2070,177,1893,15,26,128,1942,-0.9281727859550413,-0.9278387870577032,-1.0876043918228684,-0.7793970531910774,0.0788727044261129,0.0,1.0,"[""rp_0f3d30a4668378bb4739c7c2"", ""rp_613a730a2eedd074a0fa6c5d"", ""rp_564f744cfddb92035d2a00a4"", ""rp_34b8364ebb61251e48765596"", ""rp_06ca7d875efbab3ca345674a""]",0.06750683851692846,UNCERTAIN,NEGATIVE,UNCERTAIN,0.30820733863179095,NOT_CHECKED_RULE_INTERNAL_VALIDATION,HIGH_CONFIDENCE_DISCOVERY,NEGATIVE,RULE_CANDIDATE,True,RULE_DISCOVERY_CHECKPOINT_60000,GLOBAL,111,12,99,11,1,5,-0.8208697985127408,-0.8087431512785118,-1.4768450770650077,-0.2081647414947393,0.32126935802266826,0.0032,0.9968,NEGATIVE,REPLICATED_95,False,False,READY_LABEL_0,"[""Галантерея и аксессуары"", ""Дом и сад"", ""Канцелярские товары"", ""Мебель"", ""Обувь"", ""Спорт и отдых"", ""Строительство и ремонт"", ""Товары для животных"", ""Хобби и творчество""]","[""Автотовары"", ""Бытовая химия"", ""Детские товары"", ""Красота и гигиена"", ""Музыкальные инструменты"", ""Электроника""]",0.0,Replace the explicit value with a different category-valid value for the same canonical concept.,Apply only in an allowed category; change one semantic concept; preserve all other latent facts; synchronize title and attributes; reject conflicting or unknown outputs.
rule_752de8ed42ce63b5,pupillary_distance has different explicit values,pupillary_distance,different_value,884,2,882,1,0,50,834,-3.5407646478288197,-3.4654446874211566,-5.126249413224673,-2.3892058813233303,0.7012507322165302,0.0,1.0,"[""rp_7f4421d9fb66f9687b77b136"", ""rp_1a7c54621069e800ac6a3dc0"", ""rp_337189206638c5d9f8d1863c"", ""rp_7bbaf16594fa31bde8fdcd9e"", ""rp_b8a1957f6929b1c9db707dcb""]",0.0,UNCERTAIN,NEGATIVE,UNCERTAIN,2.7370435319013424,NOT_CHECKED_RULE_INTERNAL_VALIDATION,HIGH_CONFIDENCE_DISCOVERY,NEGATIVE,RULE_CANDIDATE,True,RULE_DISCOVERY_CHECKPOINT_60000,CATEGORY_SPECIFIC,31,0,31,1,0,0,-3.419570627602568,-2.96494277421453,-9.123644161108606,-0.47445744777886045,2.2200582793034584,0.004,0.996,NEGATIVE,REPLICATED_95,False,False,STRICT_ASSOCIATION_NEEDS_ISOLATION,"[""Аптека""]",[],,Replace the explicit value with a different category-valid value for the same canonical concept.,Apply only in an allowed category; change one semantic concept; preserve all other latent facts; synchronize title and attributes; reject conflicting or unknown outputs.
rule_775dee8edfa17b5a,frame_material has different explicit values,frame_material,different_value,1140,43,1097,11,1,18,1122,-1.2092184549197014,-1.2031744514038762,-1.5314784275592002,-0.9150606287048545,0.15609763411068026,0.0,1.0,"[""rp_eca6b86df15046a33b154e48"", ""rp_83b8e67dbaa031b50ae4f417"", ""rp_1a7c54621069e800ac6a3dc0"", ""rp_118d5dbeeeab935cdd974da6"", ""rp_1efbe949a4ee5389a38e98ab""]",0.5327955612172225,UNCERTAIN,NEGATIVE,UNCERTAIN,0.6164177988543457,NOT_CHECKED_RULE_INTERNAL_VALIDATION,HIGH_CONFIDENCE_DISCOVERY,NEGATIVE,RULE_CANDIDATE,True,RULE_DISCOVERY_CHECKPOINT_60000,GLOBAL,57,1,56,6,0,0,-2.2613382194383296,-2.1457533728530973,-4.570287095787933,-0.6907846108047563,0.9933926946780692,0.0006,0.9994,NEGATIVE,REPLICATED_95,False,False,STRICT_ASSOCIATION_NEEDS_ISOLATION,"[""Аптека"", ""Галантерея и аксессуары"", ""Детские товары"", ""Мебель"", ""Спорт и отдых""]","[""Автотовары"", ""Дом и сад"", ""Канцелярские товары"", ""Красота и гигиена"", ""Строительство и ремонт"", ""Хобби и творчество""]",,Replace the explicit value with a different category-valid value for the same canonical concept.,Apply only in an allowed category; change one semantic concept; preserve all other latent facts; synchronize title and attributes; reject conflicting or unknown outputs.
rule_7c473970927367fc,product_line has different explicit values,product_line,different_value,3224,605,2619,18,85,413,2811,-0.5417989300689509,-0.5419045654015424,-0.6331128839340403,-0.45304808719995254,0.04551617004246529,0.0,1.0,"[""rp_c3a282f09dd3488748e02a63"", ""rp_f691b64ab8a1f670af3ae20a"", ""rp_16513479b622704f5c944ad5"", ""rp_0ade570ea0cc43317516a44f"", ""rp_8ec8a47d28d94cb7c8dd96cc""]",0.2879128226550389,HETEROGENEOUS,NEGATIVE,UNCERTAIN,0.18006479673408776,NOT_CHECKED_RULE_INTERNAL_VALIDATION,HIGH_CONFIDENCE_DISCOVERY,NEGATIVE,RULE_CANDIDATE,True,RULE_DISCOVERY_CHECKPOINT_60000,GLOBAL_WITH_EXCEPTIONS,136,25,111,18,3,19,-0.4982242053505959,-0.4935963347422498,-0.9489202101314501,-0.07303655450433151,0.22431653441509686,0.0104,0.9896,NEGATIVE,REPLICATED_95,False,False,READY_LABEL_0,"[""Автотовары"", ""Бытовая химия"", ""Галантерея и аксессуары"", ""Детские товары"", ""Дом и сад"", ""Канцелярские товары"", ""Красота и гигиена"", ""Мебель"", ""Музыкальные инструменты"", ""Обувь"", ""Продукты питания"", ""Спорт и отдых"", ""Строительство и ремонт"", ""Товары для животных"", ""Хобби и творчество"", ""Электроника""]","[""Аптека"", ""Ювелирные изделия""]",0.0,Replace the explicit value with a different category-valid value for the same canonical concept.,Apply only in an allowed category; change one semantic concept; preserve all other latent facts; synchronize title and attributes; reject conflicting or unknown outputs.
rule_97453a21395328ce,lens_width has different explicit values,lens_width,different_value,1462,3,1459,2,0,0,1462,-3.7605365476427157,-3.719004263963491,-5.07064234007077,-2.7664468221080227,0.5811639658279937,0.0,1.0,"[""rp_d3a6780abc20142bbb6f7fb1"", ""rp_eca6b86df15046a33b154e48"", ""rp_7f4421d9fb66f9687b77b136"", ""rp_83b8e67dbaa031b50ae4f417"", ""rp_1a7c54621069e800ac6a3dc0""]",0.0,UNCERTAIN,NEGATIVE,UNCERTAIN,2.3041955179627474,NOT_CHECKED_RULE_INTERNAL_VALIDATION,HIGH_CONFIDENCE_DISCOVERY,NEGATIVE,RULE_CANDIDATE,True,RULE_DISCOVERY_CHECKPOINT_60000,GLOBAL,63,0,63,2,0,0,-4.24464144386912,-3.7723226297324324,-10.286436614686062,-1.248884846925635,2.2701133088374776,0.0002,0.9998,NEGATIVE,REPLICATED_95,False,False,STRICT_ASSOCIATION_NEEDS_ISOLATION,"[""Аптека"", ""Галантерея и аксессуары""]",[],,Replace the explicit value with a different category-valid value for the same canonical concept.,Apply only in an allowed category; change one semantic concept; preserve all other latent facts; synchronize title and attributes; reject conflicting or unknown outputs.
rule_a0ec3419882746d1,frame_color has different explicit values,frame_color,different_value,888,7,881,9,3,19,869,-2.48523252791626,-2.464767253695367,-3.295042873537924,-1.8086585339702774,0.3721810176642581,0.0,1.0,"[""rp_118d5dbeeeab935cdd974da6"", ""rp_1ae241c6dc411fb9d0480f78"", ""rp_cc1842817e2b62d257169feb"", ""rp_a28711755e2e9b55c3a4e226"", ""rp_fed2784bb88869667814761e""]",1.5708021031034,UNCERTAIN,NEGATIVE,UNCERTAIN,1.4863843395676464,NOT_CHECKED_RULE_INTERNAL_VALIDATION,HIGH_CONFIDENCE_DISCOVERY,NEGATIVE,RULE_CANDIDATE,True,RULE_DISCOVERY_CHECKPOINT_60000,GLOBAL,44,0,44,3,0,0,-3.905514233396443,-3.427076936740904,-9.647197849832205,-0.8927409724423907,2.283186986282828,0.0014,0.9986,NEGATIVE,REPLICATED_95,False,False,STRICT_ASSOCIATION_NEEDS_ISOLATION,"[""Аптека"", ""Галантерея и аксессуары""]","[""Детские товары"", ""Дом и сад"", ""Канцелярские товары"", ""Мебель"", ""Спорт и отдых"", ""Строительство и ремонт"", ""Хобби и творчество""]",,Replace the explicit value with a different category-valid value for the same canonical concept.,Apply only in an allowed category; change one semantic concept; preserve all other latent facts; synchronize title and attributes; reject conflicting or unknown outputs.
rule_ae3d49dcfc9edd55,model_family has different explicit values,model_family,different_value,419,23,396,15,4,21,398,-1.4866769262243569,-1.4813839039402334,-1.9193871671795735,-1.0918291067163963,0.21263221754079906,0.0,1.0,"[""rp_6b59606cb80bb87302d34c9a"", ""rp_bca4e0701be5d2690896c0bf"", ""rp_75c2b2fc465e88f476e3d218"", ""rp_5a71d2e18bf490023aea32fb"", ""rp_02b3d4fd873f95a58b424737""]",0.2590288145946986,UNCERTAIN,NEGATIVE,UNCERTAIN,0.8275580604631771,NOT_CHECKED_RULE_INTERNAL_VALIDATION,HIGH_CONFIDENCE_DISCOVERY,NEGATIVE,RULE_CANDIDATE,True,RULE_DISCOVERY_CHECKPOINT_60000,GLOBAL,26,0,26,10,1,2,-3.557509249916274,-3.0912615407435577,-9.282994210787558,-0.6324498826828263,2.199363829632918,0.0024,0.9976,NEGATIVE,REPLICATED_95,False,False,READY_LABEL_0,"[""Автотовары"", ""Аптека"", ""Галантерея и аксессуары"", ""Детские товары"", ""Мебель"", ""Музыкальные инструменты"", ""Спорт и отдых"", ""Строительство и ремонт"", ""Товары для животных"", ""Электроника""]","[""Дом и сад"", ""Канцелярские товары"", ""Обувь"", ""Хобби и творчество"", ""Ювелирные изделия""]",0.0,Replace the explicit value with a different category-valid value for the same canonical concept.,Apply only in an allowed category; change one semantic concept; preserve all other latent facts; synchronize title and attributes; reject conflicting or unknown outputs.
rule_d09a52e3bf670e29,bridge_width has different explicit values,bridge_width,different_value,836,2,834,2,0,0,836,-3.6617812204961147,-3.5843644120764777,-5.251643252919697,-2.5382219007729026,0.6862412460426879,0.0,1.0,"[""rp_eca6b86df15046a33b154e48"", ""rp_118d5dbeeeab935cdd974da6"", ""rp_cc1842817e2b62d257169feb"", ""rp_a28711755e2e9b55c3a4e226"", ""rp_337189206638c5d9f8d1863c""]",0.0,UNCERTAIN,NEGATIVE,UNCERTAIN,2.7134213521467947,NOT_CHECKED_RULE_INTERNAL_VALIDATION,HIGH_CONFIDENCE_DISCOVERY,NEGATIVE,RULE_CANDIDATE,True,RULE_DISCOVERY_CHECKPOINT_60000,GLOBAL,40,0,40,2,0,0,-3.799895267858947,-3.3268414989710307,-9.375419006601994,-0.8175473439131563,2.2327363544639494,0.0004,0.9996,NEGATIVE,REPLICATED_95,False,False,STRICT_ASSOCIATION_NEEDS_ISOLATION,"[""Аптека"", ""Галантерея и аксессуары""]",[],,Replace the explicit value with a different category-valid value for the same canonical concept.,Apply only in an allowed category; change one semantic concept; preserve all other latent facts; synchronize title and attributes; reject conflicting or unknown outputs.
rule_d33c469d623e1c3c,length has different explicit values,length,different_value,1151,91,1060,14,38,187,964,-1.3024438984586824,-1.2994962423893166,-1.5216249243030997,-1.0941249593832625,0.11040136057450083,0.0,1.0,"[""rp_34b8364ebb61251e48765596"", ""rp_5ef80e5aff684a7c940482b5"", ""rp_58d9d2a6525739ea0c98eb12"", ""rp_d26c1233c87da28b395d84db"", ""rp_cc83039722a4c43be1b1e0b1""]",0.19842682521846078,UNCERTAIN,NEGATIVE,UNCERTAIN,0.4274999649198372,NOT_CHECKED_RULE_INTERNAL_VALIDATION,HIGH_CONFIDENCE_DISCOVERY,NEGATIVE,RULE_CANDIDATE,True,RULE_DISCOVERY_CHECKPOINT_60000,GLOBAL,69,5,64,9,0,8,-1.439739195142203,-1.4117160482194304,-2.4807118827153234,-0.5673215289132756,0.479752888148398,0.0004,0.9996,NEGATIVE,REPLICATED_95,False,False,READY_LABEL_0,"[""Галантерея и аксессуары"", ""Детские товары"", ""Дом и сад"", ""Красота и гигиена"", ""Мебель"", ""Спорт и отдых"", ""Строительство и ремонт"", ""Товары для животных"", ""Хобби и творчество"", ""Ювелирные изделия""]","[""Автотовары"", ""Канцелярские товары"", ""Музыкальные инструменты"", ""Электроника""]",0.0,Replace the explicit value with a different category-valid value for the same canonical concept.,Apply only in an allowed category; change one semantic concept; preserve all other latent facts; synchronize title and attributes; reject conflicting or unknown outputs.
rule_e07ac5a17e241f11,manufacturer_part_number has different explicit values,manufacturer_part_number,different_value,2744,302,2442,17,163,639,2105,-0.618623263467309,-0.6191680962986322,-0.7361127675433765,-0.5003118706438158,0.06070604756224503,0.0,1.0,"[""rp_b970ed7e9a873e2aaaa4c138"", ""rp_19eff90616df9636f83c0aa7"", ""rp_8fbb60d1476947295dfc1399"", ""rp_16513479b622704f5c944ad5"", ""rp_5db01d96dd19b2bc6f9f7889""]",0.2759920242134343,HETEROGENEOUS,NEGATIVE,UNCERTAIN,0.23580089689956074,NOT_CHECKED_RULE_INTERNAL_VALIDATION,HIGH_CONFIDENCE_DISCOVERY,NEGATIVE,RULE_CANDIDATE,True,RULE_DISCOVERY_CHECKPOINT_60000,GLOBAL_WITH_EXCEPTIONS,149,11,138,16,5,33,-0.8701308802044608,-0.8554151549755831,-1.5541267389649553,-0.2599707561960917,0.3318089857168104,0.0026,0.9974,NEGATIVE,REPLICATED_95,False,False,READY_LABEL_0,"[""Автотовары"", ""Бытовая химия"", ""Дом и сад"", ""Канцелярские товары"", ""Мебель"", ""Музыкальные инструменты"", ""Спорт и отдых"", ""Строительство и ремонт"", ""Товары для животных"", ""Хобби и творчество"", ""Электроника""]","[""Аптека"", ""Галантерея и аксессуары"", ""Детские товары"", ""Обувь"", ""Продукты питания"", ""Ювелирные изделия""]",0.0,Replace the explicit value with a different category-valid value for the same canonical concept.,Apply only in an allowed category; change one semantic concept; preserve all other latent facts; synchronize title and attributes; reject conflicting or unknown outputs.
rule_e371f7f4b943ac6a,ram_capacity has different explicit values,ram_capacity,different_value,390,2,388,2,1,8,382,-3.6978208983588194,-3.623053674609025,-5.221300884060612,-2.5239929293052743,0.6980078793002746,0.0,1.0,"[""rp_c3a282f09dd3488748e02a63"", ""rp_b6e5da8ef0a8904820c45480"", ""rp_df919b29162e680dfe7358a7"", ""rp_9bc6b1c63b1c11788d7eedeb"", ""rp_cd57414e2f7b0f03f7b32c97""]",1.980572408035084,UNCERTAIN,NEGATIVE,UNCERTAIN,2.6973079547553374,NOT_CHECKED_RULE_INTERNAL_VALIDATION,HIGH_CONFIDENCE_DISCOVERY,NEGATIVE,RULE_CANDIDATE,True,RULE_DISCOVERY_CHECKPOINT_60000,CATEGORY_SPECIFIC,22,0,22,2,0,0,-3.254481530424687,-2.7646108063640122,-9.103051112509299,-0.3170076859688541,2.2972294261285704,0.0096,0.9904,NEGATIVE,REPLICATED_95,False,False,STRICT_ASSOCIATION_NEEDS_ISOLATION,"[""Электроника""]","[""Автотовары""]",,Replace the explicit value with a different category-valid value for the same canonical concept.,Apply only in an allowed category; change one semantic concept; preserve all other latent facts; synchronize title and attributes; reject conflicting or unknown outputs.
rule_e6089842c9cca12b,scent has different explicit values,scent,different_value,548,130,418,8,89,236,312,-0.8877684326675055,-0.8883739029713094,-1.0938182698811698,-0.6874455080907635,0.10267227152089015,0.0,1.0,"[""rp_9bb1bea4126bda7695ab6e68"", ""rp_885faa49b3726752893cbff3"", ""rp_e90fc736e6c97a271b0e55fd"", ""rp_98d11361ac4bf66861d2d417"", ""rp_059dc69ad0ea7d39c2e30d9f""]",0.01783830797339525,UNCERTAIN,NEGATIVE,UNCERTAIN,0.40637276179040627,NOT_CHECKED_RULE_INTERNAL_VALIDATION,HIGH_CONFIDENCE_DISCOVERY,NEGATIVE,RULE_CANDIDATE,True,RULE_DISCOVERY_CHECKPOINT_60000,GLOBAL,29,3,26,4,4,11,-1.7359456431398839,-1.685587257540106,-3.0608768501017045,-0.6445029666390684,0.6163722833804359,0.0008,0.9992,NEGATIVE,REPLICATED_95,False,False,READY_LABEL_0,"[""Бытовая химия"", ""Дом и сад"", ""Красота и гигиена"", ""Товары для животных""]","[""Автотовары"", ""Аптека"", ""Спорт и отдых"", ""Хобби и творчество""]",0.0,Replace the explicit value with a different category-valid value for the same canonical concept.,Apply only in an allowed category; change one semantic concept; preserve all other latent facts; synchronize title and attributes; reject conflicting or unknown outputs.
rule_f3a0a3942325774a,package_quantity has different explicit values,package_quantity,different_value,4998,502,4496,18,353,1284,3714,-1.4303388258145802,-1.430107507325689,-1.5243194277771601,-1.3377143285053328,0.047319771993281454,0.0,1.0,"[""rp_6659a5bf5bc943534ea35fcc"", ""rp_5eb82edb34dc0ec65df90a74"", ""rp_cac0f7aec19ef20f0a62a77b"", ""rp_fd7f751b6056321e98153a45"", ""rp_c37d4c0c1cff8f31c2df20c1""]",0.46211988762427225,HETEROGENEOUS,NEGATIVE,UNCERTAIN,0.18660509927182733,NOT_CHECKED_RULE_INTERNAL_VALIDATION,HIGH_CONFIDENCE_DISCOVERY,NEGATIVE,RULE_CANDIDATE,True,RULE_DISCOVERY_CHECKPOINT_60000,GLOBAL_WITH_EXCEPTIONS,267,36,231,16,24,72,-1.0693008239479613,-1.0652978936702868,-1.4460587913000764,-0.7237114549521222,0.18497076404776316,0.0,1.0,NEGATIVE,REPLICATED_95,False,False,READY_LABEL_0,"[""Автотовары"", ""Аптека"", ""Бытовая химия"", ""Детские товары"", ""Дом и сад"", ""Канцелярские товары"", ""Красота и гигиена"", ""Мебель"", ""Музыкальные инструменты"", ""Продукты питания"", ""Спорт и отдых"", ""Строительство и ремонт"", ""Товары для животных"", ""Хобби и творчество"", ""Электроника""]","[""Галантерея и аксессуары"", ""Обувь"", ""Ювелирные изделия""]",0.0,Replace the explicit value with a different category-valid value for the same canonical concept.,Apply only in an allowed category; change one semantic concept; preserve all other latent facts; synchronize title and attributes; reject conflicting or unknown outputs.
rule_f63c58ab0b7fda1d,product_type has different explicit values,product_type,different_value,4011,846,3165,18,120,520,3491,-0.36429366232792354,-0.36415215400593304,-0.4404411091059541,-0.2896125944583509,0.0391022942953369,0.0,1.0,"[""rp_19eff90616df9636f83c0aa7"", ""rp_8197aa3f3b608ec4c84c1162"", ""rp_25bd7179be6ec6f6549fbbe1"", ""rp_34b8364ebb61251e48765596"", ""rp_6186160f642b826c91eb7bab""]",0.12495106801679091,HETEROGENEOUS,NEGATIVE,UNCERTAIN,0.15082851464760316,NOT_CHECKED_RULE_INTERNAL_VALIDATION,HIGH_CONFIDENCE_DISCOVERY,NEGATIVE,RULE_CANDIDATE,True,RULE_DISCOVERY_CHECKPOINT_60000,GLOBAL_WITH_EXCEPTIONS,183,29,154,18,3,24,-0.7349028758471731,-0.7274922543581156,-1.1531280578425491,-0.3447597187481308,0.207430153246643,0.0,1.0,NEGATIVE,REPLICATED_95,False,False,READY_LABEL_0,"[""Автотовары"", ""Бытовая химия"", ""Детские товары"", ""Дом и сад"", ""Канцелярские товары"", ""Красота и гигиена"", ""Мебель"", ""Музыкальные инструменты"", ""Обувь"", ""Продукты питания"", ""Строительство и ремонт"", ""Товары для животных"", ""Хобби и творчество"", ""Электроника"", ""Ювелирные изделия""]","[""Аптека"", ""Галантерея и аксессуары"", ""Спорт и отдых""]",0.0,Replace the explicit value with a different category-valid value for the same canonical concept.,Apply only in an allowed category; change one semantic concept; preserve all other latent facts; synchronize title and attributes; reject conflicting or unknown outputs.
rule_fdcb40de9809d8cb,color_code has different explicit values,color_code,different_value,628,23,605,9,67,213,415,-2.18323896287693,-2.1781971976036587,-2.608460560911375,-1.7781285072196136,0.21082076028139274,0.0,1.0,"[""rp_dc4f6a9747657c3433589a4e"", ""rp_12b17e5d9502cb582f84e79d"", ""rp_eb6a847c71574de2ef5fe237"", ""rp_7dfbdf2a8ecf47698dc18db1"", ""rp_da3ed876a1de05903432f955""]",0.7111888521615897,UNCERTAIN,NEGATIVE,UNCERTAIN,0.8303320536917616,NOT_CHECKED_RULE_INTERNAL_VALIDATION,HIGH_CONFIDENCE_DISCOVERY,NEGATIVE,RULE_CANDIDATE,True,RULE_DISCOVERY_CHECKPOINT_60000,GLOBAL,28,0,28,5,2,8,-4.278363777560159,-3.839548493663575,-9.631883454253847,-1.3668708270981718,2.193566813482834,0.0,1.0,NEGATIVE,REPLICATED_95,False,False,READY_LABEL_0,"[""Автотовары"", ""Аптека"", ""Красота и гигиена"", ""Спорт и отдых"", ""Хобби и творчество""]","[""Дом и сад"", ""Канцелярские товары"", ""Мебель"", ""Строительство и ремонт""]",0.0,Replace the explicit value with a different category-valid value for the same canonical concept.,Apply only in an allowed category; change one semantic concept; preserve all other latent facts; synchronize title and attributes; reject conflicting or unknown outputs.
rule_ffca1c80d89f3934,lining_material has different explicit values,lining_material,different_value,847,43,804,4,0,2,845,-0.7840753596752167,-0.7828201625157043,-1.1021888292129542,-0.47949161237220905,0.15800858151767624,0.0,1.0,"[""rp_758321be7fd87a9173829c1d"", ""rp_d8d87c03a487658e0b4695ae"", ""rp_24ea2bce172faa877c7f5703"", ""rp_e4e612cdf6838fb54d5124a4"", ""rp_e8a22f537394d22b48c17154""]",0.0,UNCERTAIN,NEGATIVE,UNCERTAIN,0.6226972168407452,NOT_CHECKED_RULE_INTERNAL_VALIDATION,HIGH_CONFIDENCE_DISCOVERY,NEGATIVE,RULE_CANDIDATE,True,RULE_DISCOVERY_CHECKPOINT_60000,CATEGORY_SPECIFIC,34,0,34,2,0,0,-3.3287438560823337,-2.919521173613007,-8.725910236681727,-0.41699957056505776,2.1252397661748836,0.0058,0.9942,NEGATIVE,REPLICATED_95,False,False,STRICT_ASSOCIATION_NEEDS_ISOLATION,"[""Обувь""]","[""Галантерея и аксессуары"", ""Детские товары"", ""Товары для животных""]",,Replace the explicit value with a different category-valid value for the same canonical concept.,Apply only in an allowed category; change one semantic concept; preserve all other latent facts; synchronize title and attributes; reject conflicting or unknown outputs.
