id1,id2,canonical_id1,canonical_id2,target,category,hard_subset,title1,title2,normalized_title1,normalized_title2,attributes1,attributes2,full_representation_sha256_1,full_representation_sha256_2,exact_normalized_title_match,numeric_conflict,code_conflict,model_code_conflict,critical_attribute_conflict,sku_vs_human_title,identical_full_representation,unordered_id_pair_target_conflict,representation_pair_target_conflict,definite_label_conflict,suspicious_negative_identity,suspicious_positive_conflict,strong_label_suspicion,very_high_lexical_similarity_negative,very_low_lexical_similarity_positive,title_token_jaccard,title_char_tfidf_cosine,numeric_context_conflict_count,unit_conflict_count,brand_conflict,model_conflict,memory_conflict,color_conflict,s0_score,s2_score,catboost_score
266288091971,369367324449,266288091971,369367324449,1.0,Спорт и отдых,hard_suspicious,три кита / сторожки для зимней рыбалки,"сторожок ""лавсан"", длина 85 мм, 250 микрон, набор 10 шт.",три кита / сторожки для зимней рыбалки,"сторожок ""лавсан"", длина 85 mm, 250 микрон, набор 10 шт.","{""комплектация"":""1 набор"",""страна производства"":""россия"",""вес товара без упаковки (г)"":""30 г"",""длина упаковки"":""22 см"",""высота упаковки"":""3 см"",""ширина упаковки"":""11 см"",""валюта"":""rub""}","{""бренд"":""нет бренда"",""тип"":""аксессуары, оснастка для рыбалки""}",c1ce0190a502051acbb0d0c70935c9ba3ae35faec61d01822c52f995fd0b6399,018fa8998a84477f7587f87fe02f36d15ee9499b40081b57da7fab466976090d,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,0.0,0.12283703684806824,1,1,0.0,0.0,0.0,0.0,0.42170823,0.26651007,0.19357187
266288115583,618475437968,266288115583,618475437968,0.0,Галантерея и аксессуары,hard_suspicious,косметичка,косметичка,косметичка,косметичка,"{""целевая аудитория"":""взрослая"",""бренд"":""нет бренда"",""коллекция"":""базовая коллекция"",""цвет товара"":""сиреневый"",""страна-изготовитель"":""китай"",""глубина, см"":""21"",""высота, см"":""8"",""материал"":""искусственная кожа"",""пол"":""женский"",""тип"":""косметичка"",""ширина, см"":""13""}","{""цвет"":""черный"",""материал изделия"":""искусственная кожа"",""высота предмета"":""13 см"",""глубина предмета"":""12.5 см"",""ширина предмета"":""26 см"",""количество отделений"":""3 шт."",""вид застежки"":""молния"",""страна производства"":""китай"",""длина упаковки"":""22 см"",""высота упаковки"":""2 см"",""ширина упаковки"":""21 см"",""валюта"":""rub""}",20eb337cb91d78cdef491f0abc4f4e96f01e4cae142f7b17692ab20d5977de8e,4a789d26bc2f5e354210a00b794dc252daae200e719a7513e0da1df8766017d7,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,1.0,1.0,0,0,0.0,0.0,0.0,1.0,0.060418423,0.0047625583,0.014357457
266288127262,730144568448,266288127262,730144568448,0.0,Автотовары,hard_suspicious,ролик натяжителя поликлинового ремня,ролик натяжителя поликлинового ремня,ролик натяжителя поликлинового ремня,ролик натяжителя поликлинового ремня,"{""артикул"":""tfd1281#tatsumi"",""бренд"":""tmi tatsumi"",""количество, штук"":""1"",""oem-номер"":""55ca386; 0187at220; t38031; 531085210; rp215; pb5034; 0n1725; pt61000; st8844017010; vkm61000; 8844002020; 8844017010; 8844020160; 8844020170"",""комплектация"":""1 штука"",""партномер (артикул производителя)"":""tfd1281"",""тип"":""ролик натяжителя""}","{""тип"":""ролик натяжителя"",""oe-код"":""06j903133a, 06j903133d, 0n1832, 0n1832s, 0n1887, 0n1887s, 1118306400, 30936203, 36203, 381282, 534042210, 55ca127, ag03020, apv2834, ga35758, pb5265, pt3054, pt52133b, sr1021, t39087"",""модель автомобиля"":""audi a3, skoda skoda superb, skoda yeti, smart roadster, volkswagen golf, volkswagen jetta, volkswagen passat, volkswagen sharan, volkswagen tiguan, volkswagen transporter""}",643e5c86c8f328c7508a9c351942e6f12562059d8740b3deced9aa7dc222f792,b05be0583f3c08f0d1c42391abfdc1926c8d36a6749fae728d15c3811c61e5c2,True,False,False,True,True,False,False,False,False,False,True,False,True,True,False,1.0,1.0,0,0,0.0,1.0,0.0,0.0,0.22988081,0.029550198,0.015853139
274877922759,42949746592,42949746592,274877922759,1.0,Продукты питания,hard_suspicious,"сок томатный delphi kyknos, слабо концентрированный, 500 мл",томатный сок kyknos слабоконцентрированный 7% (пассата) 500 г,"сок томатный delphi kyknos, слабо концентрированный, 500 ml",томатный сок kyknos слабоконцентрированный 7% (пассата) 500 g,"{""объем"":""0.5 л"",""вес"":""500 г"",""количество в упаковке"":""1 шт."",""бренд"":""delphi"",""напиток"":""сок"",""вкус"":""томат"",""упаковка"":""тетрапак"",""особенности"":""концентрированный"",""не содержит"":""гмо, сахар"",""содержит"":""соль"",""способ обработки"":""пастеризованный"",""тип питания"":""для веганов, для вегетарианцев, можно в пост"",""состав"":""\""сок томатный слабо концентрированный (7%); регулятор кислотности: лимонная кислота\"""",""энергетическая ценность в 100 г"":""24 ккал"",""белки в 100 г"":""1.5 г"",""жиры в 100 г"":""0.1 г"",""углеводы в 100 г"":""4 г"",""стандарты производства"":""тр тс 029/2012"",""срок годности"":""731 дн.""}","{""бренд"":""kyknos"",""условия хранения"":""хранить в сухом прохладном месте при температуре от +5°с до +26°с. открытую упаковку хранить  в холодильнике  при температуре от +2°с до +6°с  и употребить в течение 4 дней."",""состав"":""сок томатный слабо концентрированный (7%); регулятор кислотности: лимонная кислота."",""страна-изготовитель"":""греция"",""особенности напитков, продуктов питания"":""вегетарианский продукт"",""не содержит"":""без гмо"",""упаковка"":""тетра топ"",""единиц в одном товаре"":""1"",""максимальная температура"":""+26"",""минимальная температура"":""+5"",""срок годности в днях"":""730"",""вкус (соки, нектары и морсы)"":""томат"",""тип"":""сок"",""объем, мл"":""500""}",f83410c5f20738a44d2ca604ae3fc24ef6d31d161a1383abbb55a0ab700afa96,2677e136a630b08eea8e7ac27a121dface1c84cfe3d519cac0e9ac711453713d,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,0.3333333333333333,0.6476796269416809,0,0,1.0,0.0,0.0,0.0,0.5754753,0.7519469,0.80013525
274877935343,206158544654,206158544654,274877935343,1.0,Хобби и творчество,hard_suspicious,komas / алмазная мозаика 30х40 см,"алмазная мозаика 40х50 круглые стразы, птички у скворечника, алмазная мозаика на подрамнике круглые стразы, полная выкладка 40х156",komas / алмазная мозаика 30х40 см,"алмазная мозаика 40х50 круглые стразы, птички у скворечника, алмазная мозаика на подрамнике круглые стразы, полная выкладка 40х156","{""количество цветов (шт.)"":""20"",""материал изделия"":""пластик; древесина; клей"",""размер картины"":""30х40 см"",""основа картины"":""подрамник"",""тип страз"":""круглые"",""тип выкладки"":""полная"",""комплектация"":""стилус; лоток; стразы; холст со схемой страз; подрамник; зип-пакеты"",""страна производства"":""китай"",""цвет"":""зеленый, коричневый"",""длина упаковки"":""32 см"",""высота упаковки"":""3 см"",""ширина упаковки"":""42 см"",""валюта"":""rub""}","{""возрастные ограничения"":""от 3 лет"",""бренд"":""kolibriki"",""основа холста"":""подрамник"",""страна-изготовитель"":""китай"",""форма страз"":""круглая"",""размеры, мм"":""510х410х30"",""выкладка/вышивка"":""полная"",""длина по горизонтали, см"":""40"",""материалы набора"":""холст"",""минимальный возраст ребенка"":""от 3 лет"",""основа картины"":""холст"",""тематика"":""животные и птицы"",""число полотен"":""1"",""тип"":""алмазная мозаика"",""длина по вертикали, см"":""50""}",5df22559ce24291d872e500576629397003582939d4a5349665baf971995e22a,252efaa0ee0e85074d7e3bf30b9c2beefeedff7eb78056a9863b440dd81a25c6,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,0.125,0.2753361463546753,0,0,0.0,0.0,0.0,0.0,0.015730506,0.022190263,0.021746844
274877977703,352187455536,274877977703,352187455536,1.0,Детские товары,hard_suspicious,"машина металлическая танк t-90 12 см, подвижные детали, инерционная",модель танк т-90 287778,"машина металлическая танк t-90 12 cm, подвижные детали, инерционная",модель танк т-90 287778,"{""бренд"":""россия"",""вид транспорта"":""наборы машинок"",""длина, см"":""7.5"",""материал"":""металл"",""тип"":""танк""}","{""тип игрушки"":""танк"",""тематика"":""военный"",""возрастная группа"":""школьники (7-16)"",""длина упаковки, см"":""8.0"",""ширина упаковки, см"":""17.0"",""высота упаковки, см"":""9.0"",""вес упаковки, кг"":""0.23"",""страна производства"":""китай""}",331b5ed9c88b91a4dc1b3119ff2617fea9803f24f382a8ad5295eb1706b25bd6,689574f8a85f0bce24388b830d8842dbde81009cee9bad607e8d9193954c151f,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,0.15384615384615385,0.1676373928785324,1,0,0.0,0.0,0.0,0.0,0.5618098,0.5159694,0.50508535
274878004325,841813687698,274878004325,841813687698,1.0,Строительство и ремонт,hard_suspicious,"накладной светильник ritter arton цилиндр, 55x100, gu10, алюминий, черный 59951 7","светильник точечный накладной gu10, алюминий/черный","накладной светильник ritter arton цилиндр, 55x100, gu10, алюминий, черный 59951 7","светильник точечный накладной gu10, алюминий/черный","{""вид крепления"":""накладной"",""место установки"":""настенно-потолочный"",""мощность светильника"":""40 вт"",""количество ламп"":""1 шт"",""мощность лампочки"":""40 вт"",""лампа в комплекте"":""нет"",""тип лампы"":""светодиодная"",""защита от пыли и влаги"":""ip20"",""напряжение питания"":""220 в"",""цоколь"":""gu10"",""материал плафона/арматуры"":""алюминий/алюминий"",""цвет плафона/арматуры"":""черный/черный"",""вес нетто"":""0.13 кг"",""габариты без упаковки"":""55х100 мм"",""провод"":""без провода"",""коллекция"":""arton"",""единица товара"":""штука"",""вес, кг"":""0,13"",""длина, мм"":""105"",""ширина, мм"":""58"",""высота, мм"":""58""}","{""бренд"":""ritter"",""комплектация лампочками"":""нет"",""тип цоколя"":""gu10"",""цвет товара"":""черный"",""образец цвета"":""https://cdn1.ozone.ru/s3/multimedia-l/6765193137.jpg"",""форма"":""нестандартная"",""страна-изготовитель"":""китай"",""степень защиты"":""ip20"",""диаметр, мм"":""55"",""вид ламп"":""нет в комплекте"",""напряжение питания, в"":""220"",""материал плафона"":""алюминий"",""количество режимов"":""1"",""крепление"":""накладное"",""количество ламп, шт"":""1"",""комплектация"":""светильник - 1 шт."",""упаковка"":""картонная коробка"",""цвет плафона"":""черный"",""вид питания"":""от сети 220в"",""помещение"":""для гостиной"",""единиц в одном товаре"":""1"",""тип выключателя"":""нет в комплекте"",""свет"":""нейтральный белый"",""тип"":""встраиваемый светильник"",""гарантия"":""2 недели"",""вес товара, г"":""130"",""длина, мм"":""55""}",70e77189de39e9c921a136bcf5bbe90279e9e9bfbca169a675f5661638b57f4a,9436cc2c07645a3a5b6c4c9fbb0f0f6f2962dd3ea9c60fdf27d1a4f029aeef9f,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,0.4166666666666667,0.5245776176452637,0,0,0.0,0.0,0.0,1.0,0.8570514,0.6941056,0.5977653
274878011255,549755889407,274878011255,549755889407,1.0,Канцелярские товары,hard_suspicious,"ручка гелевая berlingo ""x-gel"" синяя, 0,5мм, цена за штуку, 243035",ручка гелевая berlingo x-gel blue cgp_50121,"ручка гелевая berlingo ""x-gel"" синяя, 0.5 mm, цена за штуку, 243035",ручка гелевая berlingo x-gel blue cgp_50121,"{""цвет чернил"":""cиний, синий"",""цвет товара"":""черный"",""тип"":""ручка"",""вид ручки"":""гелевая"",""толщина линии письма"":""0.4 мм"",""особенности"":""с колпачком"",""механизм подачи стержня"":""отсутствует"",""корпус"":""форма трехгранная"",""количество в упаковке"":""1 шт."",""количество упаковок"":""1 шт.""}","{""бренд"":""berlingo"",""цвет товара"":""белый"",""страна-изготовитель"":""китай"",""тип"":""ручка""}",62d74ca69996166244bf045f69563021946fc28d4e05815f96cf1a15130bc322,f7ecd8381daef81130accc0ec158363fd81a7e630fad32d1f6ba7539e2239812,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,0.3125,0.42054906487464905,0,0,0.0,0.0,0.0,1.0,0.13910961,0.06622523,0.08849332
274878016572,25769896169,25769896169,274878016572,1.0,Обувь,hard_suspicious,полуботинки officine creative,"officine creative полуботинки оксфорды officine creative, размер 44.5, коричневый",полуботинки officine creative,"officine creative полуботинки оксфорды officine creative, размер 44.5, коричневый","{""целевая аудитория"":""взрослая"",""бренд в одежде и обуви"":""officine creative"",""страна бренда"":""италия"",""коллекция"":""весна-лето 2019"",""цвет товара"":""темно-серый"",""страна-изготовитель"":""италия"",""высота каблука, см"":""2.3"",""материал верха"":""натуральная кожа"",""материал"":""натуральная кожа"",""российский размер"":""43,5"",""сезон"":""демисезон"",""пол"":""мужской"",""высота подошвы, см"":""1"",""материал подошвы обуви"":""каучук""}","{""цвет товара"":""коричневый"",""тип"":""полуботинки"",""модель"":""оксфорды"",""сезон"":""демисезон"",""материал верха"":""кожа натуральная"",""материал подкладки"":""кожа натуральная"",""размер"":""44.5""}",8899d2ad2251b32a1588b9d42d406b91d6089c657011f8586e646c6fae4a8e30,43219ddd00447224c9d46cce745d71a23239f284e502afd6cbb1e7c18b20b78d,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,0.375,0.6960892677307129,0,0,0.0,0.0,0.0,1.0,0.12974122,0.009421636,0.018731026
274878025592,266287987819,266287987819,274878025592,1.0,Детские товары,hard_suspicious,"рыжий кот. / детский песочный набор: самосвал ""ярослав"", формочки, микс","песочный набор: самосвал ""ярослав"", лопатка 13 см, формочки 3 шт.","рыжий кот. / детский песочный набор: самосвал ""ярослав"", формочки, микс","песочный набор: самосвал ""ярослав"", лопатка 13 cm, формочки 3 шт.","{""материал изделия"":""пластик"",""страна производства"":""россия"",""комплектация"":""элементы игры"",""вес товара с упаковкой (г)"":""150 г"",""длина упаковки"":""14 см"",""высота упаковки"":""9 см"",""ширина упаковки"":""17 см"",""валюта"":""rub""}","{""бренд"":""рыжий кот"",""страна-изготовитель"":""россия"",""максимальный возраст ребенка"":""до 18 лет"",""минимальный возраст ребенка"":""от 1,5 лет"",""пол ребенка"":""унисекс"",""тип"":""игрушка для песочницы""}",fdbf2e8a0fbf3d898f6e9be0bf6523285b0ba9f048aa9fbdfe93dfb37063f433,9cf24cb92efc870db862c9adb676d4e97894869dcaf613daea7d5c7d50644632,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,0.35714285714285715,0.7429608702659607,1,1,0.0,0.0,0.0,0.0,0.5486134,0.1973082,0.27677593
283467899562,197568544190,197568544190,283467899562,0.0,Обувь,hard_suspicious,кроссовки nike jordan,кроссовки nike jordan,кроссовки nike jordan,кроссовки nike jordan,"{""состав"":""кожа; текстиль"",""цвет"":""белый, черный, коричневый"",""сезон"":""демисезон; лето"",""материал подошвы обуви"":""резина"",""материал подкладки обуви"":""текстиль"",""особенности модели"":""высокие"",""страна производства"":""вьетнам"",""комплектация"":""кроссовки - 1 пара"",""валюта"":""rub"",""российский размер"":""37""}","{""целевая аудитория"":""взрослая"",""бренд в одежде и обуви"":""nike"",""страна бренда"":""сша"",""коллекция"":""базовая коллекция"",""цвет товара"":""черный"",""страна-изготовитель"":""вьетнам"",""особенности модели"":""рельефный рисунок подошвы"",""материал подкладки обуви"":""синтетическая дышащая сетка"",""материал стельки"":""эва (вспененный полимер)+текстиль"",""материал верха"":""натуральная кожа"",""материал"":""breathable"",""ортопедический"":""нет"",""российский размер"":""40"",""сезон"":""на любой сезон"",""серия в одежде и обуви"":""jordan"",""пол"":""мужской"",""вид застёжки"":""шнурки"",""посадка"":""нормальная"",""размер производителя"":""eur41/26cm"",""материал подошвы обуви"":""вулканизированная резина"",""тип пронации"":""нейтральная"",""спортивное назначение"":""баскетбол"",""вид каблука"":""каблук + платформа""}",0fb127b88df4fd1a4d0aed878a444b93671cb3f7269346c7044b9f0fe1165924,df50e1758347e7203db5608ef346b00cdf3841087ee7d32f4597e5687316dcfa,True,False,False,True,True,False,False,False,False,False,True,False,True,True,False,1.0,1.0,0,0,0.0,1.0,0.0,1.0,0.028652668,0.054077365,0.01671279
283467947798,274878045400,274878045400,283467947798,0.0,Обувь,hard_suspicious,сандалии tikar,сандалии tikar,сандалии tikar,сандалии tikar,"{""страна производства"":""турция"",""сезон"":""лето"",""цвет"":""зеленый"",""материал (состав)"":""натуральная кожа"",""размер"":""28""}","{""целевая аудитория"":""детская"",""бренд в одежде и обуви"":""tikar"",""коллекция"":""весна-лето 2023"",""цвет товара"":""розовый"",""название цвета"":""розовый"",""страна-изготовитель"":""турция"",""особенности повседневной обуви"":""анатомическая стелька"",""длина стопы, см"":""12.5"",""высота каблука, см"":""1.2"",""внутренний материал"":""натуральная кожа"",""материал стельки"":""кожа с супинатором"",""длина стельки, см"":""13"",""материал верха"":""натуральная кожа"",""материал"":""натуральная кожа"",""российский размер (обуви)"":""21"",""сезон"":""лето"",""пол"":""девочки"",""вид застёжки"":""липучки"",""посадка"":""нормальная"",""информация о размерах"":""сандалии идут размер в размер, при выборе рекомендуем учитывать запас 0,5-1 см"",""размер производителя"":""21"",""материал подошвы"":""тпу (термополиуретан)"",""вид каблука"":""без каблука"",""полнота"":""r (средняя)""}",a482a346ba5a9397b31a5cd58e5188d4fe37d62d55093e679273544cba81ce00,d18af3ee9b24051d4fd92d73fef4d094b1db4a0ebfcfde9c85af4cb57a05376f,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,1.0,1.0,0,0,0.0,0.0,0.0,1.0,0.063714996,0.0036274132,0.006539684
283467951806,60129633762,60129633762,283467951806,1.0,Музыкальные инструменты,hard_suspicious,цифровое пианино rockdale toccata rosewood,"цифровое пианино kurzweil ka150 wh, 88 молоточковых клавиш, полифония 68, цвет белый",цифровое пианино rockdale toccata rosewood,"цифровое пианино kurzweil ka150 wh, 88 молоточковых клавиш, полифония 68, цвет белый","{""цвет товара"":""палисандр"",""тип"":""цифровое пианино"",""количество клавиш"":""88"",""жесткость клавиатуры"":""взвешенная"",""молоточковая механика"":""есть"",""размер клавиш"":""полноразмерные"",""педали"":""встроенные"",""корпус"":""классический"",""встроенная акустическая система"":""есть"",""ширина"":""1375 мм"",""высота"":""810 мм"",""глубина"":""420 мм"",""вес"":""42 кг"",""функции и опции"":""запись песен, метроном, обучение, реверберация, транспонирование"",""количество тембров"":""26"",""полифония"":""512"",""количество стилей автоаккомпанемента"":""10"",""количество эффектов"":""3"",""количество песен записи"":""1"",""разъемы и интерфейсы"":""usb type b, выход на наушники, линейный вход, линейный выход"",""питание"":""питание от сети"",""комплектация"":""тройная педаль, стойка, блок питания, кабель usb-b, отвертка для монтажа, инструкция пользователя и инструкция по сборке на русском языке""}","{""бренд"":""kurzweil"",""цвет товара"":""белый"",""страна-изготовитель"":""южная корея"",""размеры, мм"":""1380х867х497"",""особенности"":""встроенная акустическая система"",""функции"":""метроном"",""интерфейсы"":""usb"",""количество клавиш, шт."":""88"",""размер клавиш"":""полноразмерные"",""жесткость клавиатуры"":""взвешенная"",""версия ос"":""windows"",""комплектация"":""цифровое пианино kurzweil ka150 wh, адаптер питания, документация"",""количество пэдов, шт."":""0"",""полифония"":""68"",""вид питания"":""от сети 220в"",""звуковые эффекты"":""reverb"",""тембры"":""128"",""тип"":""цифровое фортепиано"",""гарантийный срок"":""12 месяцев"",""вес товара, г"":""54000""}",93c5fb878c3b7531ea7cdc14db5c2039ca9948904a1a62099c0c009d93ed5145,968a905fa6696980646f69c9fecc562c4ea79770c8820def2b56b7024e01add0,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,0.13333333333333333,0.26366063952445984,0,0,0.0,0.0,0.0,1.0,0.02596394,0.013656259,0.011929358
283467951951,455266648839,283467951951,455266648839,1.0,Спорт и отдых,hard_suspicious,"блесна для зимней рыбалки lucky john x-blade с тройником 7.6 гр, 55 мм, #s (ljxb55-s) / товары для рыбалки / на окуня","lucky john / блесна вертикальная зимняя lucky john ""x-blade"" 45 мм","блесна для зимней рыбалки lucky john x-blade с тройником 7.6 g, 55 mm, #s (ljxb55-s) / товары для рыбалки / на окуня","lucky john / блесна вертикальная зимняя lucky john ""x-blade"" 45 mm","{""бренд"":""lucky john"",""название цвета"":""#s"",""вид крючка"":""тройной"",""длина, см"":""5.5"",""количество в упаковке, шт"":""1"",""сезон снасти"":""зима"",""тип"":""блесна"",""вид блесны"":""вертикальная"",""вес, г"":""7.6""}","{""материал изделия"":""металл"",""количество предметов в упаковке"":""1 шт"",""тип блесны"":""зимняя вертикальная"",""вид крючка"":""тройной"",""длина приманки (мм)"":""45 мм"",""страна производства"":""китай"",""комплектация"":""рыболовная блесна"",""валюта"":""rub""}",e37c023482cfdefb701b3bcfa738ce36eb7db8bdf04e07aeb9528686a53fc7fe,4c9c70eb2d674f73200af698a98204a6c38b24108b6d9384221557d0cc30258b,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,0.2608695652173913,0.38321468234062195,1,1,0.0,0.0,0.0,0.0,0.11478838,0.11143066,0.1480872
283467982462,146028984305,146028984305,283467982462,0.0,Галантерея и аксессуары,hard_suspicious,сумка женская,сумка женская,сумка женская,сумка женская,"{""состав"":""экокожа 0%"",""цвет"":""черный"",""материал подкладки"":""полиэстер - подкладка"",""фактура материала"":""кожаный"",""особенности сумки"":""уникальный и элегантный внешний вид;"",""количество отделений"":""1 шт."",""назначение ремня сумки"":""через плечо; на плечо; на руку; плечевой ремень; через плечо; на плечо; через плечо; на пояс"",""вид застежки"":""кнопки"",""длина плечевого ремня"":""100 см"",""комплектация"":""сумка 1шт-ремень 1шт"",""страна производства"":""китай"",""длина упаковки"":""20 см"",""высота упаковки"":""15 см"",""ширина упаковки"":""30 см"",""валюта"":""rub""}","{""целевая аудитория"":""взрослая"",""вид сумки"":""кросс-боди"",""бренд"":""armadagross"",""коллекция"":""базовая коллекция"",""цвет товара"":""черный"",""название цвета"":""27"",""страна-изготовитель"":""китай"",""глубина, см"":""8"",""формат а4"":""не вмещает"",""ручки"":""плечевой ремень"",""высота, см"":""12"",""материал подкладки"":""полиэстер"",""материал"":""искусственная кожа"",""количество внешних карманов, шт"":""1"",""количество внутренних отделений"":""1"",""комплектация"":""сумка,ремень"",""упаковка"":""пакет"",""пол"":""женский"",""стиль"":""повседневное"",""тип"":""сумка на плечо"",""тип застежки"":""молния"",""вес товара, г"":""550"",""ширина, см"":""24""}",033bbbd3747ae02a08e9da8a65fcd56a7f9433c59c6b9cfe5e2af892387dc71a,191cc6c4353696714d60f5c34465c17f469747ba08819b49bb9e947d362f1e4d,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.024237635,0.06462511,0.025414964
283467990300,60129593676,60129593676,283467990300,1.0,Хобби и творчество,hard_suspicious,пирамида продаж / шашки,"шашки, стоклеточные, международные, шашки и доска дерево, 40х20х3,5 см",пирамида продаж / шашки,"шашки, стоклеточные, международные, шашки и доска дерево, 40х20х3,5 cm","{""страна производства"":""россия"",""длина упаковки"":""35 см"",""высота упаковки"":""15 см"",""ширина упаковки"":""20 см"",""валюта"":""rub""}","{""возраст ребенка"":""от 6 лет"",""целевая аудитория"":""детская"",""бренд"":""нет бренда"",""цвет товара"":""разноцветный"",""страна-изготовитель"":""россия"",""вид настольной игры"":""логика и математика"",""длина меньшей стороны, см"":""40"",""вид выпуска товара"":""фабричное производство"",""материал"":""дерево"",""минимальный возраст ребенка"":""от 6 лет"",""размер игрового поля, см"":""40х40"",""тип"":""шашки"",""длина большей стороны, см"":""40""}",9d517e116856d19c40a4799251728d44459f8b3f24010de93dbf8718aac2a4b3,4ad13d3dd2c493191b05e314c2883ce8859c2b44f95bb63726cbf1a97b0d4bbb,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,0.09090909090909091,0.15770089626312256,1,1,0.0,0.0,0.0,0.0,0.73067605,0.7217103,0.7684363
292057783590,661425001395,292057783590,661425001395,1.0,Аптека,hard_suspicious,vitumnus immuno комплекс для иммунитета порошок стики 10(2 г)/1уп,комплекс для иммунитета vitumnus immuno порошок стики 10 шт,vitumnus immuno комплекс для иммунитета порошок стики 10(2 g)/1уп,комплекс для иммунитета vitumnus immuno порошок стики 10 шт,"{""целевая аудитория"":""взрослая"",""бренд"":""vitumnus"",""состав"":""экстракт эхинацеи, аскорбиновая кислота, экстракт плодов шиповника, цинка цитрат."",""страна-изготовитель"":""россия"",""направление бад"":""для тонуса и укрепления организма"",""комплектация"":""1 уп в комп"",""единиц в одном товаре"":""1"",""форма выпуска продукта"":""порошок"",""номер сгр"":""ru.77.99.11.003.r.000341.02.21"",""срок годности в днях"":""360"",""тип"":""бад для поддержания иммунитета""}","{""показания к применению"":""рекомендуется в качестве биологически активной добавки к пище — дополнительного источника витамина с и цинка, источника гидроксикоричных кислот."",""мнн/действующее вещество"":""аскорбиновая кислота+цинк+эхинацеи экстракт"",""форма выпуска"":""порошок"",""количество в упаковке"":""10.000 шт"",""состав"":""активные вещества: экстракт эхинацеи, аскорбиновая кислота, экстракт плодов шиповника, цинка цитрат. содержание активных веществ в 1 саше: витамин с 150 мг; цинк 12 мг; гидроксикоричные кислоты, не менее 12 мг. вспомогательные вещества: сорбит; диоксид кремния аморфный, тальк, магниевая соль стеариновой кислоты (магния стеарат); ароматизатор натуральный черносмородиновый; подсластитель стевиолгликозиды. содержит подсластитель, при чрезмерном употреблении может оказывать слабительное действие."",""способ приготовления"":""взрослым, по 1 саше-пакету / стику 1 раз в день во время еды. порошок из саше-пакета / стика высыпать на язык и проглотить. не требуется запивать водой. продолжительность приема — 4 недели."",""противопоказания"":""индивидуальная непереносимость компонентов бад, беременность, кормление грудью, прогрессирующие системные заболевания (коллагеноз, лейкоз, рассеянный склероз). перед применением рекомендуется проконсультироваться с врачом. не является лекарственным средством."",""условия хранения"":""хранить в недоступном для детей месте при температуре не выше 25 °с и относительной влажности окружающего воздуха не выше 60 %. беречь от воздействия света."",""срок годности"":""2 года"",""партнер"":""планета здоровья""}",98fcfd7fdbfac849ccbb9c20c17dbc20aa0fbd30aed5cb188db6e12a46ca0c2c,7f33ffaab6601b1029638c025fcefac6a0dd23296b117ae7ff28c8717de0a9c1,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,0.6666666666666666,0.8703912496566772,1,1,0.0,0.0,0.0,0.0,0.77997863,0.6730348,0.51726973
292057792672,721554588503,292057792672,721554588503,0.0,Галантерея и аксессуары,hard_suspicious,браслет выбражулька,браслет выбражулька,браслет выбражулька,браслет выбражулька,"{""тип"":""браслет"",""материал"":""дерево, пластик, силикон""}","{""целевая аудитория"":""детская"",""стиль украшения"":""повседневный"",""бренд"":""выбражулька"",""тематика"":""другое"",""коллекция"":""базовая коллекция"",""цвет товара"":""разноцветный"",""страна-изготовитель"":""китай"",""размеры, мм"":""75 х 5  х 5 "",""материал"":""пластик"",""количество в упаковке"":""6"",""упаковка"":""подложка"",""пол"":""девочки"",""тип"":""браслет"",""вес товара, г"":""24""}",5840bff0cd681c51167d84b59fe0047bb548df9021c8a4376bba6472e32d3097,f9482e47e70af61092470571a57510cb005d227e457967baa2399c16c9d3470a,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.06791668,0.20456502,0.09753886
