audit_issue,id1,id2,canonical_id1,canonical_id2,target,category,hard_subset,title1,title2,normalized_title1,normalized_title2,attributes1,attributes2,full_representation_sha256_1,full_representation_sha256_2,exact_normalized_title_match,numeric_conflict,code_conflict,model_code_conflict,critical_attribute_conflict,sku_vs_human_title,identical_full_representation,unordered_id_pair_target_conflict,representation_pair_target_conflict,definite_label_conflict,suspicious_negative_identity,suspicious_positive_conflict,strong_label_suspicion,very_high_lexical_similarity_negative,very_low_lexical_similarity_positive,title_token_jaccard,title_char_tfidf_cosine,numeric_context_conflict_count,unit_conflict_count,brand_conflict,model_conflict,memory_conflict,color_conflict,s0_score,s2_score,catboost_score
negative_exact_normalized_title,206158467092,712964587584,206158467092,712964587584,0.0,Обувь,hard_suspicious,ботинки kapika,ботинки kapika,ботинки kapika,ботинки kapika,"{""страна производства"":""китай"",""материал подошвы"":""eva"",""цвет"":""коричневый"",""сезон"":""демисезон"",""материал верха"":""искусственная кожа"",""материал (состав)"":""материал верха: материал верха:текстиль/ искусственная кожа; материал подкладки: внутренний материал:текстиль (шерсть 80%, полиэстер 20%); материал стельки: материал стельки:текстиль (шерсть 80%, полиэстер 20%); материал подошвы: материал подошвы:эва/резина"",""внутренний материал"":""текстиль"",""размер"":""28""}","{""целевая аудитория"":""детская"",""бренд в одежде и обуви"":""kapika"",""страна бренда"":""россия"",""коллекция"":""осень-зима 2022"",""цвет товара"":""серый"",""страна-изготовитель"":""китай"",""длина стопы, см"":""23.5"",""внутренний материал"":""текстиль"",""материал стельки"":""текстиль"",""материал верха"":""текстиль"",""материал"":""текстиль"",""российский размер (обуви)"":""37"",""сезон"":""зима"",""пол"":""девочки"",""вид застёжки"":""молния"",""посадка"":""нормальная"",""информация о размерах"":""просьба при выборе обуви учитывать следующее: в описании товара указана длина стельки, а в таблице размеров - длина стопы."",""размер производителя"":""размер производителя 37"",""материал подошвы"":""резина""}",984b336ed8a9169b64380a4af8e0d83c5317d29dc7e23bbac6612ac3c6318d8c,0847905b70268a46481bbd48925e38a5246082e67ed1b28157369cd8e8df6f4c,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,1.0,1.0,0,0,0.0,0.0,0.0,1.0,0.10484337,0.0069636647,0.0074827173
negative_exact_normalized_title,609885499289,206158576122,206158576122,609885499289,0.0,Спорт и отдых,hard_suspicious,мяч футбольный,мяч футбольный,мяч футбольный,мяч футбольный,"{""назначение мяча"":""для улицы"",""размер мяча"":""5"",""тип поверхности мяча"":""для игры на газоне"",""бренд"":""kappa"",""сертификат"":""fifa"",""цвет товара"":""разноцветный"",""страна-изготовитель"":""пакистан"",""вид спорта"":""футбол"",""тип"":""футбольный мяч"",""гарантийный срок"":""6 месяцев""}","{""цвет"":""красный"",""материал изделия"":""синтетическая кожа"",""страна производства"":""китай"",""комплектация"":""1 шт - 1 шт"",""валюта"":""rub"",""российский размер"":""3""}",9f8e8fb0f69801454bf58dbf0665a31effdc0d6c3eb2b1f019086a3512df0a1f,837d6562b6eb6bf302dc2e5cccd88c10d611962ed02ac2d49628907a97b51d6a,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,1.0,1.0,0,0,0.0,0.0,0.0,1.0,0.021125192,0.011685364,0.006813718
negative_exact_normalized_title,317827588775,214748413371,214748413371,317827588775,0.0,Хобби и творчество,hard_suspicious,"рама багетная 18x24 для картин на холсте, пластиковая, без стекла и задника, всеподрамники","рама багетная 18x24 для картин на холсте, пластиковая, без стекла и задника, всеподрамники","рама багетная 18x24 для картин на холсте, пластиковая, без стекла и задника, всеподрамники","рама багетная 18x24 для картин на холсте, пластиковая, без стекла и задника, всеподрамники","{""бренд"":""всеподрамники"",""цвет товара"":""серый"",""размеры, мм"":""180x240"",""материал"":""пластик"",""минимальный возраст ребенка"":""0 месяцев"",""тип"":""багетная рама""}","{""цвет товара"":""коричневый"",""тип"":""багет"",""тип крепежа"":""набор"",""толщина профиля"":""57 мм"",""материал"":""пластик"",""покрытие"":""эко-лак"",""состав комплекта"":""рама, фурнитура, прижимы для подрамника"",""длина"":""18"",""ширина"":""24"",""размер окна"":""18x24""}",ea1884a181f1bb759cff93553b40b6a2a3d698b920590e0100d232b3ab84c194,b2399e7cb6b67ed1a3857a2708d7aacfd07496dddcc41ba31159ebfd315de8c3,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,1.0,0.9999999403953552,0,0,0.0,0.0,0.0,1.0,0.18126321,0.014095716,0.057416532
negative_exact_normalized_title,747324388194,223338335535,223338335535,747324388194,0.0,Дом и сад,hard_suspicious,набор для специй,набор для специй,набор для специй,набор для специй,"{""артикул"":""5013794"",""бренд"":""нет бренда"",""цвет товара"":""коричневый"",""страна-изготовитель"":""индонезия"",""вид выпуска товара"":""фабричное производство"",""материал"":""бамбук"",""тип"":""набор для специй""}","{""количество предметов в упаковке"":""3 шт."",""материал посуды"":""фарфор; бамбук"",""особенности посуды"":""банка для сыпучих продуктов солонка и перечница"",""цвет"":""белый"",""комплектация"":""подставка деревянная; емкость для специй 2 шт"",""длина упаковки"":""14 см"",""высота упаковки"":""12 см"",""ширина упаковки"":""8 см"",""валюта"":""rub""}",cf8e715ae3b2d8ca0ef8e91fe4a253c3a4b52f45c9e75cc09e862ec742b8476a,54f6f0c110fc01474b5b2691807ab331d1029e3a18e0650d0a2312fbdfaf4fe2,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,1.0,1.0,0,0,0.0,0.0,0.0,1.0,0.03085051,0.010376265,0.0059116883
negative_exact_normalized_title,738734404757,223338405103,223338405103,738734404757,0.0,Обувь,hard_suspicious,кроссовки new balance,кроссовки new balance,кроссовки new balance,кроссовки new balance,"{""целевая аудитория"":""взрослая"",""бренд в одежде и обуви"":""new balance"",""коллекция"":""базовая коллекция"",""цвет товара"":""хаки"",""материал подкладки обуви"":""eva"",""материал стельки"":""эва (вспененный полимер)+искусственная кожа"",""материал верха"":""текстиль"",""материал"":""breathable"",""ортопедический"":""нет"",""российский размер"":""37"",""сезон"":""на любой сезон"",""пол"":""мужской"",""материал подошвы обуви"":""резина"",""температурный режим"":""-30"",""спортивное назначение"":""треккинг""}","{""страна производства"":""вьетнам"",""материал подошвы"":""резина"",""цвет"":""голубой"",""сезон"":""демисезон"",""материал верха"":""натуральная кожа"",""материал (состав)"":""68% нат. кожа - корова,21% полиэстер,11% полиуретан,100% хлопок,100% резина;"",""внутренний материал"":""хлопок"",""размер"":""11""}",6ae9df6953d32c7e5c024b68a68d9420a56d41e1f8832df3d2fddb657f958536,04901f7d12de6edde593f23486cd08d8bfabf22fbed65c725d0bbda29fb3747e,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,1.0,1.0,0,0,0.0,0.0,0.0,1.0,0.015543648,0.004781426,0.0065281447
negative_exact_normalized_title,231928290191,292057833264,231928290191,292057833264,0.0,Обувь,hard_suspicious,кроссовки sigma,кроссовки sigma,кроссовки sigma,кроссовки sigma,"{""страна производства"":""китай"",""материал подошвы"":""искусственный материал"",""цвет"":""синий"",""сезон"":""демисезон"",""материал верха"":""комбинированный материал"",""материал (состав)"":""текстиль 70 %, натуральня кожа 30 %"",""внутренний материал"":""текстиль"",""размер"":""40""}","{""материал"":""текстиль"",""вид застёжки"":""шнурки"",""материал стельки"":""эва (вспененный полимер)+текстиль"",""страна-изготовитель"":""россия"",""длина стельки, см"":""27"",""коллекция"":""весна-лето 2020"",""материал верха"":""текстиль"",""целевая аудитория"":""взрослая"",""цвет товара"":""черный"",""название цвета"":""черный"",""сезон"":""лето"",""бренд в одежде и обуви"":""sigma"",""полнота"":""g"",""размер производителя"":""41"",""внутренний материал"":""текстиль"",""российский размер (обуви)"":""41"",""пол"":""женский""}",520721f9319c9abd97c5b40ae995546a9e912298ddfa389edcfb45cf1cda71fe,c8794e4dab5f97740b3661b260f020c6fd8c87eee9175ff627fdeedee0c63fc7,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,1.0,0.9999999403953552,0,0,0.0,0.0,0.0,1.0,0.03027187,0.0026319446,0.005634068
negative_exact_normalized_title,377957204923,240518175464,240518175464,377957204923,0.0,Обувь,hard_suspicious,кроссовки skechers,кроссовки skechers,кроссовки skechers,кроссовки skechers,"{""страна производства"":""вьетнам"",""материал подошвы"":""eva"",""цвет"":""белый"",""сезон"":""демисезон"",""материал верха"":""комбинированный материал"",""материал (состав)"":""верх: 43% кожа, 34% синтетическая кожа, 23% текстиль; подкладка: 100% текстиль; подошва: 100% эва"",""внутренний материал"":""текстиль"",""размер"":""13""}","{""целевая аудитория"":""взрослая"",""бренд в одежде и обуви"":""skechers"",""коллекция"":""осень-зима 2023"",""цвет товара"":""темно-серый"",""особенности модели"":""контрастная строчка"",""материал подкладки обуви"":""синтетическая дышащая сетка"",""материал стельки"":""искусственная кожа+текстиль"",""материал верха"":""полимерные материалы"",""материал"":""каучук"",""ортопедический"":""нет"",""российский размер"":""40"",""сезон"":""на любой сезон"",""пол"":""мужской"",""вид застёжки"":""шнурки"",""посадка"":""нормальная"",""размер производителя"":""eu41=длина стопы 25.5cm"",""материал подошвы обуви"":""вулканизированная резина"",""тип пронации"":""с поддержкой"",""спортивное назначение"":""бадминтон"",""полнота"":""r (средняя)""}",41ca72995fc82ba710ff778529303773aa578b3446536f926523a1a94db42f98,6e3845e83af7b5a033518b21b4ffea4703ea3d3bf5048cf01b4df0ce4462b404,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,1.0,1.0,0,0,0.0,0.0,0.0,1.0,0.041773878,0.0022479221,0.005963909
negative_exact_normalized_title,240518179769,635655215152,240518179769,635655215152,0.0,Обувь,hard_suspicious,кроссовки new balance,кроссовки new balance,кроссовки new balance,кроссовки new balance,"{""целевая аудитория"":""взрослая"",""бренд в одежде и обуви"":""new balance"",""коллекция"":""базовая коллекция"",""цвет товара"":""средне-серый"",""особенности модели"":""толстая подошва"",""материал подкладки обуви"":""микрофибра"",""материал стельки"":""lunarlon+текстиль"",""материал верха"":""текстиль"",""материал"":""синтетическая дышащая сетка"",""ортопедический"":""нет"",""российский размер"":""38,5"",""сезон"":""на любой сезон"",""пол"":""мужской"",""вид застёжки"":""шнурки"",""посадка"":""нормальная"",""высота подошвы, см"":""3"",""размер производителя"":""38,5"",""материал подошвы обуви"":""резина"",""рисунок"":""другое"",""тип пронации"":""нейтральная"",""спортивное назначение"":""альпинизм"",""вид каблука"":""без каблука"",""полнота"":""r (средняя)""}","{""страна производства"":""индонезия"",""материал подошвы"":""резина"",""цвет"":""красный"",""сезон"":""демисезон"",""материал верха"":""натуральная кожа"",""материал (состав)"":""59% хлопок,29% полиуретан,12% нат. кожа - корова,100% хлопок,100% резина;"",""внутренний материал"":""хлопок"",""размер"":""5""}",0fae2fbc89fb51befbf82b2646c8d8df63e1f10d83ac58609b5b5953357e6217,e4999eaa525d63aee931dfea61ee04f09b9122f6770c2f0cf342334232d34c78,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,1.0,1.0,0,0,0.0,0.0,0.0,1.0,0.015543648,0.0018567634,0.005992473
negative_exact_normalized_title,678604922470,240518220237,240518220237,678604922470,0.0,Обувь,hard_suspicious,ботинки котофей,ботинки котофей,ботинки котофей,ботинки котофей,"{""страна производства"":""россия"",""материал подошвы"":""тэп"",""цвет"":""черный"",""сезон"":""зима"",""материал верха"":""натуральная кожа"",""материал (состав)"":""100% натуральная кожа"",""внутренний материал"":""мех шерстяной"",""размер"":""33""}","{""целевая аудитория"":""детская"",""бренд в одежде и обуви"":""котофей"",""страна бренда"":""россия"",""коллекция"":""школа 2023"",""цвет товара"":""синий"",""страна-изготовитель"":""россия"",""особенности повседневной обуви"":""съёмная стелька"",""внутренний материал"":""байка"",""материал стельки"":""войлок"",""материал верха"":""натуральная кожа"",""материал"":""натуральная кожа"",""российский размер (обуви)"":""27"",""сезон"":""демисезон"",""пол"":""мальчики"",""вид застёжки"":""липучки"",""материал подошвы"":""этилвинилацетат"",""гарантийный срок"":""30 дней"",""полнота"":""3""}",56bd63eec4a82383ea6b42b67994fde1ef3633ff9a1ba4118dc594e8fba81589,889a42d3fef219bce46e91b17fadb693a758325178d4c66d9a1f35b85f82b6d4,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,1.0,1.0,0,0,0.0,0.0,0.0,1.0,0.12421302,0.0012115366,0.007504678
negative_exact_normalized_title,429496787099,257698147685,257698147685,429496787099,0.0,Обувь,hard_suspicious,ботинки капитошка,ботинки капитошка,ботинки капитошка,ботинки капитошка,"{""целевая аудитория"":""детская"",""бренд в одежде и обуви"":""капитошка"",""коллекция"":""базовая коллекция"",""цвет товара"":""черный"",""страна-изготовитель"":""китай"",""особенности модели"":""съёмная стелька"",""длина стопы, см"":""15.7"",""высота каблука, см"":""1"",""материал подкладки обуви"":""байка"",""материал стельки"":""байка"",""высота голенища, см"":""10"",""длина стельки, см"":""16,5"",""материал верха"":""искусственная кожа"",""российский размер"":""26"",""сезон"":""демисезон"",""пол"":""девочки"",""вид застёжки"":""липучки"",""высота подошвы, см"":""2.5"",""информация о размерах"":""длина стельки обуви:\n26 размер-16,5 см;\n27 размер-17 см;\n28 размер-17,5 см;\n29 размер-18,5 см;\n30 размер-19 см;\n31 размер-19,5 см"",""размер производителя"":""26"",""материал подошвы обуви"":""термопластичная резина (тпр)"",""температурный режим"":""от +5 град до +18 град"",""полнота"":""4""}","{""страна производства"":""китай"",""материал подошвы"":""тпр"",""цвет"":""синий"",""сезон"":""зима"",""материал верха"":""натуральная кожа"",""материал (состав)"":""основной состав:100%натуральная кожа подкладка: 100% натуральный мех стелька: 100% натуральный мех подошва:100% тпр"",""внутренний материал"":""натуральный мех"",""размер"":""29""}",8788bd201117961fedc295ded8e3ac6391d8fb799b5d784f2113b21d6943bbe4,164d59805748f7aa49cee2985f9c064eca39debea719637c7799868181dcc487,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,1.0,1.0,0,0,0.0,0.0,0.0,1.0,0.068040416,0.0026530328,0.007225884
negative_exact_normalized_title,266288115583,618475437968,266288115583,618475437968,0.0,Галантерея и аксессуары,hard_suspicious,косметичка,косметичка,косметичка,косметичка,"{""целевая аудитория"":""взрослая"",""бренд"":""нет бренда"",""коллекция"":""базовая коллекция"",""цвет товара"":""сиреневый"",""страна-изготовитель"":""китай"",""глубина, см"":""21"",""высота, см"":""8"",""материал"":""искусственная кожа"",""пол"":""женский"",""тип"":""косметичка"",""ширина, см"":""13""}","{""цвет"":""черный"",""материал изделия"":""искусственная кожа"",""высота предмета"":""13 см"",""глубина предмета"":""12.5 см"",""ширина предмета"":""26 см"",""количество отделений"":""3 шт."",""вид застежки"":""молния"",""страна производства"":""китай"",""длина упаковки"":""22 см"",""высота упаковки"":""2 см"",""ширина упаковки"":""21 см"",""валюта"":""rub""}",20eb337cb91d78cdef491f0abc4f4e96f01e4cae142f7b17692ab20d5977de8e,4a789d26bc2f5e354210a00b794dc252daae200e719a7513e0da1df8766017d7,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,1.0,1.0,0,0,0.0,0.0,0.0,1.0,0.060418423,0.0047625583,0.014357457
negative_exact_normalized_title,824633842342,274878011229,274878011229,824633842342,0.0,Обувь,hard_suspicious,ботинки kapika,ботинки kapika,ботинки kapika,ботинки kapika,"{""страна производства"":""китай"",""материал подошвы"":""резина"",""цвет"":""бежевый"",""сезон"":""демисезон"",""материал верха"":""комбинированный материал"",""материал (состав)"":""материал верха: натуральная кожа/ экокожа(иск. материал)/полимерный материал; материал подкладки: текстиль (шерсть 30%, полиэстер 70%); материал стельки: текстиль (шерсть 30%, полиэстер 70%); материал подошвы: резина"",""внутренний материал"":""текстиль"",""размер"":""28""}","{""целевая аудитория"":""детская"",""бренд в одежде и обуви"":""kapika"",""страна бренда"":""россия"",""коллекция"":""осень-зима 2023"",""цвет товара"":""черный"",""название цвета"":""черный"",""страна-изготовитель"":""китай"",""длина стопы, см"":""21.5"",""внутренний материал"":""натуральный мех"",""материал стельки"":""натуральный мех"",""материал верха"":""натуральная кожа"",""материал"":""натуральная кожа"",""российский размер (обуви)"":""34"",""сезон"":""зима"",""пол"":""девочки"",""вид застёжки"":""без застёжки"",""посадка"":""нормальная"",""информация о размерах"":""просьба при выборе обуви учитывать следующее: в описании товара указана длина стельки, а в таблице размеров - длина стопы."",""размер производителя"":""размер производителя 35"",""материал подошвы"":""резина"",""диапазон температур, °с"":""до -25 °с""}",d84ebd1a2e2a66bf0aa288b5effc921fa32e14286df0bd10d8216d3149c2f310,571cfb2ff7ef7b2dcc55e20b68451462c0fc63f1a0973316743dfc31f198043c,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,1.0,1.0,0,0,0.0,0.0,0.0,1.0,0.10484337,0.0038450714,0.0070813512
negative_exact_normalized_title,283467947798,274878045400,274878045400,283467947798,0.0,Обувь,hard_suspicious,сандалии tikar,сандалии tikar,сандалии tikar,сандалии tikar,"{""страна производства"":""турция"",""сезон"":""лето"",""цвет"":""зеленый"",""материал (состав)"":""натуральная кожа"",""размер"":""28""}","{""целевая аудитория"":""детская"",""бренд в одежде и обуви"":""tikar"",""коллекция"":""весна-лето 2023"",""цвет товара"":""розовый"",""название цвета"":""розовый"",""страна-изготовитель"":""турция"",""особенности повседневной обуви"":""анатомическая стелька"",""длина стопы, см"":""12.5"",""высота каблука, см"":""1.2"",""внутренний материал"":""натуральная кожа"",""материал стельки"":""кожа с супинатором"",""длина стельки, см"":""13"",""материал верха"":""натуральная кожа"",""материал"":""натуральная кожа"",""российский размер (обуви)"":""21"",""сезон"":""лето"",""пол"":""девочки"",""вид застёжки"":""липучки"",""посадка"":""нормальная"",""информация о размерах"":""сандалии идут размер в размер, при выборе рекомендуем учитывать запас 0,5-1 см"",""размер производителя"":""21"",""материал подошвы"":""тпу (термополиуретан)"",""вид каблука"":""без каблука"",""полнота"":""r (средняя)""}",a482a346ba5a9397b31a5cd58e5188d4fe37d62d55093e679273544cba81ce00,d18af3ee9b24051d4fd92d73fef4d094b1db4a0ebfcfde9c85af4cb57a05376f,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,1.0,1.0,0,0,0.0,0.0,0.0,1.0,0.063714996,0.0036274132,0.006539684
negative_exact_normalized_title,292057806591,541165997733,292057806591,541165997733,0.0,Обувь,hard_suspicious,кроссовки makfly,кроссовки makfly,кроссовки makfly,кроссовки makfly,"{""страна производства"":""китай"",""материал подошвы"":""искусственный материал"",""цвет"":""голубой"",""сезон"":""демисезон"",""материал верха"":""комбинированный материал"",""материал (состав)"":""основной состав: 70% текстиль, 30% искусственная кожа; подкладка: 100% текстиль"",""внутренний материал"":""текстиль"",""размер"":""28""}","{""целевая аудитория"":""детская"",""бренд в одежде и обуви"":""makfly"",""страна бренда"":""россия"",""коллекция"":""весна-лето 2024"",""цвет товара"":""зеленый"",""название цвета"":""зеленый"",""страна-изготовитель"":""китай"",""особенности повседневной обуви"":""легкая модель"",""высота каблука, см"":""2.3"",""внутренний материал"":""текстиль"",""материал стельки"":""текстиль"",""материал верха"":""текстиль"",""материал"":""текстиль"",""ортопедический"":""нет"",""российский размер (обуви)"":""38"",""сезон"":""на любой сезон"",""пол"":""мальчики"",""вид застёжки"":""без застёжки"",""посадка"":""нормальная"",""высота подошвы, см"":""1.8"",""размер производителя"":""38"",""материал подошвы"":""резина"",""тип пронации"":""нейтральная"",""вид каблука"":""без каблука"",""полнота"":""6""}",7abe6622c335c9ee0e5e2e0292389a4e89434c53b395ce2d5150c112913a4b1e,ab53a346043978d3a98f3c90ac72da646834d353201701cb1db57135c75dbaa0,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,1.0,1.0,0,0,0.0,0.0,0.0,1.0,0.039937314,0.005386343,0.006406642
negative_exact_normalized_title,292057823278,463856577721,292057823278,463856577721,0.0,Обувь,hard_suspicious,кроссовки puma,кроссовки puma,кроссовки puma,кроссовки puma,"{""целевая аудитория"":""взрослая"",""бренд в одежде и обуви"":""puma"",""коллекция"":""базовая коллекция"",""цвет товара"":""серый"",""внутренний материал"":""искусственная замша"",""материал стельки"":""искусственная кожа"",""материал верха"":""искусственная кожа"",""материал"":""искусственная кожа"",""ортопедический"":""нет"",""российский размер (обуви)"":""41"",""сезон"":""на любой сезон"",""пол"":""женский"",""вид застёжки"":""шнурки"",""посадка"":""нормальная"",""размер производителя"":""eur41"",""материал подошвы"":""искусственный каучук"",""тип пронации"":""нейтральная"",""вид спорта"":""треккинг"",""вид каблука"":""без каблука""}","{""страна производства"":""вьетнам"",""материал подошвы"":""резина"",""цвет"":""черный"",""сезон"":""демисезон"",""материал верха"":""текстиль"",""материал (состав)"":""материал верха: текстиль; материал подкладки: текстиль; материал подошвы: резина"",""внутренний материал"":""текстиль"",""размер"":""10""}",156a6753b237146771f55a0ec51e3f5cccb145c9fd5f4163534ebd231c724be7,a66e35160348faca2467d99558574081f1aea88b07cb1917e37c810f69721403,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,1.0,1.0,0,0,0.0,0.0,0.0,1.0,0.023197625,0.0018124045,0.004576189
negative_exact_normalized_title,850403608084,292057915581,292057915581,850403608084,0.0,Обувь,hard_suspicious,ботинки котофей,ботинки котофей,ботинки котофей,ботинки котофей,"{""страна производства"":""россия"",""материал подошвы"":""полиуретан"",""цвет"":""серебряный"",""сезон"":""демисезон"",""материал верха"":""натуральная кожа"",""материал (состав)"":""материал верха: натуральная кожа; материал подкладки: байка; материал стельки: войлок; материал подошвы: пу (полиуретан)"",""внутренний материал"":""байка"",""размер"":""26""}","{""бренд в одежде и обуви"":""котофей"",""коллекция"":""весна-лето 2022"",""цвет товара"":""оливковый"",""страна-изготовитель"":""россия"",""внутренний материал"":""байка"",""материал стельки"":""войлок"",""длина стельки, см"":""17,9"",""материал верха"":""натуральная кожа"",""материал"":""натуральная кожа"",""российский размер (обуви)"":""27"",""сезон"":""демисезон"",""пол"":""мальчики"",""вид застёжки"":""липучки"",""материал подошвы"":""полиуретан"",""полнота"":""2""}",8f1a711cf7a7921cb91a3a30d9fb584571891ebd2bc793863e485703e5df546d,db0f05344c5dcc7b5bb2ea4360cc4413a45f2dd76f9d50e582faf64260c39c05,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,1.0,1.0,0,0,0.0,0.0,0.0,1.0,0.12421302,0.01155001,0.09666643
negative_exact_normalized_title,721554584644,300647735006,300647735006,721554584644,0.0,Обувь,hard_suspicious,полуботинки ralf ringer,полуботинки ralf ringer,полуботинки ralf ringer,полуботинки ralf ringer,"{""страна производства"":""россия"",""материал подошвы"":""пу"",""цвет"":""серый"",""сезон"":""демисезон"",""материал верха"":""натуральная кожа"",""материал (состав)"":""спилок натуральный,кожа"",""внутренний материал"":""текстиль"",""размер"":""34""}","{""бренд в одежде и обуви"":""ralf ringer"",""коллекция"":""весна-лето 2022"",""цвет товара"":""бежевый"",""страна-изготовитель"":""россия"",""особенности повседневной обуви"":""низкая модель"",""внутренний материал"":""натуральная кожа"",""длина стельки, см"":""29"",""российский размер (обуви)"":""43"",""сезон"":""лето"",""пол"":""мужской"",""размер производителя"":""43 ru"",""материал подошвы"":""полиуретан"",""полнота"":""7""}",111c8015cc9a60d85935711feb0f58c8991dcb27863ddbe91438c4b79ca48668,b930ba4dfe8988eb43ccfe5f9ae38cc69a363cdf5c6aece324b9a265a3ee385f,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,1.0,0.9999999403953552,0,0,0.0,0.0,0.0,1.0,0.1765296,0.0042994865,0.010799838
negative_exact_normalized_title,309237662336,326417667955,309237662336,326417667955,0.0,Обувь,hard_suspicious,кроссовки nike,кроссовки nike,кроссовки nike,кроссовки nike,"{""страна производства"":""индонезия"",""цвет"":""розовый"",""сезон"":""демисезон"",""материал (состав)"":""материал верха: верх синт.кожа, текстиль, иск. кожа; материал подкладки: подкл текстиль; материал стельки: подошва резина, пластик"",""размер"":""29""}","{""целевая аудитория"":""взрослая"",""бренд в одежде и обуви"":""nike"",""страна бренда"":""сша"",""коллекция"":""весна-лето 2024"",""цвет товара"":""черный"",""страна-изготовитель"":""не указана"",""особенности повседневной обуви"":""мягкая стелька"",""длина стопы, см"":""27.5"",""внутренний материал"":""искусственные материалы"",""материал стельки"":""эва (вспененный полимер)+искусственная кожа"",""материал верха"":""текстиль"",""материал"":""eva"",""российский размер (обуви)"":""42"",""сезон"":""на любой сезон"",""пол"":""мужской"",""вид застёжки"":""шнурки"",""посадка"":""нормальная"",""размер производителя"":""eur43"",""материал подошвы"":""eva"",""вид спорта"":""бег""}",43780c339289e693ffee33e981ac515a82de41dfce598e74dbaf7741f5418ba7,1a2fcdada89033be6d025828e02c5bbec7d042af79c890e62b4b62583b4c421e,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,1.0,0.9999999403953552,0,0,0.0,0.0,0.0,1.0,0.030792167,0.005158309,0.004879767
negative_exact_normalized_title,635655189829,317827670063,317827670063,635655189829,0.0,Красота и гигиена,hard_suspicious,тени для век матовые,тени для век матовые,тени для век матовые,тени для век матовые,"{""состав"":""косметическая основа"",""количество цветов (шт.)"":""1"",""водостойкость средства"":""да"",""текстура"":""кремово-пудровая, невесомая; комфортная, мягкая; нежная, приятная"",""объем товара"":""5 мл"",""срок годности"":""3 года"",""страна производства"":""беларусь"",""комплектация"":""высокое содержание цветовых пигментов, ощущение уверенности; равномерно растушевываться, сохраняя насыщенную цветопередачу; для заботы о нежной коже век, предотвращают ощущение стягивания; с помощью удобного аппликатора тени легко наносятся; как база под сухие текстуры, так и самостоятельный продукт"",""вес товара без упаковки (г)"":""50 г"",""валюта"":""rub""}","{""целевая аудитория"":""взрослая"",""бренд"":""нет бренда"",""цвет товара"":""желтый"",""название цвета"":""желтый"",""состав"":""100% косметическая основа"",""страна-изготовитель"":""китай"",""особенность оттенка"":""матовый"",""упаковка"":""пакет"",""единиц в одном товаре"":""1"",""текстура"":""сухая"",""тип"":""тени для век"",""водостойкость"":""да""}",d22b9acbd2360ef70919a036fe801e714b9bd741fc6c71df2e106af5bd9ac297,b460aa53f15fbe02e0d524540b22811898b9408f65d17523711934deb76f2a71,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,1.0,1.0,0,0,0.0,0.0,0.0,1.0,0.017375665,0.041185267,0.013931257
