rule_id,concept,category,pair_id,human_label,semantic_fact_count,value_a,value_b,title_a,title_b
rule_7e16fc9f13e7410f,oxygen_permeability,Аптека,rp_07adcde34105e53d8c0ebf76,0.0,1,"{""raw_value"": ""108"", ""normalized_value"": ""108"", ""unit"": ""dk/t""}","{""raw_value"": ""110 dk/t"", ""normalized_value"": ""110"", ""unit"": ""dk/t""}",контактные линзы air optix plus hydraglyde for astigmatism (3 линзы) 8.7 (+3.75) -0.75 90 (air optix plus hg for ast),"контактные линзы alcon air optix plus hydraglyde for astigmatism, 3 шт., r 8,7, d -3,75, cyl: -0,75, aх: 90"
rule_7e16fc9f13e7410f,oxygen_permeability,Аптека,rp_d33a03285c410b1c464b9378,0.0,1,"{""raw_value"": ""26"", ""normalized_value"": ""26"", ""unit"": ""dk/t""}","{""raw_value"": ""27"", ""normalized_value"": ""27"", ""unit"": ""dk/t""}","контактные линзы alcon, dailies aquacomfort plus, однодневные, -4.75 / 8.7, 30 шт.",alcon dailies aquacomfort plus (30 линз) +4.75 r 8.7
rule_7e16fc9f13e7410f,oxygen_permeability,Аптека,rp_03eb5543d194924b1f0a336d,0.0,2,"{""raw_value"": ""30 dk/t"", ""normalized_value"": ""30"", ""unit"": ""dk/t""}","{""raw_value"": ""22"", ""normalized_value"": ""22"", ""unit"": ""dk/t""}","clearlab / clear all-day +1.50, 14.2, 8.6, 6 штук","линзы контактные clear all day, сlearlab 6 шт -0.5 радиус кривизны 8.6"
rule_8066b3533bb1cfe1,engraving_text,Галантерея и аксессуары,rp_7df8a98a26cb13b0dac96f8f,0.0,2,"{""raw_value"": ""девочка номер 1 богдана самая красивая"", ""normalized_value"": ""девочка номер 1 богдана самая красивая"", ""unit"": null}","{""raw_value"": ""я нашел любовь дружбу в одном человеке"", ""normalized_value"": ""я нашел любовь дружбу в одном человеке"", ""unit"": null}","кожаный брелок для ключей, девочка номер 1 богдана самая красивая, с гравировкой","/ кожаный брелок , я нашел любовь дружбу в одном человеке"
rule_8066b3533bb1cfe1,engraving_text,Галантерея и аксессуары,rp_8a00773a959cd73fe2941026,0.0,2,"{""raw_value"": ""за василису всех порву"", ""normalized_value"": ""за василису всех порву"", ""unit"": null}","{""raw_value"": ""за варвару всех порву"", ""normalized_value"": ""за варвару всех порву"", ""unit"": null}",/ брелок гравировка за василису всех порву,"брелок для ключей, на сумку,за варвару всех порву"
rule_8066b3533bb1cfe1,engraving_text,Галантерея и аксессуары,rp_744a94e918ab3b12d980309d,1.0,2,"{""raw_value"": ""папа номер 1 фаддей"", ""normalized_value"": ""папа номер 1 фаддей"", ""unit"": null}","{""raw_value"": ""папа номер 1 аполлинарий мы тебя любим"", ""normalized_value"": ""папа номер 1 аполлинарий мы тебя любим"", ""unit"": null}",/ кожаный брелок муж папа номер 1 фаддей,"кожаный брелок для ключей, муж папа номер 1 аполлинарий мы тебя любим , с гравировкой"
rule_8eb0649a5cc85498,lash_length,Красота и гигиена,rp_188783d79795f12128e51318,0.0,1,"{""raw_value"": ""7 мм"", ""normalized_value"": ""7"", ""unit"": ""мм""}","{""raw_value"": ""6-13м"", ""normalized_value"": ""6-13"", ""unit"": ""мм""}","ресницы чёрные lovely серия ""silicone"" - 16 линий (d 0.10 07мм)","lovely / ресницы для наращивания черные 16 линий изгиб d 0,10 6-13м"
rule_8eb0649a5cc85498,lash_length,Красота и гигиена,rp_9a2636240e583e770faa5458,0.0,1,"{""raw_value"": ""11 mm"", ""normalized_value"": ""11"", ""unit"": ""mm""}","{""raw_value"": ""8 мм"", ""normalized_value"": ""8"", ""unit"": ""mm""}","enigma light / черные ресницы для наращивания 0,10/c+/11 mm (16 линий)",enigma light c/0.10/8 черные ресницы для наращивания (16 линий одна длина)
rule_8eb0649a5cc85498,lash_length,Красота и гигиена,rp_011afefb0303a4c4eca546dd,0.0,2,"{""raw_value"": ""13 мм"", ""normalized_value"": ""13"", ""unit"": ""mm""}","{""raw_value"": ""10 мм"", ""normalized_value"": ""10"", ""unit"": ""mm""}",enigma light / ресницы черные энигма лайт d0.07 13мм 16 линий,enigma light: черные ресницы для наращивания 16 линий (0.07/d+/10 мм) (энигма лайт)
rule_8fa25cdb4fe1bd4d,sheet_size,Дом и сад,rp_b012741beddf64fd53fbc04a,0.0,2,"{""raw_value"": ""90x200"", ""normalized_value"": ""90x200"", ""unit"": ""cm""}","{""raw_value"": ""160 х 200 см"", ""normalized_value"": ""160x200"", ""unit"": ""cm""}","текс-дизайн комплект постельного белья, трикотаж, наволочки 70x70",текс-дизайн евро комплект постельного белья морская лагуна трикотаж
rule_8fa25cdb4fe1bd4d,sheet_size,Дом и сад,rp_b1c293246676c71ac2ab079f,0.0,3,"{""raw_value"": ""230х250 см"", ""normalized_value"": ""230x250"", ""unit"": ""cm""}","{""raw_value"": ""160x200"", ""normalized_value"": ""160x200"", ""unit"": ""cm""}","odzy home / постельное белье семейное, страйп сатин, 4 наволочки",постельное белье комплект страйп сатин однотонный на резинке
rule_8fa25cdb4fe1bd4d,sheet_size,Дом и сад,rp_d17877f8e3ae996f8751d0db,0.0,3,"{""raw_value"": ""80x200"", ""normalized_value"": ""80x200"", ""unit"": ""cm""}","{""raw_value"": ""160x200"", ""normalized_value"": ""160x200"", ""unit"": ""cm""}","ивановский текстиль простыня на резинке, вареный хлопок, 80x200 см",простыня maktex из варёного хлопка на резинке 471 светло-серый
rule_9985fc48a8512f98,cylinder_power,Аптека,rp_123ef07f19a080fe52d1aaf1,0.0,1,"{""raw_value"": ""-2.75"", ""normalized_value"": ""-2.75"", ""unit"": ""D""}","{""raw_value"": ""-0.75"", ""normalized_value"": ""-0.75"", ""unit"": ""D""}",acuvue / линзы acuvue oasys for astigmatism -5.50 -2.75 60 6 шт,"контактные линзы acuvue oasys for astigmatism, 5.5/8,6/-0.75/60, в наборе 6шт"
rule_9985fc48a8512f98,cylinder_power,Аптека,rp_77a833cc7fe9208b2cf060f9,0.0,1,"{""raw_value"": ""-1.25"", ""normalized_value"": ""-1.25"", ""unit"": ""D""}","{""raw_value"": ""-2.25"", ""normalized_value"": ""-2.25"", ""unit"": ""D""}",coopervision / vitality toric (6pk) -1.00 -1.25 130,"coopervision астигматические линзы, 6 шт. , -1.00, 8.5, -2.25, 130, 2 недели "
rule_9985fc48a8512f98,cylinder_power,Аптека,rp_04d8124059f62caf7c8c157f,0.0,2,"{""raw_value"": ""-2.25"", ""normalized_value"": ""-2.25"", ""unit"": ""D""}","{""raw_value"": ""-1.75"", ""normalized_value"": ""-1.75"", ""unit"": ""D""}","alcon air optix plus hydraglyde astigmatism, 3 линзы, r 8,7 -1,50/-2,25/ 90",alcon air optix plus hydraglyde astigmatism (3 линзы) bc 8.7 sph -1.50 cyl -1.75 axis 90
rule_a488f60e29897411,frame_size,Хобби и творчество,rp_2341cbe30572d54c75a3a854,0.0,1,"{""raw_value"": ""28x34 см"", ""normalized_value"": ""280x340"", ""unit"": ""mm""}","{""raw_value"": ""240x380"", ""normalized_value"": ""240x380"", ""unit"": ""mm""}","без бренда багетная рама 28x34 см (br14), пластиковая со стеклом и задником, цвет: кремовый","багетная рама 24x38 см (br14), пластиковая со стеклом и задником, цвет: кремовый"
rule_a488f60e29897411,frame_size,Хобби и творчество,rp_3c6058028da70a1e4cfea8c5,0.0,1,"{""raw_value"": ""20х25 см"", ""normalized_value"": ""20x25"", ""unit"": ""cm""}","{""raw_value"": ""13х18 см"", ""normalized_value"": ""13x18"", ""unit"": ""cm""}","фоторамка пластик 20х25 см ""волны"" белая с чёрным","фоторамка пластик 13х18 см ""волны"" белая с чёрным 21х16 см"
rule_a488f60e29897411,frame_size,Хобби и творчество,rp_4f693acff88a045552691aea,0.0,1,"{""raw_value"": ""500x700"", ""normalized_value"": ""500x700"", ""unit"": ""mm""}","{""raw_value"": ""35x100"", ""normalized_value"": ""35x100"", ""unit"": ""cm""}","рамка 50x70 для постера и фотографий, деревянная, багетная, со стеклом и задником, всеподрамники",всеподрамники / рамка для постера и фотографий 35x100
rule_a7d48af850b67d17,instrument_type,Музыкальные инструменты,rp_98f41f93adff7ce16e49cfa8,0.0,1,"{""raw_value"": ""альт-саксофон"", ""normalized_value"": ""alto saxophone"", ""unit"": null}","{""raw_value"": ""сопрано саксофон"", ""normalized_value"": ""soprano saxophone"", ""unit"": null}","gonzalez / трости для альт-саксофона, rc, 3 1/2, 10 шт",набор тростей для сопрано саксофона gonzalez 3 1/2
rule_a7d48af850b67d17,instrument_type,Музыкальные инструменты,rp_fc002595c284a0258994b1ab,0.0,1,"{""raw_value"": ""кларнета eb"", ""normalized_value"": ""clarinet eb"", ""unit"": null}","{""raw_value"": ""бас-кларнета"", ""normalized_value"": ""bass clarinet"", ""unit"": null}","rbb1025 royal трости для кларнета eb, размер 2.5, 10шт, rico","трости для бас-кларнета rico №2,5 (10 шт)"
rule_a7d48af850b67d17,instrument_type,Музыкальные инструменты,rp_01766e6d7e0a1c50cf59d006,0.0,2,"{""raw_value"": ""электроакустическая гитара"", ""normalized_value"": ""electro-acoustic"", ""unit"": null}","{""raw_value"": ""акустическая гитара"", ""normalized_value"": ""acoustic"", ""unit"": null}","электро-акустическая гитара, цвет натуральный, cort","cort / акустическая гитара, с чехлом, cort"
rule_c468e766f15511f7,compatible_phone_model,Электроника,rp_182b6b7a5767dc43eb09b2ba,0.0,1,"{""raw_value"": ""huawei mate 50 pro"", ""normalized_value"": ""huawei mate 50 pro"", ""unit"": null}","{""raw_value"": ""vivo v27 pro"", ""normalized_value"": ""vivo v27 pro"", ""unit"": null}",матовая гидрогелевая пленка mosseller для huawei mate 50 pro,матовая гидрогелевая пленка mosseller для vivo v27 pro
rule_c468e766f15511f7,compatible_phone_model,Электроника,rp_7ee917b6be9c3e3d496cf414,0.0,1,"{""raw_value"": ""vivo y100i"", ""normalized_value"": ""vivo y100i"", ""unit"": null}","{""raw_value"": ""vivo v27 pro"", ""normalized_value"": ""vivo v27 pro"", ""unit"": null}",матовая гидрогелевая пленка mosseller для vivo y100i полиуретановая (не стекло),матовая гидрогелевая пленка mosseller для vivo v27 pro
rule_c468e766f15511f7,compatible_phone_model,Электроника,rp_c1907291431bb681e2b30f49,0.0,1,"{""raw_value"": ""huawei nova 12 se"", ""normalized_value"": ""huawei nova 12 se"", ""unit"": null}","{""raw_value"": ""vivo v27 pro"", ""normalized_value"": ""vivo v27 pro"", ""unit"": null}",матовая гидрогелевая пленка mosseller для huawei nova 12 se,матовая гидрогелевая пленка mosseller для vivo v27 pro
rule_c8279513c21f3c1b,needle_diameter,Хобби и творчество,rp_40083835326010ad96b24881,0.0,1,"{""raw_value"": ""4,5 мм"", ""normalized_value"": ""4.5"", ""unit"": ""mm""}","{""raw_value"": ""3 мм"", ""normalized_value"": ""3"", ""unit"": ""mm""}","спицы круговые, бамбук, 4,5 мм/40 см, 1 шт, 222527, prym",prym / спицы для вязания круговые бамбуковые 3 мм х 40 см
rule_c8279513c21f3c1b,needle_diameter,Хобби и творчество,rp_7de1ae75f00b2fcde1c7ccf7,0.0,1,"{""raw_value"": ""5 мм"", ""normalized_value"": ""5"", ""unit"": ""mm""}","{""raw_value"": ""№3,25"", ""normalized_value"": ""3.25"", ""unit"": ""mm""}",спицы круговые супергладкие concept by katia lace - 80 см 5 мм с удлиненным кончиком,"concept by katia / спицы круговые супергладкие concept by katia lace №3,25, 80 см"
rule_c8279513c21f3c1b,needle_diameter,Хобби и творчество,rp_e8fe36290a77cc63d3d34568,0.0,1,"{""raw_value"": ""3 мм"", ""normalized_value"": ""3"", ""unit"": ""mm""}","{""raw_value"": ""4.5"", ""normalized_value"": ""4.5"", ""unit"": ""mm""}","prym / спицы чулочные 20 см, 3 мм, алюминий, 5 шт","спицы чулочные prym 20 см, 4,5 мм, алюминий, 5 шт (pr.191493)"
rule_d72b383e5fdd66e3,target_animal,Товары для животных,rp_578267ed5bd3495f33af7dad,0.0,1,"{""raw_value"": ""для кошек"", ""normalized_value"": ""cats"", ""unit"": null}","{""raw_value"": ""для собак"", ""normalized_value"": ""dogs"", ""unit"": null}",дарлинг / сухой корм для взрослых кошек с мясом и овощами - 15 кг,дарлинг 15 кг сухой корм для взрослых собак с мясом и овощами 1 шт
rule_d72b383e5fdd66e3,target_animal,Товары для животных,rp_5f118b7a7b641e7e28edf0c8,0.0,1,"{""raw_value"": ""для кошек"", ""normalized_value"": ""cats"", ""unit"": null}","{""raw_value"": ""для собак"", ""normalized_value"": ""dogs"", ""unit"": null}","айда гулять! / шампунь для короткошерстных кошек и котят, 350 мл","айда гулять! (фармакс) шампунь для короткошерстных собак и щенков, 350 мл"
rule_d72b383e5fdd66e3,target_animal,Товары для животных,rp_7934d77b3e5890b4ef389d89,0.0,1,"{""raw_value"": ""хомяки"", ""normalized_value"": ""hamsters"", ""unit"": null}","{""raw_value"": ""декоративных кроликов"", ""normalized_value"": ""decorative rabbits"", ""unit"": null}",imperials корм для хомяков 500г (110) (2 шт),imperials корм для декоративных кроликов 500г (2 шт.)
rule_e0ac5f32e0551448,pasta_shape,Продукты питания,rp_19a2288e1ffe841de273e7f0,0.0,1,"{""raw_value"": ""пенне ригате"", ""normalized_value"": ""penne rigate"", ""unit"": null}","{""raw_value"": ""спирали"", ""normalized_value"": ""fusilli"", ""unit"": null}","barilla / макаронные изделия barilla penne rigate без глютена, 400г","макароны barilla фузилли без глютена, 400 г"
rule_e0ac5f32e0551448,pasta_shape,Продукты питания,rp_754ba63f65fdf9a5d3eaa895,0.0,1,"{""raw_value"": ""гнёзда"", ""normalized_value"": ""nests"", ""unit"": null}","{""raw_value"": ""спираль"", ""normalized_value"": ""spirals"", ""unit"": null}","изделия макаронные 7 яиц nids 2 мм гнёзда, grand mere, 250 г","grand mere / макаронные изделия спираль, grand mere, 250 г, франция"
rule_e0ac5f32e0551448,pasta_shape,Продукты питания,rp_aaa58d8333b901c361b97b59,0.0,1,"{""raw_value"": ""вермишель №3"", ""normalized_value"": ""вермишель"", ""unit"": null}","{""raw_value"": ""рожки рифлёные №1"", ""normalized_value"": ""рожки"", ""unit"": null}","ecochief макаронные изделия вермишель №3, 900 г","ecochief макаронные изделия рожки рифлёные №1, 900 г"
rule_e35082696c4369a5,lash_curl,Красота и гигиена,rp_25f5d22429e8b574497f7b71,0.0,1,"{""raw_value"": ""d"", ""normalized_value"": ""D"", ""unit"": null}","{""raw_value"": ""c"", ""normalized_value"": ""C"", ""unit"": null}","enigma черные ресницы для наращивания 0,07/d/10 мм (16 линий) / энигма",черные ресницы enigma 0.07/c/10mm (16 линий) ресницы для наращивания.
rule_e35082696c4369a5,lash_curl,Красота и гигиена,rp_3ffe9334a0518a81a6bddd8f,0.0,1,"{""raw_value"": ""с+"", ""normalized_value"": ""C+"", ""unit"": null}","{""raw_value"": ""l"", ""normalized_value"": ""L"", ""unit"": null}",lovely / черные ресницы rili 16 линий / с+ / 0.10 / 7,ресницы черные rili - 16 линий (l 0.10 7mm)
rule_e35082696c4369a5,lash_curl,Красота и гигиена,rp_638ee454858ca3198b6457f4,0.0,1,"{""raw_value"": ""c"", ""normalized_value"": ""C"", ""unit"": null}","{""raw_value"": ""d"", ""normalized_value"": ""D"", ""unit"": null}",lash&go / черные ресницы для наращивания изгиб c,"lash&go ресницы для наращивания микс 0,05/d/13-16 мм черные (6 линий) / лэш гоу"
rule_e47906aec49b09ca,compatible_model,Электроника,rp_0bd35cc5439575989c33d56b,0.0,1,"{""raw_value"": ""samsung r780-js03"", ""normalized_value"": ""r780-js03"", ""unit"": null}","{""raw_value"": ""samsung np-r518-ds07"", ""normalized_value"": ""np-r518-ds07"", ""unit"": null}",аккумулятор для ноутбука samsung r780-js03 5200 mah 10.8-11.1v,greenway аккумулятор для ноутбука samsung np-r518-ds07 5200 mah 10.8-11.1v
rule_e47906aec49b09ca,compatible_model,Электроника,rp_10c930d707747098b189cb7e,0.0,1,"{""raw_value"": ""Sony Xperia 1 V (Mark 5)"", ""normalized_value"": ""Xperia 1 V"", ""unit"": null}","{""raw_value"": ""Sony Xperia 5 IV"", ""normalized_value"": ""Xperia 5 IV"", ""unit"": null}",(комплект 2 шт.) гидрогелевая пленка для sony xperia 1 v (mark 5) защита экрана и задней панели,гидрогелевая пленка для sony xperia 5 iv комплект 2шт
rule_e47906aec49b09ca,compatible_model,Электроника,rp_1e0c383c7284cadcebfc346e,0.0,1,"{""raw_value"": ""galaxy s21 fe"", ""normalized_value"": ""galaxy s21 fe"", ""unit"": null}","{""raw_value"": ""galaxy note 20 (n980f)"", ""normalized_value"": ""galaxy note 20"", ""unit"": null}",стекло ragex для переклейки дисплея для galaxy s21 fe (черный),ragex / стекло для переклейки дисплея samsung galaxy note 20
rule_ecedb87a894f9151,hook_size,Спорт и отдых,rp_26e6648bd5e3e5523cf19c5b,0.0,1,"{""raw_value"": ""12"", ""normalized_value"": ""12"", ""unit"": null}","{""raw_value"": ""1"", ""normalized_value"": ""1"", ""unit"": null}","крючки ""волжанка"" chinu 12, 10 шт","volzhanka крючки ""волжанка"" chinu № 1, 10 шт"
rule_ecedb87a894f9151,hook_size,Спорт и отдых,rp_4c174ee0f6888714c5e14e96,0.0,1,"{""raw_value"": ""#6"", ""normalized_value"": ""6"", ""unit"": null}","{""raw_value"": ""#4"", ""normalized_value"": ""4"", ""unit"": null}","крючок тройной bkk fangs 63-ua #6 (8шт) для рыбалки на щуку, судака, окуня","крючок тройной bkk fangs 63-ua #4 (8шт) для рыбалки на щуку, судака, окуня"
rule_ecedb87a894f9151,hook_size,Спорт и отдых,rp_529569e645bd922e91c51ea8,0.0,1,"{""raw_value"": ""№12"", ""normalized_value"": ""12"", ""unit"": null}","{""raw_value"": ""№2"", ""normalized_value"": ""2"", ""unit"": null}",крючки dunaev classik 206 №12 (10шт),dunaev / крючки dunaev classik 206 №2
